country,top1,top2,top3,top4,top5,val1,val2,val3,val4,val5
mar,84,77,56,52,5,3.273995791,3.157287209,2.317946311,2.14792364,1.716718024
dom,87,84,89,67,77,0.669892722,0.646427702,0.494438754,0.479404731,0.408303192
abw,11,12,89,93,78,0.068020135,0.048311421,0.010939834,0.004672669,0.002551483
afg,93,5,65,29,22,0.126105185,0.11519015,0.04911616,0.048405876,0.018826718
alb,84,33,67,28,85,0.325426854,0.322754478,0.219237019,0.196536355,0.181282075
and,78,89,77,84,93,0.021072988,0.016669631,0.012571258,0.007048875,0.006683949
are,33,93,66,97,89,91.97716093,72.13959932,18.95248519,18.35499362,6.77909174
arg,8,78,4,42,22,10.7783961,9.969262237,9.546892303,6.591327143,5.945442923
arm,28,68,11,66,67,0.310183384,0.217126319,0.146754871,0.138794017,0.122605882
atg,65,76,11,79,78,0.006723855,0.002988367,0.002291576,0.002278427,0.001562579
aus,28,32,97,93,34,86.49262606,48.49970867,15.57550551,14.37623454,12.44528386
aut,78,93,77,74,72,14.28825226,13.86302248,12.20199988,10.04284566,9.764261513
aze,33,93,34,5,6,22.93449741,1.544684451,0.587057133,0.254498395,0.199185034
bdi,7,97,28,21,71,0.087881166,0.059046733,0.011485809,0.00571945,0.005409739
bel,93,54,78,51,58,49.53396491,49.38828752,43.85792425,30.89438651,27.97357634
ben,26,67,5,93,65,0.111258985,0.052747404,0.052397455,0.042909091,0.016675512
bfa,97,26,22,5,0,1.790440566,0.26804384,0.089187932,0.075259006,0.011023666
bgd,84,65,3,61,26,19.23916189,1.89757597,0.64121829,0.364220186,0.360554645
bgr,93,68,84,77,28,3.902534124,3.849743431,1.812691553,1.68248613,1.36226992
bhr,93,28,68,78,69,15.5279619,2.779144668,1.907748438,0.318567831,0.303561397
bhs,93,58,3,51,55,0.22670249,0.13688975,0.075293813,0.07380907,0.038475352
bih,82,68,93,28,67,0.504325623,0.438157126,0.429196152,0.398321585,0.363483698
blr,93,56,78,33,59,14.9027689,3.7822268,2.5749478,1.8168415,1.7611958
blz,33,5,6,93,3,0.14605901,0.108192633,0.043023779,0.032036691,0.025405544
bmu,0,0,0,0,0,0,0,0,0,0
bol,34,28,68,8,42,3.884883593,2.423828661,0.700392291,0.390799299,0.326156243
bra,28,33,22,1,6,47.06443601,21.87078717,16.42369648,15.3950277,15.22495982
brb,93,54,11,89,33,0.185584152,0.071861125,0.045562374,0.035261489,0.019633982
btn,67,93,68,27,52,0.166986869,0.072023377,0.056797202,0.038422023,0.031395421
bwa,66,28,84,78,97,4.437111047,0.455546327,0.236796005,0.109157071,0.079524579
caf,27,24,26,97,72,0.06306326,0.026181108,0.005738526,0.00250941,0.002063256
can,33,78,93,68,97,71.14622245,51.83230738,35.46813538,20.46301057,17.81951323
che,54,88,89,51,77,57.72594539,22.17704281,20.59874366,13.65632598,11.53507266
chl,68,28,5,3,25,30.60174469,18.82076356,5.637479119,3.938709721,2.79248345
chn,77,75,76,84,89,220.2612381,210.4812893,182.9079806,153.9271395,111.2922895
civ,7,33,93,23,97,4.110755298,1.397627886,1.294862545,1.137128073,0.573274053
cmr,7,24,23,26,68,0.677110369,0.430292119,0.131670153,0.113978001,0.11019544
cog,33,79,34,24,72,10.4964535,2.719557137,0.184510621,0.102893885,0.0921548
cok,93,5,29,3,66,0.002242901,0.00049999,0.000166124,0.000116855,0.000078804
col,33,32,93,7,97,23.05503122,8.396865702,4.614101109,3.032230234,2.787863438
cpv,3,84,61,11,28,0.05667588,0.005278963,0.004765458,0.000782667,0.000612737
cri,77,5,87,89,9,2.444864418,1.936478489,0.837992185,0.590066544,0.407405677
cyp,93,54,5,51,77,0.357114015,0.315640902,0.156250204,0.135789294,0.135120236
cze,78,77,75,74,76,27.73126064,15.5009268,12.75279196,10.5733827,8.308042478
deu,78,77,93,74,54,241.2966405,113.0257265,112.3296769,104.0261979,69.64302653
dnk,93,74,54,33,1,13.36571793,7.134578832,5.867352427,5.794039379,5.750170849
dza,33,34,93,52,6,35.86293783,25.27879077,11.07164163,0.412481501,0.267783386
ecu,33,5,3,93,7,11.87552777,2.641864693,2.360821288,1.065140899,0.846569085
egy,93,33,5,34,97,3.573454023,3.270651641,2.308063299,2.03015158,1.715255057
esp,78,93,5,67,77,50.31994038,26.45719983,16.18250497,12.78218463,12.44568867
est,93,76,77,63,78,3.966012016,1.280908238,1.214606045,0.754141629,0.716011406
eth,7,5,22,29,0,0.887110265,0.426062744,0.366562651,0.207273226,0.153733717
fin,93,64,67,72,77,12.49996507,7.749373103,6.523001886,5.475300488,4.126724276
fji,93,3,6,97,11,0.311628947,0.147630054,0.081109343,0.079879864,0.076882041
fra,79,78,93,77,54,51.9768059,51.64455952,39.96179653,35.57816321,33.84679684
fsm,3,5,9,29,22,0.031197599,0.00470862,0.0004277,0.000168647,0.000063649
gbr,93,78,54,71,33,100.4551783,43.61892347,35.9044228,32.25420514,28.9338617
geo,78,67,28,11,5,0.489005705,0.326287322,0.284161028,0.188744827,0.147270769
gha,97,34,33,7,5,4.836607704,4.330759877,2.862411907,2.348446096,1.068727287
gmb,65,89,3,26,2,0.041565792,0.005457479,0.005454646,0.005181298,0.004112086
grc,93,5,68,67,54,10.70400304,2.295220816,2.237328091,1.53934103,1.274581222
grl,3,93,79,97,61,0.418232268,0.045894734,0.013578886,0.005108351,0.002023251
gtm,7,84,28,5,6,1.331393081,1.255004501,0.953082275,0.937958924,0.762416631
guy,97,6,28,4,3,0.315358784,0.175959487,0.154826191,0.151494701,0.053617007
hkg,77,76,75,89,97,115.9352351,59.37811499,41.98654919,28.32046619,26.34759104
hnd,7,5,97,77,42,1.27089758,0.377704966,0.20932038,0.183800955,0.1815962
hrv,79,93,77,84,54,1.553808944,1.382452684,0.966395682,0.578132503,0.522490318
hun,76,77,78,71,93,17.852181,12.177705,10.132216,9.231435,7.542919
idn,32,34,42,33,23,27.23382987,22.87150294,20.32998633,15.91087945,11.83805695
ind,93,66,89,65,84,69.39259408,34.77063637,18.97651459,15.38933285,14.69609771
irl,54,51,55,89,93,36.57293946,27.80338952,8.043213194,5.87875758,5.492283018
irn,33,93,34,51,5,85.40764453,15.8385873,5.544809424,3.546179931,2.926269232
isl,68,3,67,8,93,2.117402927,1.959745579,0.209418099,0.152366622,0.129432254
isr,66,54,77,59,87,20.991033,7.083141,5.679375,4.206551,2.844835
ita,74,93,78,72,67,49.52201852,35.39330802,35.28582443,31.12196099,25.8620425
jam,28,93,11,6,5,0.748015683,0.358236378,0.113119354,0.065148287,0.058000294
jor,56,84,27,5,54,1.211946359,1.004134851,0.681168653,0.654366865,0.58443429
jpn,78,77,93,72,74,146.0607975,100.5332432,76.32811355,62.99313312,49.38106427
kaz,33,67,68,28,34,55.26773248,5.943309085,5.755755349,5.163104185,3.820806188
kgz,97,93,84,5,35,1.006187203,0.164590755,0.143397751,0.135951321,0.080407189
khm,84,89,78,85,23,3.994510661,1.613576105,0.298120673,0.265752088,0.190811217
kir,42,3,79,29,8,0.005785686,0.000810487,0.000625593,0.000441475,0.0003349
kna,77,76,89,78,11,0.015939488,0.010070267,0.008753929,0.004001179,0.003343165
kor,77,78,93,79,76,77.41996014,66.78137823,56.20802268,55.78318545,37.23900146
lbn,97,28,66,5,71,1.169102839,0.365691645,0.31776845,0.24178283,0.218113878
lka,84,7,62,66,89,4.213207717,1.717061191,0.705111686,0.539270208,0.419125523
lso,84,11,77,65,85,0.429686771,0.067583112,0.058606468,0.035867628,0.035585365
ltu,93,78,56,82,58,7.133467623,1.917158573,1.351782868,1.231119849,1.117665237
lux,67,89,62,78,68,3.465961013,1.033683193,0.914061921,0.838913106,0.790997444
lva,93,24,67,63,78,1.261478636,1.24855005,0.805295132,0.697967988,0.666932294
mac,93,84,89,76,11,0.615549963,0.083044298,0.045186291,0.031834657,0.017835447
mda,84,5,11,22,77,0.279596887,0.274833054,0.180873868,0.180148141,0.171314868
