country,top1,top2,top3,top4,top5,val1,val2,val3,val4,val5
mar,84,77,5,3,52,2.287087352,0.78468859,0.774065634,0.693235597,0.585751281
dom,84,77,87,12,89,2.211833779,0.345759525,0.341250339,0.251254947,0.211619401
ago,33,66,3,34,93,3.498318706,0.493278959,0.02323292,0.012829722,0.005294123
abw,33,93,66,6,79,0.727733978,0.028946826,0.022732783,0.020655767,0.013406381
afg,5,26,21,65,89,0.014709849,0.012525685,0.009990112,0.007539057,0.006331477
aia,11,93,76,79,26,0.001275799,0.00058308,0.000294514,0.000172346,0.000153199
alb,84,61,67,85,29,0.078707875,0.062770376,0.01201207,0.01042552,0.008840306
and,89,73,65,78,95,0.009669587,0.004490625,0.003473322,0.003243701,0.002866663
ant,33,93,3,79,51,0.70718089,0.092295911,0.034337536,0.033051926,0.027206235
are,33,34,84,68,89,11.26189297,1.698026426,0.569186665,0.530881204,0.43262846
arg,33,4,42,8,78,2.454566412,2.252533694,2.115800583,2.058982768,1.525929597
arm,66,28,84,11,35,0.071583135,0.013750186,0.011787615,0.009994126,0.006879552
atf,77,52,64,25,78,0.002326072,0.000062186,0.000037073,0.000009277,0.000007012
atg,79,42,3,67,93,0.019137263,0.002917324,0.001256641,0.000946497,0.000929177
aus,28,32,68,1,4,6.313245897,5.505098636,3.12287554,2.425906822,2.061170682
aut,78,77,89,71,64,5.12795531,4.098674773,3.04539841,2.907164852,2.86412605
aze,33,26,12,5,11,0.497568061,0.037219104,0.026442634,0.023103137,0.016148643
bdi,7,97,66,28,78,0.045150817,0.008759969,0.001481655,0.001214259,0.000378076
bel,78,66,58,67,51,19.41528381,12.24647039,7.370702166,6.355293377,5.244716706
ben,26,22,5,65,12,0.132164896,0.02005831,0.014019645,0.004408022,0.003698174
bfa,26,6,22,61,97,0.090082594,0.012488218,0.010194513,0.008005834,0.007158172
bgd,84,3,65,61,85,3.600845273,0.303836672,0.274065142,0.127115008,0.044776408
bgr,84,68,67,33,93,0.675432786,0.330769818,0.29423543,0.238060535,0.139024818
bhr,33,68,84,89,93,0.585752873,0.554691261,0.096279221,0.050980085,0.043822558
bhs,11,33,3,79,58,0.23658956,0.081076399,0.070414306,0.067698373,0.038345626
bih,24,84,68,85,61,0.101244827,0.095741046,0.082893756,0.03660406,0.023528812
blr,93,33,56,84,67,2.944131769,0.262442196,0.171215048,0.160403278,0.112002107
blz,3,5,6,84,8,0.146197009,0.069724852,0.043215915,0.018124365,0.01097368
bmu,79,51,93,11,66,0.055889375,0.02727871,0.02052959,0.010239459,0.007997327
bol,8,28,42,22,68,0.115630705,0.08102322,0.0580658,0.052321506,0.049336551
bra,28,78,67,7,5,3.805203538,3.163276577,2.896414433,2.529170759,2.158027424
brb,33,51,6,77,9,0.021081664,0.019898802,0.019502704,0.017650147,0.012195444
brn,33,34,84,89,78,0.895002354,0.838553926,0.200450829,0.05367484,0.032381786
btn,52,67,24,27,5,0.007519149,0.005730227,0.000393614,0.000283254,0.000262739
caf,66,24,7,26,12,0.140407825,0.021578165,0.00806099,0.008001703,0.003648126
can,78,93,64,24,33,53.83601176,12.61517243,10.13294169,9.111188842,8.830515601
cck,67,66,89,28,29,0.001620585,0.000693182,0.000286253,0.000253747,0.000178866
che,54,88,66,72,77,8.560031158,6.50756926,5.723868571,5.470920648,5.188155416
chl,68,28,5,3,25,3.452594777,2.020533776,2.0153628,1.324042132,0.738735831
chn,84,89,77,76,75,41.8064954,41.31701156,27.87569997,23.09885781,22.6869447
civ,7,5,33,24,3,2.06418668,0.340081899,0.310594503,0.220818822,0.133955218
cmr,33,24,7,5,68,0.530960474,0.460338853,0.234755005,0.165900271,0.093450706
cod,66,33,68,28,7,0.747358811,0.103007965,0.066347762,0.04650664,0.039964836
cog,33,24,66,34,68,0.828554783,0.09375174,0.055837367,0.044896398,0.025196823
cok,66,5,84,77,54,0.002972548,0.000667749,0.000533813,0.000516053,0.000416471
col,33,7,32,5,29,3.782682812,1.48527959,0.913636971,0.911547147,0.519109203
com,7,77,55,75,89,0.007648923,0.004363159,0.004100158,0.001860309,0.000302253
cpv,71,61,84,3,85,0.007423782,0.004721005,0.001951525,0.001640256,0.001256058
cri,75,5,84,77,7,1.89435476,1.52114272,0.78316283,0.424129315,0.320622599
cub,6,28,12,3,5,0.550805237,0.168207454,0.123658667,0.102934168,0.07116174
cxr,27,56,88,77,68,0.012822959,0.002673951,0.00008108,0.000051968,0.000043511
cym,79,66,93,74,33,0.199458369,0.01223689,0.00397519,0.003269001,0.003111676
cyp,79,78,5,84,71,0.131116434,0.117821144,0.099757185,0.074666949,0.040567353
cze,78,77,69,74,67,3.803799534,2.286989854,1.34170217,1.332441806,1.23016743
deu,78,77,74,72,89,90.64825211,36.34460943,31.21023618,26.9667182,16.98097243
dji,97,55,21,5,7,0.002096152,0.001532979,0.001238355,0.000904626,0.000765814
dma,5,55,12,93,27,0.023772884,0.022047787,0.008898413,0.006935961,0.002397241
dnk,1,74,54,89,3,2.950626963,2.855640986,2.520019108,2.164016096,1.760346912
dza,33,34,52,67,51,6.296762483,3.572971388,0.081316685,0.044582733,0.042459299
ecu,5,33,3,7,29,1.643545594,1.26247773,1.023294053,0.216099222,0.210346879
egy,33,84,65,5,26,1.669795167,0.58387123,0.389854705,0.260395959,0.172729698
eri,97,3,61,72,0,0.004588623,0.001030253,0.000960983,0.000768525,0.000727784
esh,93,68,65,75,5,0.00026888,0.000129164,0.000078131,0.000047066,0.000040108
esp,78,5,77,74,89,22.74982757,7.141820198,4.940518902,3.597138282,3.308438357
est,33,24,76,84,82,0.520016088,0.265083148,0.207511951,0.197038953,0.138919505
eth,7,22,5,21,71,0.231332769,0.036730684,0.01891918,0.017674211,0.011472532
fin,64,76,77,72,67,8.218714873,6.248811166,1.968012812,1.908075063,1.61988615
fji,84,6,3,97,24,0.212987025,0.146142256,0.038840313,0.035295411,0.01975219
flk,3,93,87,72,26,0.065370249,0.008177806,0.007553194,0.00604778,0.003153995
fra,78,79,77,74,89,36.43412647,22.74634125,17.01237571,11.45335682,10.34849591
fro,3,8,93,29,71,0.33116202,0.016156198,0.007447449,0.004804768,0.003016933
fsm,3,84,29,93,72,0.037302063,0.009284667,0.000964646,0.000485883,0.000117782
gab,33,24,28,79,63,1.695854536,0.414136798,0.132056231,0.063036449,0.031016205
gbr,75,78,77,33,71,21.22504469,20.48474618,14.34320058,12.8850614,11.14034726
geo,33,28,67,11,5,0.080417846,0.038705335,0.034267628,0.025875035,0.019841245
gha,7,66,68,24,79,0.508821196,0.189882149,0.126669556,0.120407983,0.104906274
gib,79,89,78,66,93,0.0218298,0.014519991,0.011147939,0.008309907,0.007928926
gin,28,66,33,7,3,0.429285269,0.12518749,0.04213548,0.030671308,0.023132168
gmb,66,3,5,89,75,0.049052386,0.023530762,0.003543859,0.000857486,0.000429876
gnb,33,3,26,66,7,0.016786976,0.006375271,0.001174185,0.001153327,0.000951268
gnq,33,24,3,63,72,0.469680063,0.088814292,0.04348397,0.007237874,0.006096581
grc,84,5,33,42,68,1.166711149,0.926640319,0.578538132,0.544828011,0.511213578
