country,top1,top2,top3,top4,top5,val1,val2,val3,val4,val5
mar,84,77,27,52,5,4.058920327,2.561473832,2.318450102,2.292787722,2.016420419
dom,84,67,77,87,89,0.807088105,0.744333371,0.667762322,0.618881037,0.571056997
ago,33,66,34,79,68,58.16621472,0.773869415,0.330969968,0.080145756,0.051382896
abw,33,27,93,78,51,4.755743614,0.030182968,0.017997479,0.009143931,0.008067754
afg,5,93,29,58,28,0.158134941,0.057473342,0.03499928,0.022517055,0.021912292
aia,11,76,78,58,84,0.004301796,0.001984612,0.001270246,0.000776584,0.000496846
alb,84,28,67,69,33,0.288961271,0.187129404,0.150322283,0.126714308,0.116083852
and,89,9,2,93,78,0.01783154,0.017767207,0.012422855,0.009852248,0.009326385
ant,33,97,93,79,27,1.969809389,0.169456859,0.161915998,0.060649715,0.032997163
are,33,34,97,66,78,96.13084949,6.758954299,6.164349573,5.884733424,5.382916654
arg,8,4,22,42,33,9.920604732,8.642231735,7.030422871,6.785407462,5.987228844
arm,67,11,66,68,28,0.164471657,0.133987709,0.130629332,0.106631308,0.080270233
asm,51,26,28,8,72,0.034039817,0.004507684,0.004118768,0.003461935,0.002262427
ata,78,24,77,65,93,0.000627131,0.000449324,0.000416269,0.000149729,0.000081711
atf,72,3,85,84,93,0.0017896,0.00149721,0.001284603,0.000975621,0.000477666
atg,79,33,72,67,78,0.139399082,0.038332205,0.027227073,0.019338214,0.013643137
aus,28,32,33,68,97,46.45559073,34.97418336,11.04499875,10.32506362,9.29465605
aut,78,77,67,74,72,11.91334946,10.89462773,9.422263331,8.966587803,8.396926946
aze,33,93,5,34,69,20.47421159,0.5116065,0.228949737,0.179952226,0.144098024
bdi,7,97,75,26,6,0.03305967,0.014824118,0.001757596,0.001285329,0.001279437
bel,78,33,58,66,67,34.46601713,23.29136495,20.42752331,18.93636492,18.41916697
ben,26,28,5,24,33,0.151391014,0.109397696,0.078006144,0.023566211,0.01828355
bfa,26,97,22,5,74,0.209139029,0.064215675,0.034705526,0.016316315,0.007787593
bgd,84,65,3,61,85,12.17533536,0.829676361,0.522755267,0.228726173,0.171154921
bgr,68,33,84,67,77,2.63548164,2.513056962,1.896681605,1.109287206,0.959286112
bhr,33,68,56,34,28,3.318575767,1.971132566,0.304989333,0.296733524,0.287936759
bhs,33,79,11,93,58,0.848154099,0.763007206,0.228173832,0.207173514,0.142180202
bih,68,67,69,28,24,0.429014359,0.36266537,0.349573144,0.282159883,0.245692658
blr,93,33,56,67,72,9.679881937,5.678976851,2.771755764,0.876476743,0.49225031
blz,78,4,74,72,33,0.349860341,0.226052022,0.183490118,0.183055058,0.140044585
bmu,79,33,93,34,11,1.337744763,0.147248273,0.123882889,0.005778463,0.004656319
bol,34,28,8,33,68,2.547505144,0.628924752,0.385197873,0.311416748,0.27189866
bra,28,33,67,22,78,34.46895499,20.48597238,13.07234701,12.85741605,12.83751404
brb,33,34,11,78,89,0.082860088,0.046393447,0.039728057,0.032424117,0.024876079
