country,top1,top2,top3,top4,top5,val1,val2,val3,val4,val5
mar,84,5,77,3,27,2.328237286,0.694784264,0.661895173,0.652846682,0.541405439
dom,84,77,87,12,89,2.205308491,0.326893369,0.311710862,0.311334368,0.212402127
ago,33,66,34,3,93,2.719477512,0.320876296,0.042827193,0.0313375,0.008548572
abw,33,66,93,79,4,0.535220799,0.027398648,0.018684149,0.005326658,0.004681731
afg,5,89,26,21,65,0.045292483,0.018633027,0.014829714,0.014652337,0.010138513
aia,11,54,93,51,79,0.001197751,0.000814523,0.000434916,0.000236293,0.000218097
alb,84,61,29,67,12,0.076646688,0.063788068,0.013376277,0.012547103,0.009981844
and,89,84,65,78,11,0.014321695,0.003275621,0.002792965,0.002321883,0.0021873
ant,33,93,3,66,4,0.525306204,0.087849989,0.03842587,0.027440985,0.026139023
are,33,34,68,84,97,10.80056767,1.687599517,0.564683191,0.558689563,0.502961803
arg,4,78,42,33,8,3.320662205,2.751484745,2.341699218,2.197402042,1.982513969
arm,66,11,28,84,89,0.049011187,0.016791289,0.014352062,0.00968201,0.006488912
atf,33,89,55,76,77,0.000844601,0.000136071,0.000047134,0.000022287,0.000007509
atg,79,42,61,3,77,0.008984319,0.003835318,0.001172408,0.000871524,0.000809737
aus,28,32,97,68,4,6.495977377,5.974387018,4.318363572,3.060779952,2.468928915
aut,78,77,89,74,64,4.492471949,3.836492085,2.97693298,2.928843522,2.900095131
aze,33,26,11,5,12,0.165082939,0.045434825,0.043384887,0.024765184,0.011712253
bdi,7,28,12,26,3,0.063345539,0.001029487,0.000430012,0.00031511,0.000256037
bel,78,66,67,58,65,19.48202126,10.73868662,8.387969576,7.798940855,5.44650034
ben,26,22,5,65,12,0.16110372,0.024690589,0.009085519,0.005650339,0.002951184
bfa,26,6,61,97,22,0.129061719,0.024843603,0.010378848,0.009954701,0.007428837
bgd,84,65,3,61,26,3.452191966,0.313086622,0.258858038,0.148283926,0.069996501
bgr,84,67,68,11,74,0.647130748,0.453194943,0.364987156,0.146548722,0.139501081
bhr,33,68,84,28,34,0.735299327,0.648938767,0.07874683,0.048861899,0.048744726
bhs,11,3,89,79,66,0.131257339,0.058307948,0.046997288,0.046892246,0.040470653
bih,84,24,68,85,61,0.091809812,0.080950196,0.037517031,0.027444582,0.026310503
blr,93,84,56,65,33,4.168102879,0.183437416,0.161173557,0.138213811,0.12687913
blz,3,5,6,8,84,0.091116856,0.052385885,0.046421136,0.019918257,0.018759017
bmu,79,51,93,33,68,0.0683954,0.029359344,0.007743104,0.005651065,0.004866247
