country,top1,top2,top3,top4,top5,val1,val2,val3,val4,val5
mar,84,77,5,3,52,3.166253686,1.814303372,1.086644643,0.884022966,0.608099577
dom,84,67,87,77,89,1.938319082,0.587644781,0.529186652,0.392583135,0.331352767
ago,33,66,3,27,34,10.6151422,0.1361666,0.011200214,0.010732828,0.009210844
abw,33,97,93,74,6,2.111743911,0.031216736,0.013214137,0.009420216,0.008369779
afg,5,93,26,7,29,0.06204892,0.019923079,0.019082073,0.013139534,0.011481052
aia,78,11,32,77,74,0.000830725,0.000708088,0.000512438,0.00049289,0.000391883
alb,84,61,85,28,67,0.130805778,0.107373684,0.049907849,0.038696626,0.026229841
and,78,89,6,65,55,0.022012487,0.016921289,0.011217404,0.004816016,0.004646976
ant,33,93,79,27,59,0.822341366,0.130774694,0.077734651,0.019323535,0.017543523
are,33,66,34,97,76,31.19203668,3.397103216,3.238717916,2.298697467,2.119612504
arg,33,8,4,42,22,4.609173308,4.452840722,3.019597355,2.734849533,2.291488121
arm,66,11,67,68,28,0.184194106,0.054150438,0.046649671,0.043974842,0.041552535
asm,79,26,72,8,28,0.002597305,0.002252252,0.001957921,0.001804975,0.001058674
ata,75,76,93,87,77,0.000970651,0.000294482,0.000205925,0.00015076,0.000052747
atf,3,78,33,73,27,0.006263003,0.000666957,0.000299047,0.000290241,0.000231914
atg,79,58,3,4,33,0.124434459,0.010473232,0.004232692,0.003068577,0.002778705
aus,28,32,68,33,1,12.85153146,10.43456133,5.783638606,4.892023409,4.377249871
aut,78,77,93,74,67,9.037801083,6.883554811,5.647644437,4.757416294,4.657011526
aze,33,5,67,58,26,1.872389782,0.060975909,0.050239533,0.045109283,0.041671625
bdi,7,66,24,29,78,0.022366565,0.004431792,0.000655624,0.000518891,0.000515111
bel,78,66,58,67,54,28.35999171,15.76831208,12.28884849,11.04994579,10.24247272
ben,26,5,24,12,93,0.16967221,0.034318194,0.01681586,0.015734179,0.014811375
bfa,26,6,22,4,12,0.204664743,0.025302657,0.02054629,0.011135385,0.008920032
bgd,84,65,3,61,85,7.230036289,0.565055935,0.423147495,0.208619101,0.102441024
bgr,84,68,67,33,77,1.574048426,0.888409429,0.830183238,0.52985769,0.380799587
bhr,33,68,84,28,65,1.22560273,0.794876458,0.156686558,0.154911816,0.122374868
bhs,79,33,11,93,3,0.472701561,0.38312829,0.273471196,0.124268428,0.090982325
bih,68,24,28,84,82,0.26059623,0.193913951,0.166328574,0.146794476,0.145384459
blr,93,33,78,56,67,6.020300555,2.218267308,1.111375004,0.776563401,0.658256022
blz,5,3,6,84,33,0.083722181,0.064395022,0.04871869,0.01884159,0.006614109
bmu,79,93,33,28,89,0.106990849,0.025314044,0.007049597,0.005363308,0.004841576
bol,34,8,28,33,42,0.576858476,0.281962781,0.189023674,0.188733391,0.127583694
bra,28,67,78,22,1,8.502891074,7.105994566,7.037439777,5.518209,5.459685942
