country,top1,top2,top3,top4,top5,val1,val2,val3,val4,val5
mar,84,77,5,3,27,2.92718347,1.343042003,0.976114548,0.972902016,0.443662454
dom,84,87,77,67,89,1.989792708,0.465408754,0.401885192,0.338444361,0.299934868
ago,33,66,69,3,27,7.469006442,0.252118521,0.012771989,0.007478821,0.007407271
abw,33,97,6,79,7,1.03674588,0.019997696,0.009189099,0.006402813,0.006290421
afg,33,5,26,93,21,0.045637681,0.040973199,0.013186419,0.010282884,0.009861036
aia,6,78,11,72,74,0.002284276,0.00090443,0.000723932,0.000467844,0.000402275
alb,84,61,85,67,28,0.111448094,0.1001075,0.026796244,0.017431903,0.016420771
and,78,89,76,72,65,0.014713834,0.012339042,0.005668505,0.003873061,0.003871637
ant,33,93,3,27,88,0.775234562,0.129699904,0.039516475,0.019452753,0.016617967
are,33,34,66,76,97,23.0607519,2.821995178,1.958172566,1.211740011,0.883376841
arg,33,8,42,4,22,4.215919082,3.555277066,2.517774765,2.455030193,2.21685519
arm,66,68,11,28,89,0.207419959,0.127628175,0.05491387,0.027986669,0.022857542
asm,26,4,8,78,28,0.010322637,0.003769753,0.00117902,0.000931415,0.000793569
ata,75,89,93,77,78,0.000782789,0.000077558,0.000076655,0.000063164,0.000063154
atf,79,78,11,3,64,0.002714539,0.001638792,0.001243212,0.000342212,0.000208896
atg,79,8,58,68,93,0.313814134,0.01133659,0.010517449,0.007843032,0.003649397
aus,28,32,68,33,97,8.967014056,7.319733657,4.356859604,4.184997552,3.610153891
aut,78,77,93,89,74,7.01525939,5.570739091,5.045832238,3.948843862,3.919447263
aze,33,5,67,58,26,1.479983698,0.060552859,0.027773558,0.024604657,0.023792342
bdi,7,66,28,65,29,0.029351001,0.001710156,0.001651222,0.000640093,0.000440128
bel,78,66,58,54,93,24.13674221,13.42331274,9.687374559,8.196805208,7.592614359
ben,26,5,24,22,12,0.146528117,0.029074349,0.009706492,0.008782347,0.007275143
bfa,26,22,12,5,61,0.126300707,0.012257777,0.010832848,0.009421037,0.007767843
bgd,84,65,3,61,26,5.772683631,0.449866736,0.340509031,0.185252096,0.081662802
bgr,84,68,67,33,77,1.317054848,0.55477799,0.540543733,0.392167381,0.300564077
bhr,33,68,84,28,93,0.633735691,0.597492274,0.163620379,0.123956321,0.112207151
bhs,33,11,79,3,58,0.472701803,0.293383418,0.197022886,0.092566077,0.082448632
bih,68,84,24,82,85,0.163471492,0.13088759,0.119903153,0.095943216,0.072932463
blr,93,33,56,67,84,4.481840977,0.907011517,0.309871318,0.207257879,0.183083682
blz,5,3,6,33,84,0.077640029,0.054006724,0.04169895,0.026694819,0.015899115
bmu,79,93,54,52,34,0.287906985,0.015421328,0.007037499,0.005908689,0.004067655
bol,34,8,42,33,28,0.3657751,0.229709311,0.128669382,0.10552856,0.081735395
bra,28,78,67,22,1,5.289307152,5.216512975,4.629316289,4.407243141,3.932195645
brb,33,77,11,6,89,0.17356675,0.022423031,0.02173736,0.01794943,0.013234585
brn,33,34,84,93,89,1.913534431,1.515850181,0.324839202,0.021614506,0.02156514
btn,67,52,11,63,68,0.014028981,0.013414268,0.006644549,0.003131566,0.002584752
bvt,26,89,59,87,6,0.000241696,0.000097967,0.000047069,0.000013486,0.000009069
bwa,66,28,1,77,84,1.598563093,0.151977707,0.038653385,0.021957686,0.012876425
caf,66,24,26,7,27,0.050809358,0.043782408,0.015791729,0.002576134,0.001161727
can,78,33,34,93,79,50.69222019,19.04048465,17.81487577,15.16735743,9.240153584
cck,79,89,74,5,77,0.000271161,0.000179878,0.000079363,0.000062899,0.000040797
che,54,97,89,88,77,11.88260608,8.496158483,7.926203673,7.831116663,6.391545051
chl,68,28,5,3,24,5.034367572,2.871776352,2.588147987,1.853524934,0.932596278
chn,75,77,89,76,84,76.81683991,64.05115373,63.47392497,61.92291361,61.39729256
civ,7,5,33,24,23,2.853048087,0.425193515,0.247097902,0.217142819,0.136405099
cmr,33,24,7,5,26,1.025106919,0.427162391,0.292130757,0.22910352,0.093249595
cod,66,33,27,28,24,0.517018648,0.144987713,0.129306714,0.059629016,0.034531799
cog,33,24,66,34,28,1.481373868,0.1904539,0.04891274,0.038987279,0.037043373
cok,3,5,66,51,12,0.002485605,0.001437587,0.001010005,0.000864648,0.000400263
col,33,32,7,5,84,3.089333576,1.602094739,1.012520708,0.911204583,0.646885095
com,7,55,79,67,66,0.028752722,0.002933852,0.000480852,0.000130605,0.000101295
cpv,84,61,71,93,77,0.00672722,0.003619415,0.001596712,0.00152075,0.000865806
cri,77,5,75,84,87,3.789872759,1.875819154,0.594271016,0.560133004,0.436132233
cub,6,28,12,3,5,0.333752739,0.280296789,0.147005303,0.073016888,0.052092852
cxr,27,3,56,74,26,0.009603139,0.003147699,0.002661391,0.000767765,0.00062212
cym,79,33,93,25,77,0.550931124,0.010313009,0.007476398,0.003195281,0.002269768
cyp,79,5,66,78,54,0.232178622,0.121280864,0.11203665,0.092421113,0.088000263
cze,78,77,74,75,69,6.79568267,4.640052334,3.285499798,2.43634695,2.372047134
deu,78,77,74,72,54,130.6524447,49.02241632,43.270449,33.98936384,28.01660105
dji,33,97,94,21,89,0.005197356,0.003620358,0.003532997,0.001776038,0.001030955
dma,55,77,5,3,79,0.016821027,0.008917312,0.007583106,0.003404449,0.002356492
dnk,54,1,74,33,89,4.631765101,3.807832718,3.561310006,3.535324689,2.71760567
dza,33,34,93,52,67,13.64210661,6.073058283,0.512967265,0.140380515,0.108939385
ecu,33,5,3,29,7,2.497590812,1.896259535,0.860314852,0.253575641,0.234222357
egy,33,84,65,5,67,1.999330931,0.693992541,0.499237253,0.41825436,0.398056015
eri,61,3,87,76,77,0.001045378,0.000778893,0.0005834,0.000581635,0.000494414
esh,4,3,26,64,66,0.001077273,0.00071576,0.000549004,0.000317881,0.000171596
esp,78,5,77,54,74,30.27658044,9.776124478,5.799087458,4.9421464,4.5757733
est,76,33,24,82,63,0.706078981,0.505946228,0.466063004,0.30588926,0.270974006
eth,7,22,21,61,97,0.177627453,0.063655356,0.027745879,0.026333925,0.024190386
fin,76,64,67,72,74,7.233945159,6.702535993,2.847821496,2.35387173,1.849582466
fji,84,6,3,97,11,0.141000477,0.120415005,0.073971545,0.040024565,0.023695095
flk,3,26,87,93,69,0.116524483,0.007003007,0.003729211,0.002277621,0.001393014
fra,78,79,77,54,74,51.19937688,27.59582185,18.04223877,17.50856591,14.08794127
fro,3,8,29,93,74,0.443343054,0.027208839,0.015263474,0.007112297,0.006438894
fsm,3,84,93,74,89,0.060860394,0.013111508,0.000494628,0.000486821,0.000165833
gab,33,24,28,63,3,2.291170627,0.424530084,0.122801081,0.088100526,0.017239286
gbr,78,33,54,77,89,25.47482546,21.20860606,18.40165732,13.57875459,13.4166369
geo,33,28,11,67,93,0.278193901,0.204688517,0.088259698,0.033949421,0.027574864
gha,7,3,24,28,5,0.791645935,0.113708295,0.111820389,0.109416047,0.109114477
gib,79,78,89,66,68,0.068261292,0.018532195,0.012086124,0.009566626,0.003262878
gin,28,33,66,3,7,0.506245482,0.067492284,0.056240051,0.055773161,0.035016336
gmb,79,5,3,42,22,0.00838024,0.006408872,0.002363117,0.001508348,0.001408078
gnb,5,3,77,34,71,0.045868171,0.005690439,0.003797681,0.001790385,0.001500616
gnq,33,51,24,63,93,2.184414891,0.112560396,0.103819602,0.0107654,0.009912761
grc,84,5,68,33,54,1.286580797,1.045352643,0.720340193,0.714203761,0.562975364
grd,7,3,4,9,55,0.017639036,0.005556431,0.00248087,0.002426599,0.002134302
grl,3,93,29,21,89,0.41064576,0.011383854,0.002981913,0.002619262,0.002150982
gtm,84,5,7,6,33,1.70173816,0.577855462,0.495404575,0.283282607,0.200713741
gum,33,55,3,84,79,0.011214694,0.001683536,0.000890061,0.000656308,0.000531687
guy,97,6,3,28,66,0.12619391,0.125406136,0.054721484,0.051536545,0.051170093
hkg,84,77,89,75,76,8.809030708,8.609847293,4.898767127,4.422476318,4.08277278
hmd,84,59,54,5,6,0.000086687,0.000074119,0.000049659,0.000028431,0.000012387
hnd,84,5,7,3,77,2.434333522,0.326033833,0.192742321,0.169579794,0.100890519
hrv,84,77,79,33,54,0.520359862,0.442457623,0.387022499,0.303230985,0.227905847
hti,84,7,5,55,65,0.279417187,0.008775745,0.008390595,0.007360007,0.006475252
hun,76,71,77,78,75,5.36938367,4.482342224,4.215006194,3.381776983,3.111407249
idn,33,34,84,77,76,7.21779819,5.779275909,4.701719941,4.224821812,3.987282541
ind,66,84,65,67,89,9.346571979,6.736897408,6.343129861,3.178698488,2.980392731
iot,93,68,58,97,84,0.000931507,0.000227629,0.000216359,0.000163405,0.000157728
irl,54,51,75,89,77,27.39645601,23.0411051,14.58533705,6.289229139,3.992851963
irn,33,5,93,65,34,20.55793374,0.806018888,0.539287048,0.437467354,0.351588629
irq,33,28,4,68,72,7.62161827,0.053066845,0.038279161,0.03300509,0.019458736
isl,3,68,8,67,41,1.13073271,0.416046,0.160945188,0.085061156,0.068348609
