country,top1,top2,top3,top4,top5,val1,val2,val3,val4,val5
dma,55,5,78,28,77,0.018460155,0.008315556,0.0077603,0.005897704,0.004000759
dnk,33,54,74,1,89,7.486016574,6.625300304,6.057431549,4.674459731,4.111000888
dza,33,34,93,52,28,35.33423901,11.5898801,1.057874523,0.239363795,0.2188557
ecu,33,5,3,29,7,6.959131898,2.860303065,1.521456453,0.520569339,0.372944986
egy,33,34,67,84,5,4.355047913,4.038437519,1.30628723,1.298432704,1.191419589
eri,52,71,22,65,61,0.047377987,0.004470695,0.00225097,0.001721536,0.001663361
esh,72,74,26,58,68,0.001910386,0.001307335,0.000585195,0.000351052,0.000194342
esp,78,5,67,54,77,47.50790424,13.19592684,10.69681801,9.170308263,8.817637774
est,33,78,24,77,63,1.321085951,0.935708599,0.562519672,0.497720679,0.492989814
eth,7,22,97,5,29,0.395114847,0.171038797,0.096358497,0.087277368,0.083815624
fin,76,64,67,72,33,11.5060319,8.221027454,7.156427473,5.256728627,4.189417675
fji,6,3,11,84,24,0.129137474,0.095474493,0.083492743,0.065757499,0.031604775
flk,3,26,93,1,54,0.147293101,0.004328031,0.003632155,0.001111417,0.000317361
fra,78,79,54,77,74,65.74245111,41.87728939,29.06657931,28.29011105,24.03790451
fro,3,8,76,29,93,0.540981094,0.066298677,0.022942181,0.018946765,0.014026799
fsm,3,71,28,77,29,0.018588332,0.000744108,0.000296633,0.000271026,0.000251424
gab,33,24,28,63,23,3.522240365,0.698144249,0.538753836,0.162865807,0.023947912
gbr,33,78,54,71,93,43.21571487,39.98953436,26.29112765,20.48642526,18.31426852
geo,28,33,11,67,5,0.354944995,0.354621662,0.128121812,0.114512929,0.085675904
gha,7,28,5,24,3,1.448951253,0.297060351,0.189731668,0.186790061,0.140387298
gib,79,33,89,66,78,0.082914771,0.051774462,0.050310534,0.022355578,0.014190146
gin,28,33,7,66,34,0.895800073,0.803897327,0.065631989,0.044725815,0.026443878
gmb,5,28,3,24,42,0.015105785,0.007302715,0.005680162,0.004690527,0.00199303
gnb,5,3,66,28,7,0.065612473,0.002861612,0.002220921,0.001915746,0.000294873
gnq,33,34,51,93,24,6.112597093,0.404155964,0.320083178,0.189184154,0.139917108
grc,33,68,5,67,84,2.497340409,1.85829248,1.703181785,1.631522538,1.240536725
grd,33,7,3,4,93,0.018454857,0.006036706,0.005344687,0.003852687,0.002482661
grl,3,28,93,27,29,0.516030473,0.039460355,0.015670248,0.003335811,0.003046776
gtm,84,5,7,6,55,1.424635262,0.838175662,0.725427169,0.509439718,0.230010851
gum,33,93,3,83,58,0.035203295,0.017449102,0.014595198,0.003173095,0.001967503
guy,6,97,28,4,3,0.148641933,0.136517859,0.128531668,0.071651503,0.06238474
hkg,77,84,76,89,75,10.85056143,7.502407694,6.87958257,6.649279968,4.495769832
hmd,69,54,71,67,77,0.000224052,0.000101043,0.000088403,0.000053842,0.000046059
hnd,84,5,7,77,3,2.598714538,0.425219784,0.419013948,0.405872238,0.232089292
hrv,33,77,79,84,66,1.195875082,0.874903976,0.764552391,0.586733114,0.385733817
hti,84,28,55,5,7,0.494316089,0.019818187,0.016440546,0.011031667,0.008969613
hun,76,78,71,77,75,14.68674,8.953379935,7.458795102,7.427573897,4.646188929
idn,33,28,32,34,42,12.91223123,9.936606404,7.952921219,7.826664573,7.515117086
ind,66,33,84,65,28,16.84982834,16.42851815,11.02692871,9.682047937,9.320409751
iot,72,78,69,93,62,0.000997652,0.000683595,0.000256966,0.000206212,0.000171396
irl,51,54,75,55,77,35.16376285,35.04541576,15.46381442,6.227062989,6.041274493
irn,33,93,51,34,28,56.81122891,1.640738087,1.484254726,1.444982577,1.186405498
irq,33,93,5,68,26,30.11204531,0.471430891,0.045845104,0.039015132,0.00345429
isl,3,68,8,67,54,1.694066567,1.035667769,0.157898392,0.131131753,0.092776575
isr,66,77,54,93,87,14.76792575,3.465955653,3.444650806,2.780971395,2.11587205
ita,74,78,72,77,67,41.39554864,34.09839949,25.78095509,25.07036084,23.39961696
jam,28,51,11,6,5,1.362688748,0.210650733,0.11017864,0.090128621,0.053268706
jor,84,56,54,27,52,1.101890038,0.599934529,0.491287651,0.270769769,0.18925328
jpn,78,77,72,74,76,148.3940555,97.63053649,44.22907013,34.68130083,33.77444441
kaz,33,68,67,28,34,18.294708,4.55144751,2.939003603,2.245677772,1.405580922
ken,7,29,5,84,3,0.581032392,0.501071807,0.417552351,0.239511006,0.123341239
kgz,5,66,84,28,26,0.148745618,0.082128314,0.068828876,0.054683951,0.032437165
khm,84,85,23,24,78,3.370281022,0.263838561,0.097344269,0.093718461,0.051453766
kir,3,22,7,93,8,0.00398195,0.001489703,0.000500106,0.000407507,0.000348646
kna,77,76,71,93,79,0.022249032,0.017832241,0.008637442,0.007121647,0.004270476
kor,77,76,78,33,87,65.84153052,41.84030438,40.19579114,20.56811301,19.6764041
kwt,33,34,58,51,56,41.92981541,1.77914138,0.707631063,0.429900122,0.244234808
lao,68,84,24,35,7,0.455368656,0.179090776,0.17587695,0.070153312,0.029953642
lbn,89,66,28,5,71,0.427666691,0.250531186,0.238649219,0.173112889,0.172791166
lbr,79,23,33,28,7,0.643641172,0.205373572,0.035070517,0.016069219,0.003762553
lby,33,34,51,67,97,39.12955405,0.758106006,0.45900899,0.322247297,0.310428941
lca,33,5,11,87,76,0.042920007,0.025611404,0.010144617,0.006006851,0.005879085
lka,84,7,66,62,3,3.361006839,0.792395926,0.440583029,0.430777665,0.20906938
lso,84,66,65,93,26,0.371280659,0.197718351,0.009319903,0.006240155,0.001126172
ltu,33,56,82,58,84,2.175502976,0.856668341,0.85474232,0.641354364,0.559818213
lux,67,75,68,78,93,4.013202286,2.743468583,0.959573663,0.899287697,0.829267068
lva,33,24,67,63,78,1.95197139,1.096183035,0.532272906,0.402269541,0.316976829
mac,84,85,68,89,77,2.299701745,0.203623628,0.0690422,0.045494257,0.042328997
mda,67,84,5,11,85,0.435942304,0.229644746,0.157378684,0.131507526,0.103537212
mdg,84,3,7,5,28,0.628343376,0.1805987,0.136560167,0.068962436,0.028825171
mdv,3,28,4,93,71,0.128567608,0.003298696,0.003028214,0.001971303,0.001354224
mex,78,33,76,77,75,40.81313016,38.46275962,31.71953267,27.34312786,9.148096457
mhl,79,3,33,42,28,0.415022636,0.045376123,0.031289902,0.006095275,0.004671581
mkd,67,84,28,5,12,1.310588207,0.654132167,0.269130084,0.134758074,0.11540996
mli,26,5,76,22,84,0.171909429,0.01063121,0.005353582,0.004792089,0.003712563
mlt,77,33,79,89,93,1.922140851,0.379349704,0.37567742,0.215018961,0.15086058
mmr,34,24,5,84,3,1.839105252,0.751967461,0.59205996,0.368877541,0.229403479
mne,68,67,11,28,35,0.351139637,0.086606317,0.027279043,0.015802082,0.011451015
mng,28,97,84,32,26,1.068440399,0.164999102,0.103088121,0.090587108,0.067793783
mnp,84,72,65,89,79,0.005909802,0.001562242,0.001207756,0.000331128,0.000267795
moz,68,33,12,34,35,1.593871603,0.168455537,0.145218698,0.106613887,0.103193088
mrt,28,3,33,8,68,0.806621921,0.385918727,0.288963888,0.019412015,0.017754098
msr,54,74,87,84,93,0.000591208,0.000523745,0.000226577,0.000213022,0.000202734
mus,84,6,3,89,65,0.869089161,0.300308729,0.23023664,0.097719917,0.062521651
mwi,12,4,72,6,7,0.426921027,0.075377889,0.069874662,0.047986842,0.043910328
mys,77,75,33,76,42,46.46221753,27.83471512,19.07266779,17.57103675,8.814526979
myt,3,55,68,75,69,0.003480382,0.000774172,0.000346675,0.00034129,0.000266101
nam,68,66,3,52,28,0.572597255,0.454143305,0.371603699,0.260920358,0.178921966
ncl,67,28,3,93,68,1.118837384,0.784506616,0.011497334,0.007946381,0.007560381
ner,52,89,77,5,74,0.226330203,0.007803887,0.004396162,0.002926032,0.002309971
nfk,72,84,71,3,23,0.000686072,0.00036175,0.000267151,0.000250641,0.000144242
nga,33,34,7,93,61,54.27044728,4.690043867,0.424863039,0.347000079,0.224502182
nic,84,7,77,1,3,0.916140488,0.201543332,0.167942398,0.16662542,0.138903433
niu,3,74,5,29,89,0.000684124,0.000604996,0.000287412,0.000177872,0.000147591
nld,33,75,93,51,58,43.11483818,22.20714791,19.7172982,19.6271568,16.7870334
nor,33,34,68,3,79,52.30622533,20.60193761,9.745857407,5.941220509,2.647535595
npl,65,84,67,89,43,0.189104362,0.091622724,0.073604739,0.047653337,0.033237219
nru,27,74,77,28,68,0.012079811,0.002486936,0.001176658,0.000946238,0.000480039
nzl,2,1,5,24,68,4.757093189,3.0818867,1.544411919,1.311500007,0.953539939
omn,33,34,56,77,58,13.27492078,3.925280567,0.259457039,0.21267784,0.146798707
pak,65,84,4,33,79,6.600182111,3.484111171,1.247694042,0.674878073,0.473845239
pan,79,76,5,33,84,0.896183218,0.705159449,0.526708792,0.446995382,0.376935409
pcn,76,8,28,88,77,0.001676214,0.001291972,0.000476718,0.000159305,0.000142429
per,28,68,97,33,8,9.192870069,4.376362292,3.800623212,2.311303092,1.321223767
phl,77,75,28,76,84,35.36378964,7.665412252,2.866528835,2.689452471,2.323056891
plw,3,93,11,54,72,0.026166871,0.000759217,0.00027941,0.0001983,0.000178078
png,33,28,97,24,42,1.258029072,1.047259204,0.803596916,0.482346454,0.334727274
pol,78,77,82,71,69,14.49118911,9.477903802,6.48033356,5.787008823,5.158221466
prk,78,28,32,67,77,0.206104776,0.156472025,0.146819369,0.113642895,0.084029501
prt,78,84,77,65,69,4.372029211,3.249297747,3.167204011,1.856098407,1.677779717
pry,22,1,4,35,8,1.049834589,0.335160242,0.284082705,0.260790634,0.198253769
pse,66,5,29,42,27,0.014951899,0.008409521,0.005486046,0.004527237,0.00370839
pyf,66,93,3,89,42,0.183722232,0.007502575,0.007496117,0.005745724,0.00524551
qat,33,34,58,56,51,20.6647993,11.62674364,0.986196152,0.688531477,0.496449471
rou,84,77,67,78,33,4.062197568,3.250674792,2.740734651,2.357064257,2.333278844
rus,33,68,67,34,93,164.5069727,25.08741556,21.02264237,14.67538758,11.69160097
rwa,28,7,29,67,61,0.051960414,0.047564639,0.002043044,0.001612491,0.001459886
sau,33,51,58,34,77,156.3439575,7.606991791,6.498273132,6.181475229,0.883168059
sdn,33,97,29,22,0,7.019634069,0.212966346,0.094960751,0.078290238,0.058782228
sen,3,33,52,42,5,0.295105273,0.170471639,0.105445801,0.083070724,0.057149483
sgp,77,33,75,51,93,37.1734469,34.20738392,16.89312729,14.2266788,10.2055622
sgs,6,67,55,5,87,0.003569561,0.00233258,0.000128894,0.000053961,0.000020121
shn,3,77,68,71,76,0.007731541,0.003606128,0.002247968,0.000627178,0.000622387
slb,24,3,42,22,7,0.217684064,0.038940642,0.010445195,0.008916485,0.008647551
sle,66,28,7,72,77,0.114545955,0.089274146,0.038153351,0.022933445,0.013454864
slv,84,7,64,51,89,1.47101063,0.209860462,0.155477279,0.15403815,0.146723352
smr,65,74,72,73,89,0.025451344,0.024889679,0.017410419,0.016124324,0.013787763
som,97,77,24,3,0,0.024352436,0.020167624,0.01828527,0.009079224,0.008145301
spm,3,84,68,23,71,0.014345052,0.000489157,0.00029686,0.000136731,0.000080544
srb,67,68,5,84,4,1.073455901,0.608014572,0.41173982,0.398456461,0.381900716
stp,7,66,77,75,63,0.004581096,0.001240761,0.000687575,0.000449075,0.000414792
sur,28,97,3,33,5,0.682911517,0.290578866,0.063728282,0.035845436,0.034635752
svk,78,76,67,77,33,11.21273315,6.099153874,3.641950872,2.940757963,2.298924235
svn,78,77,54,74,69,3.846271427,2.063698307,1.540795412,1.292595635,1.083123824
swe,78,74,64,67,76,21.22144185,10.68826728,9.282345525,8.581146902,8.233602956
swz,84,6,9,55,71,0.128810121,0.107817434,0.088604847,0.069553753,0.060630014
syc,3,33,87,75,89,0.272652509,0.023820014,0.012018973,0.008892748,0.004485186
syr,33,5,4,0,65,3.993374735,0.352299217,0.242151352,0.240908361,0.222079913
tca,79,72,3,93,26,0.024627536,0.010231385,0.006650865,0.004719944,0.004384266
tcd,33,26,29,75,93,2.177327937,0.057410756,0.018211202,0.009265356,0.005918222
tgo,65,7,66,27,69,0.273279452,0.161093284,0.108010875,0.06709029,0.038398271
tha,77,75,78,76,74,18.84805029,18.20315683,12.53642202,8.749308439,6.356876546
tjk,68,26,5,65,28,0.68258545,0.125618036,0.094422862,0.018302493,0.017537443
tkl,84,65,59,33,72,0.003373335,0.002848919,0.00196175,0.001887464,0.001836496
tkm,34,33,26,65,58,4.245499109,0.954560779,0.18435256,0.154646185,0.06392349
tls,34,7,3,93,79,0.019042293,0.004781597,0.000488806,0.000328105,0.00020517
ton,5,3,29,93,79,0.005522905,0.003139144,0.002908203,0.002207711,0.000190492
tto,34,33,51,52,67,4.352029287,4.013523556,1.562825493,1.424951206,0.666752435
tun,84,33,77,56,42,3.761281604,2.505761793,2.029746544,0.643137062,0.629398573
tur,84,78,67,65,77,14.48371419,14.32386659,9.228457618,7.465875548,5.762652172
tuv,77,89,75,87,65,0.000274283,0.000259476,0.000140096,0.000106026,0.000061227
tza,3,28,7,12,97,0.191117872,0.162085121,0.146204505,0.139945812,0.124224322
uga,7,3,12,29,68,0.233057685,0.156762569,0.070785552,0.046560672,0.039018451
ukr,67,28,79,33,56,18.03733551,2.365166256,2.07906924,2.028298196,1.523697508
umi,84,54,11,89,77,0.006811767,0.004535292,0.001906488,0.000745261,0.000525636
ury,1,4,61,24,22,0.859357352,0.418212998,0.313171716,0.247318165,0.230735603
usa,77,78,79,71,74,92.88435814,88.48834279,62.79425136,55.75172153,51.53096044
uzb,26,78,34,68,93,1.103492084,0.718793739,0.707852537,0.636107391,0.586048516
vat,33,89,67,3,84,0.001354394,0.000759784,0.000654605,0.000309852,0.000188744
vct,79,5,4,8,11,0.094150529,0.017134609,0.006353312,0.001814486,0.00181363
ven,33,67,68,28,51,47.06200017,2.059528868,1.197442892,0.730696671,0.602248128
vgb,79,66,89,51,56,0.1054297,0.084257129,0.041439627,0.024468615,0.018796812
vnm,33,84,85,3,82,7.655806729,7.186644734,5.604812639,3.129907468,2.910206379
vut,3,79,22,29,5,0.187996256,0.009067521,0.006207938,0.003985835,0.003729943
wlf,58,77,78,67,8,0.000487805,0.000182075,0.000047057,0.000046973,0.000041787
wsm,77,5,93,3,9,0.070177486,0.002026183,0.001777937,0.001450358,0.000840151
yem,33,97,3,5,28,5.73818632,0.20361497,0.141633735,0.047962593,0.026667876
zaf,68,28,67,66,97,14.34991726,7.584966041,7.216427945,6.578777592,5.131869444
zmb,68,28,12,93,4,2.210463475,0.253521034,0.114694935,0.079589685,0.061243742
zwe,68,28,12,67,26,0.546918964,0.450285884,0.289879219,0.197694494,0.097825686
