country,top1,top2,top3,top4,top5,val1,val2,val3,val4,val5
hun,76,71,77,75,78,10.71584941,5.674791668,4.678543886,4.426360278,4.042399866
idn,33,34,77,84,32,10.85696588,7.532432218,5.551500028,5.488764875,5.150831912
ind,66,84,65,33,28,15.32885897,9.175607865,7.455708311,6.515361266,6.315533815
iot,72,77,65,78,76,0.001127292,0.000676899,0.000196613,0.000193667,0.000192216
irl,54,51,75,89,55,33.37801062,29.68450956,16.21001027,7.384487653,5.676877011
irn,33,93,5,67,51,35.56127022,0.841314099,0.827059456,0.722435768,0.705817589
irq,33,93,28,5,59,15.96336269,0.330142242,0.031654905,0.029534464,0.013388229
isl,3,68,8,67,54,1.377207076,0.495840661,0.136740374,0.084308708,0.077905186
isr,66,77,54,76,93,12.62788571,2.812287465,2.198176273,2.154507812,1.830880668
ita,74,78,72,77,67,28.60021664,23.44959075,19.67062007,19.1206131,14.29622959
jam,28,11,51,6,84,1.128340073,0.107735909,0.077077775,0.070333276,0.061597603
jor,84,56,27,54,52,1.033295105,0.41297806,0.262103069,0.21002183,0.172608625
jpn,78,77,76,72,75,117.3726034,85.52513517,36.64761085,34.13368185,31.01906319
kaz,33,68,67,28,34,11.65283134,2.172121613,2.116969602,1.70054182,0.652139864
ken,7,29,5,33,84,0.536150988,0.388420214,0.337724259,0.32901765,0.264384404
kgz,28,66,26,84,35,0.065828996,0.047743571,0.044048438,0.034558125,0.029534275
khm,84,85,23,24,65,2.417383915,0.143409786,0.065409217,0.063198081,0.036452463
kir,3,42,22,5,81,0.002506191,0.001095716,0.000581639,0.000566518,0.000133275
kna,77,71,6,76,93,0.038405737,0.006837821,0.006133902,0.005545764,0.003226803
kor,77,76,78,75,79,51.58219939,36.47370689,30.64852906,14.78004136,13.9520988
kwt,33,34,58,51,56,27.47847053,1.189767355,0.564342488,0.365285362,0.177280983
lao,84,24,68,35,7,0.16049908,0.143960801,0.071593918,0.059457515,0.014618791
lbn,89,66,28,5,77,0.262884205,0.195974949,0.130724103,0.128773555,0.050167724
lbr,79,23,28,33,7,1.135553427,0.147129712,0.028820779,0.007980227,0.003599416
lby,33,34,51,67,56,26.32284329,0.548199113,0.299474778,0.222473719,0.106310458
lca,33,5,11,93,77,0.082707323,0.021230417,0.011937551,0.00510565,0.004825375
lka,84,7,66,62,68,2.878138732,0.671757471,0.343640702,0.313224107,0.170841254
lso,84,66,65,93,79,0.377385256,0.06768664,0.006988603,0.001650991,0.000808631
ltu,33,84,56,82,77,2.905403224,0.591939885,0.507275601,0.505579361,0.494549226
lux,67,75,76,65,89,2.678415751,2.057707411,0.722500851,0.697709415,0.668834739
lva,33,24,63,67,84,1.65016878,0.823109573,0.307197102,0.292562917,0.255119095
mac,84,58,65,85,89,2.373451391,0.067893372,0.067675436,0.054054401,0.045303839
mda,11,67,84,5,65,0.295799943,0.288239212,0.172927684,0.108293081,0.058353292
mdg,84,3,7,5,89,0.484616598,0.186799861,0.106027075,0.041618574,0.018775218
mdv,3,84,67,51,66,0.110722742,0.004976721,0.003166876,0.00306012,0.002963234
mex,33,78,77,76,75,30.43178384,29.47513537,22.74308646,21.49832607,9.299404123
mhl,79,3,93,42,71,0.468890436,0.055374558,0.004955332,0.002882504,0.002572154
mkd,67,84,12,5,28,0.556663582,0.391891984,0.091201515,0.056607549,0.048416099
mli,26,5,75,89,22,0.188277302,0.00508207,0.003252732,0.0023939,0.002340904
mlt,77,89,79,33,84,1.588996937,0.160001817,0.141934028,0.134042966,0.115034106
mmr,34,24,84,5,3,1.3580494,0.686357138,0.308319322,0.287945666,0.219575889
mng,28,84,97,26,27,0.410850783,0.162175497,0.117169053,0.056322812,0.033926606
mnp,84,72,65,93,75,0.006471539,0.00074489,0.000688625,0.000378549,0.000340929
moz,68,35,3,12,24,1.180010878,0.160931538,0.101162448,0.07685808,0.046630214
mrt,28,3,8,72,77,0.41948625,0.307051616,0.011802742,0.003093812,0.001109995
msr,56,76,78,29,77,0.001429478,0.000533066,0.000206972,0.00018993,0.000116977
mus,84,6,3,89,76,0.729235317,0.348604691,0.116245341,0.089568267,0.062828803
mwi,12,7,6,84,5,0.360604476,0.045141361,0.044618656,0.043684361,0.019412632
mys,77,75,76,33,42,40.48748279,28.65021347,21.11005467,11.21455279,5.4677861
myt,55,58,3,69,82,0.000816375,0.000646548,0.00061994,0.000284031,0.000236378
nam,66,3,52,68,1,0.612757789,0.332490465,0.175239899,0.153837742,0.064425805
ncl,67,28,3,93,69,0.50030089,0.286011832,0.014250652,0.009249867,0.005033469
ner,52,33,93,5,77,0.126829577,0.068508488,0.004632299,0.003512869,0.002204568
nfk,29,3,22,72,63,0.000244528,0.00020399,0.00014409,0.000126794,0.000073802
nga,33,34,7,93,61,36.84079357,1.907389381,0.412541106,0.220382779,0.16834409
nic,84,77,7,1,3,0.675197282,0.207775817,0.140266546,0.113562821,0.104630396
niu,28,89,76,74,5,0.000389129,0.000378551,0.000180382,0.000101232,0.000081859
nld,33,75,77,51,58,32.97518288,22.73876494,14.46562919,14.37686654,12.80476798
nor,33,34,68,3,79,46.9881077,16.14913695,4.564145541,4.483007003,2.043377639
npl,65,84,43,67,89,0.163499644,0.113598227,0.047620149,0.042614274,0.033291213
nru,27,72,87,74,58,0.000968639,0.000641751,0.000275354,0.000253081,0.000206426
nzl,2,1,5,24,3,3.298132326,3.159017266,1.342354408,1.031710623,0.730969981
omn,33,34,56,3,66,11.15654244,2.163629996,0.108659828,0.098655413,0.084506897
pak,65,84,4,89,61,5.365322066,2.780270778,0.698322142,0.321322619,0.284314741
pan,79,5,76,84,33,1.089524458,0.422100006,0.314897516,0.279260818,0.244174941
pcn,11,3,72,77,43,0.001354214,0.000829606,0.00065175,0.000208052,0.000180467
per,28,68,97,33,8,3.724716956,2.416224489,2.155667749,1.355193224,1.224576725
phl,77,75,76,84,5,27.41073359,9.226235694,2.657692719,2.404371498,1.452041094
plw,3,72,93,29,87,0.027242161,0.000456624,0.00043532,0.000366258,0.000341715
png,33,97,28,24,7,0.956288377,0.647984798,0.554637658,0.362169399,0.232286461
pol,78,77,82,71,69,8.033745876,5.654420166,4.676950016,3.781236155,3.034684031
prk,3,28,32,67,84,0.121537753,0.115478665,0.111842539,0.10679507,0.087764859
prt,78,84,77,65,75,4.354189089,2.905287693,2.396422583,1.687101584,1.422587684
pry,22,35,1,8,4,0.558109792,0.208048836,0.18103501,0.147347074,0.092139099
pse,5,66,54,1,65,0.009785064,0.007984061,0.002829356,0.002605979,0.002591103
pyf,66,5,93,3,89,0.146525569,0.013974594,0.006772774,0.005562973,0.004292934
qat,33,34,58,56,51,13.85906404,6.010812173,0.707964446,0.618952299,0.43663186
rou,84,67,77,33,85,4.707343996,2.39934517,2.151800573,2.114564457,1.444276387
rus,33,67,68,34,32,121.5856178,16.98384549,16.42724251,9.410020489,6.501917645
rwa,7,28,68,56,21,0.048279685,0.029976015,0.005114894,0.003532681,0.001275795
sau,33,51,34,58,56,120.7156995,6.211197159,5.070315863,4.670403862,0.538635944
scg,67,68,84,5,62,0.594369811,0.46746515,0.230652259,0.222122523,0.187491461
sdn,33,29,97,0,22,4.185171542,0.136048783,0.112913026,0.090891457,0.087678383
sen,3,52,33,5,66,0.251931068,0.229311948,0.067778373,0.037718441,0.037162737
sgp,77,33,75,51,93,29.0694785,26.27898104,23.00605861,9.995515733,6.70080299
sgs,33,11,77,65,75,0.005696066,0.000043923,0.000026036,0.000023214,0.000022737
shn,3,87,75,77,79,0.005081603,0.001819261,0.00125324,0.000665362,0.000512752
slb,24,3,22,7,29,0.142145905,0.028103409,0.009051383,0.005484206,0.002052183
sle,66,7,72,28,74,0.126642353,0.017483953,0.009831078,0.006779263,0.003909408
slv,84,7,6,64,77,1.565941034,0.171916832,0.128028696,0.120461461,0.115500084
smr,84,74,61,54,72,0.004603177,0.003561257,0.001790359,0.0016361,0.0014267
som,0,93,24,3,21,0.055613293,0.020760884,0.013533304,0.011462671,0.007038033
spm,3,67,33,84,24,0.006209864,0.003125835,0.0003409,0.00019077,0.000119112
stp,7,79,77,87,78,0.005132216,0.000997972,0.00095336,0.00074883,0.000677806
sur,28,97,3,5,33,0.438853979,0.279598172,0.05674821,0.023447404,0.0183363
svk,78,67,77,33,76,5.956345013,2.555348387,1.930881209,1.677151032,1.463279006
svn,78,77,54,82,74,2.060641651,1.548482617,0.971931508,0.877457768,0.76066701
swe,78,76,74,64,67,16.14182078,9.996408292,7.952602784,7.886163244,7.301592932
swz,84,6,55,9,71,0.151907278,0.122152039,0.075321164,0.059225137,0.048156834
syc,3,79,87,76,75,0.28236531,0.042907914,0.025273612,0.006537121,0.004581561
syr,33,0,5,26,84,3.466617135,0.394429654,0.212242861,0.187662198,0.180307067
tca,3,26,6,84,65,0.007991604,0.005227551,0.004875093,0.001511685,0.000686085
tcd,33,26,79,29,93,1.761663697,0.057947706,0.039582217,0.029855348,0.004455019
tgo,66,7,27,26,28,0.098143409,0.085002416,0.061029538,0.059993986,0.016085049
tha,75,77,76,78,74,14.70010974,13.77767817,9.357610614,7.580907742,4.476167038
tjk,68,26,5,65,84,0.43895171,0.138036057,0.042687656,0.022506185,0.014372466
tkl,26,93,84,65,89,0.008401799,0.004699976,0.002517943,0.002448843,0.001373942
tkm,34,33,65,26,58,3.124110598,0.794653449,0.142480145,0.086967898,0.05787892
tls,33,7,95,78,93,0.059955312,0.003248042,0.000730568,0.000418862,0.000225463
ton,5,29,3,93,28,0.00796856,0.003109692,0.002414933,0.00203878,0.000293827
tto,33,34,52,51,67,3.683812006,3.346472601,1.370090451,0.874672309,0.437707816
tun,84,77,33,56,42,3.159460614,1.319094628,1.118909106,0.428689922,0.370124391
tur,84,78,65,67,5,12.10002998,8.760407847,5.876353802,5.552214485,3.795478337
tuv,88,72,66,65,89,0.000217593,0.000159767,0.000137099,0.000115226,0.000104986
tza,97,3,28,7,26,0.189596296,0.152974466,0.122056123,0.121027138,0.099126912
uga,7,3,12,29,26,0.180147706,0.162327585,0.054820214,0.038900478,0.037917652
ukr,67,28,33,4,79,13.0792005,1.981506071,1.925352568,1.498839817,1.346709878
umi,12,84,54,11,89,0.011908563,0.009527832,0.004395862,0.001783196,0.001396514
ury,1,4,61,2,24,0.745320394,0.29581184,0.240526076,0.221095346,0.198591797
usa,77,78,79,71,74,86.41170842,69.27117315,49.79743487,46.72196281,41.57440567
uzb,26,34,68,5,78,0.946029846,0.487948401,0.332235604,0.320513674,0.286423713
vat,87,65,89,58,78,0.000246752,0.000215764,0.000115764,0.000112876,0.000109037
vct,79,5,51,3,4,0.119574871,0.016400023,0.012767628,0.004513039,0.003798009
ven,33,67,68,51,28,39.50603595,2.643777596,1.04078071,0.826082733,0.687768174
vgb,79,66,89,93,33,0.142098322,0.116622655,0.041706003,0.021786144,0.017006218
vnm,33,84,85,3,82,6.862595655,4.446377479,4.351721952,2.256584994,1.779196783
vut,3,79,42,5,76,0.121132272,0.036702504,0.009182238,0.002807376,0.002441581
wlf,77,29,66,73,26,0.000317351,0.000140673,0.000061858,0.000049698,0.00004797
wsm,77,5,93,42,3,0.012299997,0.004455579,0.002535364,0.0014659,0.001398474
yem,33,3,97,5,34,4.557073233,0.14792252,0.118737839,0.055813572,0.018534838
zaf,68,67,97,66,32,7.794104974,5.769817499,4.136920945,4.10293353,4.017529166
zmb,68,26,28,12,93,1.542590771,0.110437055,0.094612676,0.09407382,0.052763552
zwe,12,68,28,67,26,0.28705854,0.233901408,0.219701936,0.201690182,0.123677659
