country,top1,top2,top3,top4,top5,val1,val2,val3,val4,val5
gum,3,7,28,93,76,0.002034902,0.000558326,0.000468026,0.000369516,0.000265963
guy,97,6,28,3,4,0.117403437,0.102456863,0.081535464,0.068458773,0.047416777
hkg,84,77,89,65,75,9.42087874,8.170553236,4.414546494,3.938823465,3.467612718
hmd,2,24,72,75,84,0.000310447,0.000239707,0.000155192,0.000032055,0.000021847
hnd,84,5,7,3,12,2.291628493,0.331356697,0.193289643,0.152496092,0.087756005
hrv,84,79,33,77,66,0.485839188,0.381867875,0.31632979,0.265343693,0.17909708
hti,84,7,5,65,89,0.219624326,0.010206402,0.007044514,0.00647267,0.004767991
hun,75,71,78,77,76,3.510688618,3.074286303,2.99437413,2.978890489,2.845281801
idn,33,84,34,76,77,6.362191893,4.961656373,4.828636752,3.790212725,3.061456477
ind,66,65,84,51,89,6.272617744,5.436954917,5.326552981,1.900266313,1.850833997
iot,3,93,89,29,67,0.045684261,0.00045286,0.000420285,0.000286348,0.000282338
irl,51,75,54,89,77,25.37766037,13.20311688,8.450285875,4.599703143,4.096187031
irn,33,5,65,34,51,16.03502868,0.644773273,0.447554906,0.279277951,0.249994038
irq,33,4,8,5,56,9.583867399,0.020388316,0.00400698,0.00247573,0.001627595
isl,3,68,8,93,67,1.131237954,0.326386725,0.135038605,0.090187816,0.066830621
isr,66,76,77,93,87,7.69705406,2.732584172,2.092434037,2.059175599,1.300812515
ita,74,78,72,77,65,17.16614901,15.27121228,12.76300183,12.10474097,10.94784247
jam,28,84,5,6,11,0.714359361,0.243194738,0.06415526,0.063485175,0.06116564
jor,56,84,27,5,54,0.253228774,0.189062575,0.143748336,0.109317817,0.097286264
jpn,78,77,75,76,72,78.63722449,62.52437045,29.25372593,25.74580445,19.60424831
kaz,33,68,67,28,52,2.997763298,1.0414069,0.89238652,0.799144525,0.245194322
ken,7,5,29,33,3,0.518829621,0.20563484,0.192718186,0.15040508,0.090122749
kgz,97,26,12,28,35,0.083810211,0.033777378,0.02832219,0.024153661,0.011840271
khm,84,85,23,63,24,1.286899818,0.127165012,0.026792324,0.026567897,0.0206588
kir,3,22,72,93,77,0.028457516,0.001395826,0.000908992,0.000347055,0.000166754
kna,77,6,76,71,93,0.024827762,0.009255281,0.006601597,0.00642726,0.002592929
kor,77,76,78,75,65,23.27389588,15.25850865,14.3007194,11.80954865,9.397044458
kwt,33,34,58,51,93,12.31964419,0.77894047,0.302490081,0.163679382,0.092913969
lao,84,24,78,7,29,0.116857621,0.102993577,0.026312518,0.010764886,0.00587976
lbn,89,66,5,84,52,0.177703326,0.108472549,0.10087187,0.05151505,0.035432685
lbr,79,24,23,56,33,0.781230365,0.093777121,0.061719456,0.014306947,0.005553405
lby,33,34,51,67,56,10.40989251,0.219941374,0.198756301,0.102053415,0.059305548
lca,5,33,11,84,76,0.021971277,0.009642493,0.008249909,0.005966321,0.003797324
lka,84,7,66,65,62,2.274343012,0.495202,0.234638108,0.185751703,0.147497527
lso,84,66,3,65,26,0.208670002,0.008220913,0.003198676,0.000589046,0.000561457
ltu,33,84,77,56,65,0.704763056,0.561759583,0.252393998,0.207509992,0.176804563
lux,67,89,75,68,65,1.5981186,0.488723295,0.434686797,0.345708188,0.305341139
lva,33,24,84,63,65,0.673481861,0.547236755,0.205072968,0.169706621,0.108067167
mac,84,85,65,89,77,2.018190778,0.154324812,0.118174902,0.036036772,0.031174146
mda,11,84,67,5,65,0.198198754,0.110798336,0.108235186,0.064196336,0.033023424
mdg,84,7,3,5,29,0.399813932,0.223769271,0.157081735,0.028342892,0.014289121
mdv,84,3,67,43,69,0.132649737,0.037799575,0.001302027,0.000814177,0.00080263
mex,78,77,76,33,75,27.53977005,17.17816962,16.55729181,12.60873064,12.11738874
mhl,79,3,93,33,67,0.098236399,0.035988534,0.00483288,0.002439425,0.000237889
mkd,84,67,12,68,77,0.293940094,0.156861214,0.050014596,0.046196192,0.036582094
mli,26,77,76,61,6,0.089554458,0.03897202,0.007655036,0.003942785,0.002931004
mlt,77,79,84,89,33,1.135285923,0.186819316,0.135511074,0.126995666,0.115406891
mmr,84,34,24,5,3,0.79549427,0.609584692,0.365612872,0.280452041,0.153524541
mng,28,84,26,27,61,0.176807493,0.157818361,0.045049774,0.021560062,0.014751126
mnp,84,3,65,93,64,0.005992676,0.001521661,0.000327169,0.00022048,0.000203594
moz,68,3,35,12,33,0.409418069,0.097408075,0.072589882,0.031004319,0.022878919
mrt,3,28,8,65,59,0.22871633,0.19265438,0.009323349,0.003820803,0.002572271
msr,3,51,27,68,77,0.001078895,0.00087775,0.000871667,0.000459549,0.000242043
mus,84,6,3,89,65,0.822702322,0.254859765,0.113783042,0.070680848,0.033352247
mwi,12,7,6,84,5,0.28337726,0.049696831,0.035673561,0.028747218,0.006967192
mys,77,75,76,33,34,24.24397702,20.14281405,13.33268634,4.804235452,3.193008331
myt,55,77,76,78,3,0.000679015,0.000430888,0.00019809,0.000190515,0.000135765
nam,93,3,1,68,78,0.332045715,0.279157617,0.047298902,0.036033081,0.017127935
ncl,67,28,3,69,5,0.181208272,0.14193189,0.018330748,0.002190467,0.001711698
ner,33,52,93,34,26,0.066975597,0.061920949,0.014515919,0.009866467,0.002612335
nfk,87,29,25,64,67,0.000170476,0.000168456,0.000148467,0.000137295,0.000054349
nga,33,34,93,7,61,16.14666267,0.780059541,0.20885365,0.189028693,0.121828998
nic,84,7,3,1,6,0.353692602,0.12565692,0.088952024,0.068833517,0.052178563
niu,5,3,77,72,84,0.000110268,0.000083774,0.000066278,0.000056847,0.000038412
nld,75,33,77,78,51,15.18507002,14.7754131,10.58698814,8.840389795,7.733363669
nor,33,34,3,68,79,23.74103153,4.462002585,2.946065932,2.69998207,1.892913131
npl,84,65,43,55,68,0.194452202,0.156754509,0.083297651,0.05692248,0.046299548
nru,27,76,2,6,3,0.010744023,0.001216929,0.000742943,0.000413791,0.000371765
nzl,2,1,5,24,3,2.408297994,1.83807926,0.908338604,0.862960888,0.594884239
omn,33,34,84,93,3,7.086365627,1.161136768,0.141367163,0.082593373,0.070185684
pak,65,84,4,61,89,3.808454835,2.002397278,0.389862902,0.247739424,0.217162833
pan,79,5,3,84,54,0.420970825,0.267709863,0.174333814,0.173203097,0.139503364
pcn,66,24,75,3,89,0.000530034,0.000113469,0.000113015,0.00007562,0.000075367
per,68,8,28,84,33,1.182935698,0.874359438,0.795947369,0.45749962,0.330302392
phl,77,75,84,76,5,14.46581919,8.063517759,2.410953527,1.577092936,0.990441544
plw,84,3,93,65,5,0.012825297,0.011791301,0.001768883,0.000157197,0.000116727
png,33,28,97,24,7,0.421298879,0.326583627,0.225997563,0.181226131,0.134415124
pol,78,82,77,84,71,2.785111425,2.29192735,2.248413871,1.909222224,1.801674039
prk,3,84,77,65,67,0.139057876,0.10128258,0.097396526,0.052719081,0.044460309
prt,78,84,77,65,85,3.184984201,2.44734005,2.143714435,1.380425429,1.315598066
pry,22,35,8,1,26,0.372118666,0.169605594,0.103042815,0.077058213,0.070638654
pse,84,89,66,69,29,0.01078101,0.00506426,0.002865433,0.002425648,0.002311758
pyf,66,3,93,5,89,0.102824041,0.008769279,0.008035344,0.005946238,0.00388485
qat,33,34,51,67,56,6.437983175,2.892615866,0.249004563,0.18751851,0.176871673
rou,84,85,67,77,33,3.089050871,0.738691491,0.707648849,0.563976039,0.537686735
rus,33,68,34,67,93,36.73147339,11.22623314,8.746741451,6.519025071,4.395091461
rwa,28,7,29,21,93,0.033444784,0.021183229,0.00266959,0.00087316,0.000439349
sau,33,51,34,58,93,50.36647481,2.793546891,2.494151052,1.661823536,0.323442489
scg,68,5,84,67,62,0.17844322,0.13978334,0.139373276,0.10354015,0.069735653
sdn,33,22,26,29,6,1.272256423,0.096191611,0.047852882,0.040738154,0.025141106
sen,3,93,42,52,27,0.196158472,0.082362824,0.076102035,0.071512181,0.034305773
sgp,75,77,33,76,93,20.60824458,17.17165158,7.859306811,4.138493186,3.779852094
sgs,71,28,74,5,68,0.000064038,0.000059838,0.000029792,0.000001766,0.000000961
shn,3,77,54,73,76,0.006521039,0.000424047,0.000289557,0.000276003,0.000185544
slb,24,3,7,22,54,0.046981701,0.018940498,0.002105218,0.00208122,0.001535448
sle,82,66,77,84,3,0.02288203,0.021434663,0.006237065,0.003291194,0.003143799
slv,84,7,6,77,64,1.549673983,0.131711483,0.102823737,0.100504379,0.091244306
smr,73,74,72,89,69,0.003670432,0.003115614,0.002948907,0.002767411,0.001362815
som,0,3,24,1,21,0.023906438,0.013769505,0.013074384,0.006952486,0.004855572
spm,3,93,25,24,69,0.005767301,0.005584584,0.000323337,0.000112159,0.000098622
stp,7,75,3,72,79,0.002957417,0.002766103,0.002038717,0.000967788,0.000911887
sur,28,3,97,5,4,0.283591359,0.057402928,0.030652975,0.018925228,0.009387644
svk,78,67,77,33,74,2.283397977,1.036805809,0.854560195,0.69539444,0.537505476
svn,78,77,82,54,69,0.996832109,0.890218096,0.607320012,0.426357576,0.382431012
swe,78,76,64,74,77,9.266182612,7.246309552,6.377228235,4.600198265,3.922644158
swz,6,84,5,55,25,0.100816779,0.049798088,0.031747738,0.02433451,0.018737613
syc,3,87,93,8,78,0.195779044,0.012365824,0.004942681,0.002605293,0.001816917
syr,33,5,26,84,65,4.039578263,0.237253605,0.189417446,0.181361095,0.132783319
tca,93,3,22,26,84,0.003886159,0.003554966,0.000723192,0.000575014,0.000336801
tcd,26,29,79,24,71,0.053898318,0.011257251,0.001219379,0.000823622,0.000691711
tgo,26,27,59,66,3,0.056411425,0.040334856,0.037320565,0.01928888,0.015161505
tha,75,77,76,84,3,9.171709107,7.675854878,3.971463466,3.800692844,3.748905283
tjk,68,26,5,65,84,0.153205548,0.075991495,0.030447254,0.029791807,0.00631075
tkl,12,72,84,89,4,0.002962022,0.001755547,0.001659302,0.001402051,0.001155143
tkm,34,33,26,65,84,1.594475812,0.176707705,0.102633111,0.054464978,0.032265904
tls,7,28,77,87,75,0.003063102,0.00146651,0.001141958,0.000377038,0.000328069
ton,5,3,93,29,87,0.012963634,0.004869414,0.002845743,0.000611484,0.000439557
tto,33,34,52,51,67,1.497921314,0.556093647,0.452147662,0.341332805,0.262234211
tun,84,77,33,56,52,2.627277128,0.670219301,0.47435464,0.243139596,0.23359024
tur,84,65,67,78,5,6.825086905,3.289852803,2.080723765,2.059218548,1.941769849
tuv,84,89,76,65,5,0.086684519,0.048153295,0.028699302,0.024964166,0.015690294
tza,3,7,5,12,66,0.13277191,0.100564559,0.05859724,0.045790155,0.044434487
uga,7,3,12,21,29,0.118001125,0.080200134,0.039087823,0.017309345,0.016255947
ukr,67,28,33,84,68,3.832271672,1.089725511,0.897930747,0.497847038,0.484976061
umi,3,65,83,84,28,0.002329055,0.001458209,0.001240055,0.000966698,0.000942472
ury,1,4,61,65,2,0.272211212,0.217620839,0.20651752,0.16050766,0.118329662
usa,77,78,75,79,71,86.10905061,50.5939069,41.08523977,39.77225542,38.30327343
uzb,26,34,65,97,5,0.703210277,0.251918811,0.191204506,0.130428902,0.111746236
vat,67,72,82,89,29,0.001533352,0.000225518,0.000139895,0.000137847,0.000106188
vct,79,5,3,4,89,0.072932694,0.02044811,0.018423758,0.00744853,0.002924453
ven,33,67,68,51,27,20.69257673,0.873239188,0.730223796,0.535858158,0.353926046
vgb,33,66,79,89,93,0.069614756,0.04992642,0.015964736,0.013321289,0.007609026
vnm,33,85,84,3,77,3.017226584,2.207914563,1.461907101,1.276012504,0.628887194
vut,79,3,22,29,24,0.034406448,0.008483909,0.005687454,0.003063255,0.002529752
wlf,33,29,58,72,77,0.000638127,0.000149176,0.00014203,0.000121783,0.000050846
wsm,77,3,93,22,84,0.042577529,0.005598991,0.002193301,0.001522712,0.0012785
yem,33,3,5,7,6,2.354745964,0.069054557,0.017525947,0.014737921,0.013624043
zaf,68,93,32,97,67,4.569105199,2.357254075,2.298761415,2.13904933,2.12942998
zmb,68,65,66,6,29,0.352520092,0.029720006,0.029586233,0.02590539,0.016876052
zwe,12,67,26,29,68,0.536708871,0.128312699,0.12811167,0.066324836,0.066286464
