country,top1,top2,top3,top4,top5,val1,val2,val3,val4,val5
mar,84,3,5,52,77,2.045083044,0.741386917,0.729942425,0.502444042,0.431017864
dom,84,87,67,77,61,1.638264061,0.268332311,0.201295796,0.199967807,0.182601676
ago,33,66,3,34,93,3.05008027,0.149124422,0.025203163,0.021264487,0.005165848
abw,33,4,93,51,11,0.537972486,0.013096045,0.00689421,0.003722178,0.002036657
afg,26,5,65,21,93,0.036925919,0.016017346,0.010856118,0.006254583,0.003259263
aia,84,79,76,74,33,0.001302403,0.000883028,0.000262549,0.000204313,0.000193427
alb,84,61,67,28,29,0.052745222,0.038488645,0.020812134,0.011702306,0.010998506
and,78,89,84,77,11,0.010792138,0.009471032,0.005928642,0.001740054,0.001655573
ant,33,4,66,79,93,0.66875575,0.122615123,0.088475442,0.058388404,0.047208991
are,33,34,68,84,89,12.83453442,1.375216461,0.555230159,0.431325504,0.299708593
arg,4,33,42,8,1,2.014919769,1.958059316,1.711942644,1.456849645,1.161380278
arm,66,33,97,28,65,0.023506001,0.014940944,0.008832318,0.006340318,0.001207664
atf,33,11,5,93,89,0.000374361,0.000005649,0.000002608,0.000002145,0.00000082
atg,33,4,3,8,68,0.024720419,0.002668524,0.00151615,0.001506101,0.001389178
aus,28,32,68,97,26,6.394875504,5.766542242,3.252777008,2.812467244,2.801012507
aut,78,77,64,74,67,3.362841242,3.243100034,3.004291591,2.917522067,2.698751992
aze,26,33,28,65,69,0.044572086,0.012688458,0.010784543,0.009185467,0.006107815
bdi,7,97,26,21,28,0.136988818,0.059171813,0.002541411,0.002226157,0.002065251
bel,78,66,67,58,65,19.6539238,11.15536891,9.64189213,8.417358561,6.131652323
ben,26,22,5,33,66,0.131995576,0.012131917,0.010334189,0.009126599,0.003725963
bfa,26,97,5,61,21,0.051725664,0.016535397,0.009783294,0.006164318,0.004378329
bgd,84,3,65,61,26,2.347580528,0.289829337,0.277261333,0.187420421,0.073210336
bgr,67,68,84,56,33,0.491009005,0.433938765,0.368923302,0.229492802,0.177118254
bhr,68,33,51,84,28,0.645174809,0.43236436,0.076357919,0.068044145,0.06720495
bhs,79,3,51,33,11,0.210338868,0.057768556,0.056280788,0.05382105,0.049381819
bih,84,61,74,68,28,0.007842133,0.00733586,0.004961929,0.003283687,0.002455879
blr,56,26,84,33,68,0.196647793,0.121326537,0.109906369,0.096460599,0.093593173
blz,5,3,6,84,93,0.054565576,0.052379446,0.048456413,0.013381577,0.004535441
bmu,79,26,51,4,93,0.087440823,0.050132535,0.033512669,0.016849147,0.006484404
bol,28,68,34,89,24,0.143279531,0.096852559,0.085356151,0.081184838,0.06757666
bra,67,28,7,78,68,4.048606172,3.699515489,3.030005656,2.386208249,2.297930869
brb,6,77,69,89,87,0.023643724,0.018164512,0.011781292,0.008820191,0.008287414
brn,33,34,89,84,88,0.995710764,0.985155561,0.117999385,0.064362049,0.047797445
