country,top1,top2,top3,top4,top5,val1,val2,val3,val4,val5
mar,84,77,3,5,27,2.567593929,0.972166683,0.885679705,0.788304611,0.447186292
dom,84,87,77,89,12,2.035513079,0.39152069,0.331740423,0.275082225,0.243245501
ago,33,66,3,34,71,6.031775059,0.448599577,0.039763612,0.010241423,0.00951788
abw,33,79,7,97,6,0.824820852,0.034610811,0.011264929,0.011249332,0.007251976
afg,5,21,26,65,7,0.038936968,0.008921613,0.00810675,0.00548595,0.003424685
aia,93,78,77,11,89,0.000501648,0.00040484,0.000316996,0.000280851,0.000191051
alb,61,84,69,85,74,0.087867571,0.084141914,0.014731758,0.013702483,0.012727146
and,78,89,55,65,74,0.010759496,0.010550464,0.003774082,0.003500906,0.002866937
ant,33,79,93,3,27,0.610860696,0.117723354,0.081849544,0.023202544,0.018280976
are,33,34,66,68,76,17.43855233,2.300396387,1.294698881,0.772894321,0.66873885
arg,33,8,4,42,22,3.682805816,2.864278775,2.35014017,1.805094882,1.400859285
arm,66,11,28,68,89,0.135691487,0.042442274,0.032101058,0.017498085,0.01693819
asm,26,8,2,51,72,0.014347769,0.002042419,0.001983914,0.001439058,0.001360854
ata,78,28,87,51,1,0.000037207,0.000027371,0.000017948,0.000013026,0.000012926
atf,11,77,87,69,74,0.00098055,0.000365123,0.000302405,0.000090445,0.000084395
atg,79,58,33,93,8,0.186779514,0.010187823,0.008753219,0.002216969,0.001761219
aus,28,32,33,68,1,7.238996221,6.888172935,3.956764816,3.913551458,2.921821482
aut,78,77,89,74,72,5.842263044,4.801334548,3.472416631,3.205776961,3.124179265
aze,33,5,26,51,58,1.369286633,0.031490496,0.029638766,0.01406573,0.01265924
bdi,7,66,72,97,29,0.018144554,0.00647687,0.003594186,0.001016218,0.000740385
bel,78,66,58,54,67,21.76129605,12.64669633,8.057561823,6.387362652,6.372278545
ben,26,5,61,65,24,0.099222482,0.021819504,0.015434669,0.013708388,0.006230537
bfa,26,6,22,61,5,0.081012101,0.013372747,0.010659084,0.00971378,0.003974766
bgd,84,65,3,61,26,4.584553369,0.421403578,0.315627077,0.180363625,0.072592503
bgr,84,68,67,33,4,1.015106839,0.389865752,0.345006967,0.241763588,0.223464045
bhr,33,68,84,93,65,0.709238106,0.664962139,0.176992325,0.131716084,0.082243315
bhs,33,11,79,3,93,0.360655563,0.309597985,0.188658089,0.082954755,0.064286762
bih,68,24,84,35,82,0.142394459,0.136275693,0.109949274,0.096111582,0.074402918
blr,93,33,56,67,84,3.622490147,0.436731593,0.226346949,0.201847121,0.155520627
blz,5,6,3,84,54,0.053461,0.037481511,0.029434796,0.014613772,0.003655008
bmu,79,93,51,66,34,0.059443333,0.017648722,0.017635213,0.009809601,0.005766109
bol,34,8,42,28,33,0.307749742,0.154867386,0.104924541,0.075075101,0.059756792
bra,28,78,67,1,22,4.20643501,3.884193684,3.664875701,3.170857379,3.024161442
brb,33,77,11,6,79,0.125604619,0.038716843,0.018210977,0.017572186,0.014738449
brn,33,34,84,89,93,1.607527727,1.304295285,0.335523655,0.019364551,0.015240589
btn,52,67,63,24,5,0.011780567,0.007082524,0.001115673,0.001115163,0.000890848
bvt,75,33,7,89,24,0.000519781,0.000219447,0.000046861,0.000042819,0.000027795
bwa,66,28,1,77,84,1.291959427,0.073092383,0.037317637,0.022743008,0.013902185
caf,66,24,26,7,77,0.11514851,0.031934078,0.010907439,0.002334681,0.001469129
can,78,93,33,34,79,50.28722106,16.53090276,14.85836696,11.57595296,8.768625889
cck,97,93,78,75,82,0.004503558,0.004030491,0.001194114,0.000261624,0.000134262
che,54,97,88,89,72,10.03026411,8.235809945,7.246747412,6.569860358,5.495121513
chl,68,5,28,3,24,4.22479751,2.264688739,2.125684215,1.553783901,0.853461744
chn,89,84,75,77,76,54.43760691,53.21990532,50.53652653,49.48836881,46.60218776
civ,7,5,33,24,3,2.032973482,0.3449091,0.296049828,0.234445723,0.142417256
cmr,33,24,7,5,26,0.765148172,0.379992356,0.170325611,0.159535953,0.07384622
cod,66,33,28,68,24,0.900705822,0.232637028,0.066737065,0.034423329,0.024812166
cog,33,24,34,68,66,1.261146689,0.142048148,0.037694647,0.018081598,0.016795307
cok,66,3,5,89,84,0.003197909,0.001551831,0.000623851,0.000418936,0.000405081
col,33,32,7,5,84,3.192839656,1.173988559,0.937536459,0.819179855,0.52019328
com,7,55,79,29,26,0.023960997,0.002941828,0.000895515,0.000097549,0.000092931
cpv,84,33,61,71,3,0.005322044,0.004376737,0.00348392,0.002733816,0.000618898
cri,77,5,84,75,87,1.829296055,1.555258462,0.693284966,0.47143302,0.334543073
cub,6,28,12,3,5,0.509336286,0.20564179,0.126118867,0.093598973,0.043663918
cxr,3,27,56,33,74,0.012161675,0.008261393,0.002622361,0.00233671,0.000428439
cym,79,33,93,56,52,0.166254744,0.014656755,0.006003613,0.00402262,0.001947027
cyp,79,5,78,54,84,0.189612799,0.106744959,0.084043697,0.065998447,0.043750026
cze,78,77,74,75,69,5.504435675,3.519086349,2.33914427,1.997907972,1.804337325
deu,78,77,74,72,54,108.0301556,40.01126328,34.66403479,28.60379837,21.18884662
dji,5,94,93,21,97,0.007934256,0.00628279,0.001688876,0.00142772,0.000976298
dma,55,5,77,67,93,0.016220489,0.011606438,0.006466616,0.002830745,0.001542081
dnk,54,1,74,33,89,3.978936495,3.459982048,2.987099466,2.981312923,2.417262007
dza,33,34,93,67,52,9.615292504,5.180643127,0.414349195,0.117545648,0.104642845
ecu,33,5,3,29,7,1.923615176,1.696460377,0.750355706,0.22323557,0.176161397
egy,33,84,93,65,5,1.675850538,0.598512543,0.443602019,0.419663861,0.354048566
eri,61,3,77,93,1,0.002112305,0.000912793,0.000700548,0.0005338,0.000436176
esh,3,79,75,67,89,0.006363194,0.000287995,0.000110018,0.000030573,0.000020527
esp,78,5,77,74,89,24.17655787,7.92681382,4.844693432,3.945659406,3.875038662
est,33,76,24,82,84,0.625999975,0.493489355,0.365859556,0.236142298,0.214037886
eth,7,22,5,21,61,0.148153194,0.038607322,0.031092589,0.029592505,0.027689825
fin,76,64,67,72,77,8.038773283,5.906690309,1.923765059,1.909774993,1.779418119
fji,84,6,3,97,24,0.126165042,0.0902313,0.078643693,0.035041531,0.017175365
flk,3,26,93,65,74,0.068420184,0.004924729,0.001090817,0.000184177,0.000109751
fra,78,79,77,54,74,42.30774169,24.69872869,16.41093036,13.95329389,11.82915781
fro,3,8,29,93,74,0.382431753,0.021854993,0.007648022,0.007095935,0.004805683
fsm,3,84,75,74,29,0.049043875,0.014363251,0.0002723,0.000249209,0.000226413
gab,33,24,28,63,3,1.863397988,0.380512061,0.128113479,0.067435519,0.013776699
gbr,78,33,77,54,75,21.18587346,17.37090999,16.68006734,14.86114809,13.44301399
geo,33,28,11,67,24,0.151004423,0.109268259,0.062825298,0.022612566,0.01347677
gha,7,68,24,3,28,0.582001091,0.15129702,0.100796587,0.090691746,0.089447723
gib,66,89,78,79,33,0.028985272,0.017530909,0.01296814,0.012529495,0.00895139
gin,28,33,66,3,7,0.515183849,0.112969545,0.099450346,0.031184344,0.007809973
gmb,42,5,3,22,8,0.009310812,0.005949148,0.003642103,0.002419809,0.002104264
gnb,5,33,3,79,26,0.042504576,0.021294544,0.004586469,0.002780492,0.002660114
gnq,33,24,51,63,34,1.545777208,0.067480836,0.063847309,0.009090398,0.007769443
grc,84,5,33,68,54,1.127144192,1.037324321,0.652793979,0.631101005,0.445660973
grd,7,33,3,4,55,0.015040656,0.006588794,0.003065252,0.00282532,0.001960982
grl,3,93,79,89,61,0.370733873,0.009681446,0.001804757,0.001432463,0.001030128
