country,top1,top2,top3,top4,top5,val1,val2,val3,val4,val5
mar,84,77,5,3,52,3.276847312,2.033930908,1.818400371,1.462469657,0.887390194
dom,87,84,77,89,5,0.670960848,0.608306823,0.486204169,0.483238243,0.371975288
ago,33,66,34,75,64,33.27789148,0.482084041,0.230062326,0.086730829,0.035538903
abw,33,97,93,77,51,1.795658952,0.030324805,0.017831672,0.011832584,0.011157671
afg,78,5,58,93,71,0.159272009,0.140912407,0.10993033,0.100039194,0.080669474
aia,11,74,69,63,77,0.005794614,0.004320548,0.002366335,0.002249057,0.001989931
alb,78,67,84,58,74,0.423762399,0.286106478,0.278985454,0.174717312,0.157250177
and,78,2,93,89,72,0.016616783,0.012300826,0.010134032,0.009758916,0.009442408
ant,33,97,93,51,79,2.275991587,0.110971323,0.09327162,0.075495795,0.045301669
are,33,97,66,78,34,50.14343467,10.25396136,7.2939698,4.806577247,4.500101293
arg,8,78,33,4,42,8.916139646,4.84568803,4.603712888,4.169915673,4.151640215
arm,68,67,11,66,28,0.123187403,0.080071255,0.073841465,0.059288873,0.05249883
asm,8,72,51,28,74,0.004479593,0.003130666,0.002058653,0.001855948,0.001681978
ata,93,76,87,74,89,0.002581536,0.000350251,0.000302729,0.000187685,0.000046691
atf,3,84,85,72,89,0.00205056,0.000688603,0.000258099,0.000146016,0.000141063
atg,78,79,74,72,77,0.449659268,0.161068993,0.106059272,0.08578239,0.08487702
aus,28,32,97,68,33,36.26402812,29.97286304,12.08509919,7.666416431,7.136196237
aut,93,77,78,74,54,9.258769599,8.13249597,7.347560072,6.759350321,6.501963597
aze,33,93,5,34,68,14.40053724,0.547241319,0.216630703,0.125207254,0.0879783
bdi,7,26,6,28,21,0.062054889,0.001816968,0.0016443,0.001158552,0.001053844
bel,78,54,58,66,33,24.18752745,19.76754204,15.2282436,15.21486533,14.7065237
ben,26,5,28,24,33,0.098487727,0.091927852,0.033522568,0.025477044,0.017237344
bfa,26,97,22,5,66,0.177493344,0.080104689,0.02936192,0.015247961,0.006273618
bgd,84,65,3,85,26,12.79863397,0.862013423,0.450729425,0.200759557,0.180917098
bgr,68,84,33,77,4,1.775691523,1.51854508,1.144919232,0.899066815,0.743291235
bhr,33,68,69,93,89,1.733936215,1.359843417,0.299145263,0.265604741,0.193635253
bhs,33,79,93,11,58,1.099350134,0.295253801,0.163519226,0.131699028,0.098825141
bih,68,85,69,82,84,0.239967514,0.22450585,0.21875886,0.202710665,0.188374291
blr,33,56,67,72,78,3.267685206,1.542795764,0.607165825,0.292322331,0.228496732
blz,78,4,5,72,33,0.355643643,0.302843161,0.119261104,0.095412504,0.091806758
bmu,34,11,79,93,33,0.093038132,0.03159455,0.017864695,0.009158395,0.008035853
bol,34,28,8,68,42,1.578502119,0.528438093,0.375472517,0.242958789,0.168876147
bra,28,33,22,1,78,24.15260832,15.43133819,12.19532285,11.27771595,7.633476202
brb,78,33,2,11,75,0.34152523,0.047433551,0.045608355,0.034501472,0.033319275
brn,34,33,66,84,89,3.267000177,2.74699892,0.100152324,0.059925791,0.030178496
btn,67,68,52,24,58,0.084068761,0.01771807,0.017081797,0.003264494,0.002487803
bvt,89,78,67,71,72,0.007364022,0.001378773,0.000681825,0.000459044,0.000440401
bwa,66,28,76,78,77,0.724356036,0.441147556,0.143518059,0.087801519,0.070635383
caf,24,66,26,78,77,0.045471611,0.041655781,0.004199955,0.001963964,0.001317259
can,33,78,93,34,79,45.51536147,30.9331643,14.85292095,13.07512311,11.18483615
cck,55,69,77,89,68,0.002179209,0.000610952,0.000307136,0.000284917,0.000164739
che,54,97,88,89,77,34.7890823,18.57166797,12.39669799,12.23076249,9.22908281
chl,68,28,5,3,25,15.96514101,9.610175548,4.961402153,3.126856738,1.924706887
chn,77,76,75,84,89,183.3322958,166.3033333,164.2568255,123.2454148,113.8900407
civ,7,33,5,23,24,3.735903554,1.253753182,0.498549001,0.347512084,0.172927458
cmr,33,7,24,5,23,1.348787805,0.725109967,0.439864172,0.296774475,0.088776739
cod,68,28,33,66,24,0.665043723,0.585414208,0.408871358,0.141630792,0.095369015
cog,33,28,24,68,66,5.282300197,0.212761435,0.211027125,0.114774964,0.07281952
cok,3,79,74,5,72,0.008210663,0.00380374,0.000990974,0.000714354,0.000676722
col,33,32,7,5,97,8.389175477,5.05090262,1.884146272,1.845601254,0.965412738
com,7,79,55,28,97,0.011436914,0.00838379,0.005059333,0.001761864,0.000812259
cpv,3,84,61,67,93,0.021699831,0.006824222,0.003695207,0.00129341,0.001163937
cri,77,75,5,87,89,5.221966815,4.874506765,2.779255319,0.72143629,0.457550572
cub,93,28,6,54,12,0.451906387,0.363819835,0.266079427,0.244662584,0.212320159
cxr,77,27,74,85,87,0.004399215,0.00326293,0.001050942,0.000463568,0.000377205
cym,79,89,93,84,66,0.130713153,0.024641702,0.010654769,0.005457201,0.004464007
cyp,54,33,89,79,77,0.276483333,0.190000724,0.188577902,0.170041938,0.128780664
cze,78,77,75,74,93,16.92978997,8.057790582,6.821794559,5.763965799,4.57529378
deu,78,74,77,54,72,150.1878315,71.27377477,68.72803374,59.23801144,45.64391612
dji,0,94,33,78,9,0.087516687,0.025000302,0.017673957,0.007207399,0.007044943
dma,5,28,55,67,77,0.030300673,0.015504161,0.014807966,0.006563918,0.003815085
dnk,54,33,74,71,1,7.808066478,5.235632513,5.164122719,4.87727049,4.725419137
dza,33,34,93,78,52,24.10774586,16.19314819,1.144304785,0.291601077,0.240911357
ecu,33,5,3,7,29,5.998015525,3.384348047,1.804086394,0.532236944,0.517506104
egy,33,34,5,84,56,4.428259673,4.348290133,1.904380145,1.473903406,1.124320551
eri,63,97,0,84,93,0.005158871,0.00481535,0.004536355,0.002405704,0.002142223
esh,74,3,54,89,77,0.000796805,0.000237982,0.000031302,0.000019371,0.000012874
esp,78,5,54,93,67,35.23464831,13.52435217,11.62016375,7.770001252,7.563033977
est,33,78,77,93,63,1.248175058,0.811582181,0.418582075,0.39930865,0.361359722
eth,7,22,29,97,5,0.379649219,0.346010563,0.163280901,0.109705893,0.074460633
fin,76,64,74,72,33,6.258685658,6.25773911,3.761146371,3.703625445,3.60730652
fji,3,6,11,84,97,0.121978436,0.120100612,0.058941402,0.051051449,0.032075729
flk,3,26,93,1,89,0.118307267,0.005185676,0.002630478,0.001256632,0.000449443
fra,79,78,54,77,74,47.31543372,45.25531209,33.26889903,24.35822651,20.5130272
fro,3,8,93,29,89,0.568746082,0.01249036,0.011955844,0.009544409,0.002851545
fsm,3,76,93,89,29,0.045970659,0.000679108,0.000222791,0.00021312,0.000147312
gab,33,24,28,63,75,2.446370805,0.551536413,0.398145682,0.123492771,0.025245419
gbr,33,54,78,71,93,29.53434647,27.63218697,25.25877936,19.23884991,16.52477268
geo,33,28,67,11,97,0.384690589,0.225853929,0.120918792,0.106191824,0.097121879
gha,7,28,5,3,97,1.770012852,0.296798351,0.186470468,0.159037921,0.120348405
gib,33,79,71,72,78,0.132429896,0.033464817,0.032394095,0.011703068,0.010286959
gin,28,7,33,97,3,0.769273402,0.050311409,0.027520919,0.020687279,0.01593468
gmb,5,28,42,3,84,0.023631222,0.007815663,0.006862467,0.003753188,0.003093792
gnb,5,24,3,28,72,0.083646885,0.001539079,0.001105914,0.000769398,0.00052372
gnq,33,34,51,93,24,5.60922231,1.646488261,0.157932874,0.028845464,0.009316517
grc,33,5,54,68,67,2.124470127,1.663533875,1.152752451,1.056901573,0.948114665
grd,67,3,7,79,93,0.008272831,0.005942164,0.003917984,0.001028137,0.000916168
grl,3,93,28,89,27,0.522282517,0.014927835,0.013163417,0.001984282,0.001263655
gtm,84,5,7,6,97,1.13142664,1.104017833,0.863145467,0.853386247,0.298071625
gum,93,79,3,88,83,0.013879157,0.01305496,0.007587217,0.002396603,0.002144068
guy,97,28,4,6,3,0.315427643,0.127556775,0.109821249,0.106336393,0.058113198
hkg,97,77,66,89,76,8.148534966,7.37110881,5.584523538,5.53253327,5.251983329
hmd,9,2,51,5,66,0.000132589,0.000050667,0.000026371,0.000014745,0.000012384
hnd,84,7,5,77,3,2.216600996,0.548774557,0.44470716,0.264819904,0.20777676
hrv,77,79,33,84,66,0.936836367,0.693000485,0.642110901,0.519921561,0.354935374
hti,84,5,7,55,93,0.514844869,0.013041962,0.011196359,0.009358573,0.007903829
