country,top1,top2,top3,top4,top5,val1,val2,val3,val4,val5
mar,84,77,3,5,52,2.221586199,0.856366103,0.789153369,0.638075336,0.453590979
dom,84,77,87,67,12,2.300259658,0.378706316,0.355206905,0.245231992,0.233916287
ago,33,66,3,34,93,6.46784185,0.576436515,0.034773872,0.029362085,0.0054902
abw,33,93,7,66,6,1.509836755,0.060294067,0.019151359,0.018092136,0.015563269
afg,26,5,21,65,29,0.033852636,0.031331579,0.010980828,0.007044115,0.002602598
aia,93,11,58,75,79,0.000738707,0.00060953,0.000512242,0.000328846,0.000238014
alb,84,61,67,29,69,0.084969766,0.062556538,0.009050442,0.007960689,0.007705828
and,89,77,65,78,55,0.009522936,0.003498013,0.003030558,0.002849274,0.002250549
ant,33,93,79,3,66,1.055722725,0.103392573,0.042129075,0.033916967,0.021475062
are,33,34,68,66,84,20.88817729,2.686830349,0.7785341,0.702965607,0.624802305
arg,33,4,8,78,42,4.027048924,2.564727989,2.36534682,1.613836143,1.586669213
arm,66,11,28,89,68,0.080276138,0.022429827,0.020381793,0.012615262,0.012094433
asm,8,4,26,79,24,0.00227082,0.002052381,0.00170637,0.000924323,0.000823597
ata,68,87,79,78,74,0.001089104,0.00069311,0.000437308,0.000413243,0.000080873
atf,77,93,88,66,55,0.000027424,0.000025828,0.000022773,0.000011611,0.00000455
atg,79,33,28,3,77,0.069584517,0.028543897,0.006391185,0.001379378,0.001081011
aus,28,32,33,68,1,7.787774675,5.795463621,4.718034097,4.122729782,2.667291133
aut,93,78,77,64,89,4.935929831,4.519495147,4.34613909,2.8991532,2.655990709
aze,33,5,26,11,28,0.92043296,0.063731972,0.033005678,0.022100004,0.019047073
bdi,7,66,28,97,68,0.04175674,0.001306162,0.001298793,0.001211392,0.000364436
bel,78,66,58,93,67,18.43612137,12.59568725,7.766144758,6.777905459,6.740563605
ben,26,61,5,22,59,0.140571016,0.024963168,0.021915898,0.013810186,0.011651255
bfa,26,61,22,6,5,0.075706595,0.008415526,0.007825481,0.006669325,0.006440306
bgd,84,3,65,61,26,4.550775896,0.376946276,0.359367322,0.1797248,0.071128475
bgr,84,68,33,67,93,0.796677826,0.593974702,0.456291036,0.357413997,0.241826651
bhr,33,68,84,28,65,0.85480714,0.580710271,0.151625162,0.126891427,0.063839459
bhs,11,33,3,79,58,0.272805034,0.136583672,0.09072248,0.07845193,0.054455991
bih,68,24,84,28,85,0.137983629,0.13424059,0.087933587,0.0463812,0.043501839
blr,93,33,56,84,67,3.379178087,0.604595448,0.223013951,0.160063169,0.144793518
blz,3,5,6,84,79,0.113748884,0.079772702,0.033561189,0.017831343,0.005921371
bmu,79,93,51,89,11,0.087052753,0.03047207,0.025808609,0.006819662,0.006373169
bol,8,34,28,68,42,0.13748625,0.105481537,0.104215284,0.064542143,0.060790926
bra,28,78,67,79,7,4.337438825,3.893706364,3.393851241,3.149958359,2.092163698
brb,54,51,75,89,53,0.143720618,0.08173663,0.03195368,0.029626486,0.024216576
