country,top1,top2,top3,top4,top5,val1,val2,val3,val4,val5
mar,84,5,3,52,27,1.7283,0.6462,0.6122,0.4675,0.3564
dom,84,61,77,6,89,1.5009,0.2324,0.2076,0.1845,0.1769
ago,33,66,3,34,93,2.7070,0.1134,0.0193,0.0147,0.0047
abw,33,93,4,7,2,0.4912,0.0044,0.0042,0.0024,0.0022
afg,26,65,5,97,29,0.0433,0.0134,0.0123,0.0034,0.0032
aia,84,74,93,79,78,0.0004,0.0004,0.0002,0.0001,0.0001
alb,61,84,67,29,89,0.0384,0.0288,0.0112,0.0087,0.0078
and,78,89,84,33,11,0.0082,0.0080,0.0070,0.0033,0.0024
ant,33,4,93,66,27,0.7547,0.1200,0.0517,0.0486,0.0424
are,33,34,78,84,68,11.7015,1.0118,0.4416,0.4060,0.3783
arg,4,33,8,42,22,1.8613,1.6324,1.5427,1.3885,0.9502
arm,66,97,84,68,28,0.0339,0.0043,0.0020,0.0019,0.0015
atf,72,27,85,54,69,0.0000,0.0000,0.0000,0.0000,0.0000
atg,79,33,93,76,3,0.0094,0.0091,0.0020,0.0014,0.0014
aus,32,28,68,1,26,5.3290,5.2191,2.6954,2.5585,2.5033
aut,77,74,72,64,89,2.9904,2.7128,2.6052,2.5588,2.5046
aze,26,65,33,68,28,0.0297,0.0083,0.0043,0.0030,0.0020
bdi,7,97,26,12,28,0.0638,0.0213,0.0043,0.0025,0.0025
bel,78,66,67,58,65,17.3925,9.9102,7.1742,6.3670,5.4626
ben,26,22,33,5,65,0.0920,0.0157,0.0128,0.0068,0.0034
bfa,26,97,5,61,22,0.0397,0.0147,0.0071,0.0043,0.0031
bgd,84,3,65,61,26,1.8372,0.2849,0.2104,0.1528,0.0412
bgr,67,84,68,33,56,0.3718,0.2843,0.2712,0.1869,0.1146
bhr,68,33,51,89,84,0.4959,0.3946,0.0749,0.0714,0.0656
bhs,79,33,3,51,11,0.1651,0.0854,0.0637,0.0609,0.0438
bih,84,89,74,65,85,0.0064,0.0027,0.0022,0.0020,0.0015
blr,56,26,33,68,84,0.1502,0.0910,0.0896,0.0794,0.0661
blz,5,6,3,84,67,0.0483,0.0440,0.0416,0.0173,0.0045
bmu,4,26,79,11,51,0.0566,0.0553,0.0419,0.0093,0.0087
bol,28,89,68,34,24,0.1108,0.0966,0.0868,0.0809,0.0679
bra,67,28,7,78,8,3.9041,3.1326,2.7271,2.6516,2.2933
brb,6,77,69,11,55,0.0213,0.0178,0.0136,0.0087,0.0070
brn,33,34,89,88,84,0.9204,0.8192,0.3048,0.0835,0.0389
btn,52,63,24,71,56,0.0071,0.0043,0.0035,0.0009,0.0008
caf,66,24,7,26,32,0.0569,0.0130,0.0115,0.0068,0.0012
can,78,24,64,33,93,36.1628,8.4290,7.6124,6.6959,6.6144
cck,24,89,3,5,71,0.0004,0.0003,0.0001,0.0001,0.0001
che,54,88,72,89,97,6.2127,5.7041,5.1946,4.4893,4.4875
chl,68,5,28,3,25,2.5860,1.5225,1.5108,0.7895,0.6501
chn,84,89,76,85,65,32.5371,23.8999,13.6087,12.7477,12.6094
civ,7,24,5,3,26,1.3084,0.3594,0.2422,0.1273,0.1000
cmr,33,24,7,5,68,0.5588,0.4474,0.2406,0.1252,0.0931
cod,66,68,33,7,24,0.6824,0.1660,0.1100,0.1022,0.0637
cog,33,66,24,63,79,0.6615,0.2388,0.1133,0.0236,0.0217
cok,66,5,3,93,85,0.0038,0.0011,0.0008,0.0007,0.0006
col,7,33,5,32,29,1.9677,1.1360,0.7069,0.5220,0.4530
com,7,55,24,56,77,0.0110,0.0054,0.0012,0.0004,0.0004
cpv,3,67,85,61,79,0.0022,0.0017,0.0011,0.0009,0.0003
cri,5,84,7,29,77,1.1040,0.6599,0.3451,0.1305,0.1169
cub,6,28,3,54,12,0.4085,0.1056,0.0956,0.0904,0.0734
cxr,27,56,93,52,89,0.0053,0.0006,0.0004,0.0002,0.0001
cym,75,66,3,79,93,0.0326,0.0309,0.0211,0.0095,0.0060
cyp,5,84,71,79,54,0.1478,0.1192,0.0368,0.0233,0.0232
cze,67,78,66,77,65,1.4393,0.9539,0.7732,0.7200,0.6768
deu,78,77,74,72,89,57.0497,27.7464,25.2911,24.5968,13.9284
dji,21,94,7,87,5,0.0015,0.0007,0.0006,0.0005,0.0004
dma,67,5,55,74,77,0.0378,0.0302,0.0109,0.0027,0.0020
dnk,1,74,89,3,54,3.4847,2.4836,1.7508,1.6837,1.5480
dza,33,34,93,67,35,5.4414,2.1938,0.9262,0.0523,0.0430
ecu,33,5,3,7,78,1.2453,1.1061,0.8624,0.4591,0.0665
egy,33,65,84,26,79,2.4875,0.5351,0.3381,0.2237,0.1935
eri,21,22,5,0,8,0.0013,0.0010,0.0006,0.0002,0.0002
esh,12,76,3,71,29,0.0148,0.0012,0.0003,0.0001,0.0000
esp,78,5,67,77,66,14.2504,5.9684,3.1039,2.8524,2.2213
est,84,24,65,28,33,0.1145,0.0982,0.0557,0.0531,0.0413
eth,7,61,21,71,5,0.1841,0.0245,0.0228,0.0131,0.0104
fin,64,76,24,67,72,6.9740,1.7386,1.6773,1.6717,1.4120
fji,6,84,97,3,93,0.1731,0.1164,0.0402,0.0352,0.0260
flk,3,71,26,79,87,0.0083,0.0029,0.0023,0.0012,0.0003
fra,78,79,77,74,89,24.2715,16.2225,12.6253,8.3816,7.9352
fro,3,8,79,93,41,0.2853,0.0103,0.0049,0.0031,0.0019
fsm,3,84,93,58,77,0.1214,0.0090,0.0031,0.0004,0.0003
gab,33,24,28,52,63,1.6362,0.3902,0.1561,0.0227,0.0118
gbr,78,33,75,77,89,12.6789,11.7171,11.2192,10.4601,8.5433
geo,67,28,33,68,29,0.0178,0.0096,0.0051,0.0016,0.0015
gha,7,66,68,24,3,0.3578,0.2305,0.2101,0.1983,0.0474
gib,89,78,79,66,88,0.0135,0.0096,0.0092,0.0089,0.0042
gin,28,66,7,3,24,0.3949,0.1042,0.0266,0.0204,0.0060
glp,5,6,4,11,93,0.0603,0.0310,0.0110,0.0088,0.0043
gmb,66,3,22,5,26,0.0541,0.0486,0.0057,0.0052,0.0018
gnb,3,5,26,24,63,0.0367,0.0252,0.0034,0.0017,0.0002
gnq,24,7,63,28,77,0.0368,0.0039,0.0036,0.0008,0.0002
grc,84,5,33,65,66,1.3884,1.0586,0.7831,0.3916,0.3731
grd,7,5,3,84,4,0.0074,0.0036,0.0022,0.0021,0.0008
grl,3,93,77,51,89,0.3841,0.0065,0.0010,0.0008,0.0007
gtm,84,7,5,6,54,0.5855,0.5260,0.2865,0.1709,0.0575
guf,3,4,97,93,24,0.0328,0.0118,0.0085,0.0036,0.0023
guy,97,6,28,4,3,0.1261,0.1055,0.0772,0.0232,0.0230
hkg,84,77,89,65,75,10.5314,5.7550,5.2465,4.6897,3.3090
hnd,84,5,7,3,1,0.6163,0.2487,0.2426,0.2029,0.0390
hrv,84,79,33,58,77,0.5507,0.3954,0.2639,0.1841,0.1560
hti,84,7,5,89,65,0.0316,0.0130,0.0056,0.0053,0.0041
hun,84,77,1,78,5,0.9333,0.8650,0.5324,0.5312,0.4923
idn,33,63,34,84,65,5.5873,4.0950,3.8919,3.3787,2.4271
ind,84,66,65,3,89,4.2979,4.2752,3.6105,1.1553,0.9963
iot,25,74,77,65,56,0.0073,0.0008,0.0007,0.0005,0.0002
irl,75,51,89,54,77,4.2921,3.3784,2.3635,1.8567,1.8150
irn,33,65,5,67,34,10.8507,0.6763,0.4551,0.2253,0.0977
irq,33,34,78,72,65,0.3729,0.0082,0.0005,0.0005,0.0004
isl,3,68,8,67,41,1.0890,0.1524,0.0769,0.0307,0.0273
isr,66,76,77,89,84,4.3420,0.8667,0.8519,0.6702,0.6105
ita,74,78,72,84,77,12.7493,12.0576,11.1954,10.5670,9.7738
jam,28,84,6,5,11,0.5696,0.4571,0.0930,0.0896,0.0578
jor,56,27,54,84,5,0.1882,0.1328,0.0428,0.0310,0.0290
jpn,78,77,75,76,72,75.1891,52.1796,33.9279,30.5260,20.7868
kaz,68,67,26,52,33,0.2932,0.2037,0.0894,0.0767,0.0708
ken,7,5,29,66,3,0.4513,0.1423,0.1146,0.0565,0.0555
kgz,26,67,28,21,68,0.0262,0.0204,0.0204,0.0166,0.0139
khm,24,23,84,3,26,0.1327,0.0369,0.0288,0.0034,0.0033
kir,3,22,7,84,67,0.0085,0.0005,0.0001,0.0001,0.0001
kna,77,6,71,84,93,0.0134,0.0102,0.0018,0.0013,0.0011
kor,77,65,76,84,78,14.9886,9.3931,6.9999,5.2950,5.0925
kwt,33,34,56,78,28,7.0980,0.3630,0.0925,0.0459,0.0409
lao,24,84,7,63,28,0.0851,0.0623,0.0065,0.0043,0.0038
lbn,89,5,66,84,28,0.1006,0.0766,0.0468,0.0412,0.0208
lbr,66,79,33,23,28,0.2939,0.2425,0.0069,0.0048,0.0034
lby,33,51,34,67,56,6.9992,0.2079,0.1689,0.0910,0.0606
lca,5,84,64,77,11,0.0599,0.0181,0.0045,0.0036,0.0033
