year;origin;destination;
1995;grc;syr;
1995;grc;tca;
1995;grc;tcd;
1995;grc;tgo;
1995;grc;tha;
1995;grc;tjk;
1995;grc;tkm;
1995;grc;tto;
1995;grc;tun;
1995;grc;tur;
1995;grc;tuv;
1995;grc;tza;
1995;grc;uga;
1995;grc;ukr;
1995;grc;ury;
1995;grc;usa;
1995;grc;uzb;
1995;grc;vct;
1995;grc;ven;
1995;grc;vgb;
1995;grc;vnm;
1995;grc;vut;
1995;grc;yem;
1995;grc;zaf;
1995;grc;zmb;
1995;grc;zwe;
1995;gtm;abw;
1995;gtm;afg;
1995;gtm;alb;
1995;gtm;and;
1995;gtm;ant;
1995;gtm;arg;
1995;gtm;aus;
1995;gtm;aut;
1995;gtm;bel;
1995;gtm;bgd;
1995;gtm;bgr;
1995;gtm;bhr;
1995;gtm;bhs;
1995;gtm;blz;
1995;gtm;bmu;
1995;gtm;bol;
1995;gtm;bra;
1995;gtm;brb;
1995;gtm;btn;
1995;gtm;can;
1995;gtm;che;
1995;gtm;chl;
1995;gtm;chn;
1995;gtm;col;
1995;gtm;cri;
1995;gtm;cub;
1995;gtm;cym;
1995;gtm;cyp;
1995;gtm;cze;
1995;gtm;deu;
1995;gtm;dma;
1995;gtm;dnk;
1995;gtm;dom;
1995;gtm;dza;
1995;gtm;ecu;
1995;gtm;egy;
1995;gtm;esp;
1995;gtm;est;
1995;gtm;eth;
1995;gtm;fin;
1995;gtm;fra;
1995;gtm;gab;
1995;gtm;gbr;
1995;gtm;glp;
1995;gtm;grc;
1995;gtm;grd;
1995;gtm;grl;
1995;gtm;guf;
1995;gtm;hkg;
1995;gtm;hnd;
1995;gtm;hrv;
1995;gtm;hti;
1995;gtm;hun;
1995;gtm;idn;
1995;gtm;ind;
1995;gtm;irl;
1995;gtm;irn;
1995;gtm;isl;
1995;gtm;isr;
1995;gtm;ita;
1995;gtm;jam;
1995;gtm;jor;
1995;gtm;jpn;
1995;gtm;kor;
1995;gtm;kwt;
1995;gtm;lca;
1995;gtm;lka;
1995;gtm;ltu;
1995;gtm;lva;
1995;gtm;mar;
1995;gtm;mex;
1995;gtm;mlt;
1995;gtm;mmr;
1995;gtm;mtq;
1995;gtm;mys;
1995;gtm;nic;
1995;gtm;nld;
1995;gtm;nor;
1995;gtm;npl;
1995;gtm;nzl;
1995;gtm;omn;
1995;gtm;pak;
1995;gtm;pan;
1995;gtm;per;
1995;gtm;phl;
1995;gtm;pol;
1995;gtm;prk;
1995;gtm;prt;
1995;gtm;pry;
1995;gtm;qat;
1995;gtm;reu;
1995;gtm;rou;
1995;gtm;rus;
1995;gtm;sau;
1995;gtm;scg;
1995;gtm;sdn;
1995;gtm;sgp;
1995;gtm;slv;
1995;gtm;sur;
1995;gtm;svk;
1995;gtm;svn;
1995;gtm;swe;
1995;gtm;syr;
1995;gtm;tha;
1995;gtm;tto;
1995;gtm;tun;
1995;gtm;tur;
1995;gtm;ury;
1995;gtm;usa;
1995;gtm;vct;
1995;gtm;ven;
1995;gtm;vut;
1995;gtm;yem;
1995;gtm;zaf;
1995;hkg;abw;
1995;hkg;afg;
1995;hkg;ago;
1995;hkg;alb;
1995;hkg;and;
1995;hkg;ant;
1995;hkg;are;
1995;hkg;arg;
1995;hkg;arm;
1995;hkg;aus;
1995;hkg;aut;
1995;hkg;aze;
1995;hkg;bdi;
1995;hkg;bel;
1995;hkg;ben;
1995;hkg;bfa;
1995;hkg;bgd;
1995;hkg;bgr;
1995;hkg;bhr;
1995;hkg;bhs;
1995;hkg;blr;
1995;hkg;blz;
1995;hkg;bmu;
1995;hkg;bol;
1995;hkg;bra;
1995;hkg;brb;
1995;hkg;brn;
1995;hkg;btn;
1995;hkg;caf;
1995;hkg;can;
1995;hkg;che;
1995;hkg;chl;
1995;hkg;chn;
1995;hkg;civ;
1995;hkg;cmr;
1995;hkg;cod;
1995;hkg;cog;
1995;hkg;col;
1995;hkg;cri;
1995;hkg;cub;
1995;hkg;cyp;
1995;hkg;cze;
1995;hkg;deu;
1995;hkg;dji;
1995;hkg;dnk;
1995;hkg;dom;
1995;hkg;dza;
1995;hkg;ecu;
1995;hkg;egy;
1995;hkg;esp;
1995;hkg;est;
1995;hkg;eth;
1995;hkg;fin;
1995;hkg;fji;
1995;hkg;fra;
1995;hkg;gab;
1995;hkg;gbr;
1995;hkg;geo;
1995;hkg;gha;
1995;hkg;gib;
1995;hkg;gin;
1995;hkg;glp;
1995;hkg;gmb;
1995;hkg;gnb;
1995;hkg;gnq;
1995;hkg;grc;
1995;hkg;grl;
1995;hkg;gtm;
1995;hkg;guf;
1995;hkg;guy;
1995;hkg;hnd;
1995;hkg;hrv;
1995;hkg;hti;
1995;hkg;hun;
1995;hkg;idn;
1995;hkg;ind;
1995;hkg;irl;
1995;hkg;irn;
1995;hkg;isl;
1995;hkg;isr;
1995;hkg;ita;
1995;hkg;jam;
1995;hkg;jor;
1995;hkg;jpn;
1995;hkg;kaz;
1995;hkg;ken;
1995;hkg;kgz;
1995;hkg;khm;
1995;hkg;kir;
1995;hkg;kna;
1995;hkg;kor;
1995;hkg;kwt;
1995;hkg;lao;
1995;hkg;lbn;
1995;hkg;lbr;
1995;hkg;lby;
1995;hkg;lka;
1995;hkg;ltu;
1995;hkg;lva;
1995;hkg;mac;
1995;hkg;mar;
1995;hkg;mda;
1995;hkg;mdg;
1995;hkg;mdv;
1995;hkg;mex;
1995;hkg;mkd;
1995;hkg;mli;
1995;hkg;mlt;
1995;hkg;mmr;
1995;hkg;mng;
1995;hkg;moz;
1995;hkg;mrt;
1995;hkg;mtq;
1995;hkg;mus;
1995;hkg;mwi;
1995;hkg;mys;
1995;hkg;ncl;
1995;hkg;ner;
1995;hkg;nga;
1995;hkg;nic;
1995;hkg;niu;
1995;hkg;nld;
1995;hkg;nor;
1995;hkg;npl;
1995;hkg;nru;
1995;hkg;nzl;
1995;hkg;omn;
1995;hkg;pak;
1995;hkg;pan;
1995;hkg;per;
1995;hkg;phl;
1995;hkg;png;
1995;hkg;pol;
1995;hkg;prk;
1995;hkg;prt;
1995;hkg;pry;
1995;hkg;qat;
1995;hkg;reu;
1995;hkg;rou;
1995;hkg;rus;
1995;hkg;rwa;
1995;hkg;sau;
1995;hkg;sdn;
1995;hkg;sen;
1995;hkg;sgp;
1995;hkg;slb;
1995;hkg;sle;
1995;hkg;slv;
1995;hkg;som;
1995;hkg;sur;
1995;hkg;svk;
1995;hkg;svn;
1995;hkg;swe;
1995;hkg;syc;
1995;hkg;syr;
1995;hkg;tcd;
1995;hkg;tgo;
1995;hkg;tha;
1995;hkg;tjk;
1995;hkg;tkm;
1995;hkg;ton;
1995;hkg;tto;
1995;hkg;tun;
1995;hkg;tur;
1995;hkg;tuv;
1995;hkg;tza;
1995;hkg;uga;
1995;hkg;ukr;
1995;hkg;ury;
1995;hkg;usa;
1995;hkg;uzb;
1995;hkg;ven;
1995;hkg;vnm;
1995;hkg;vut;
1995;hkg;wsm;
1995;hkg;yem;
1995;hkg;zaf;
1995;hkg;zmb;
1995;hkg;zwe;
1995;hnd;abw;
1995;hnd;afg;
1995;hnd;alb;
1995;hnd;and;
1995;hnd;ant;
1995;hnd;arg;
1995;hnd;atg;
1995;hnd;aus;
1995;hnd;aut;
1995;hnd;bel;
1995;hnd;bgd;
1995;hnd;bhr;
1995;hnd;bhs;
1995;hnd;blz;
1995;hnd;bol;
1995;hnd;bra;
1995;hnd;brb;
1995;hnd;can;
1995;hnd;che;
1995;hnd;chl;
1995;hnd;chn;
1995;hnd;cod;
1995;hnd;cog;
1995;hnd;col;
1995;hnd;cri;
1995;hnd;cym;
1995;hnd;cyp;
1995;hnd;cze;
1995;hnd;deu;
1995;hnd;dma;
1995;hnd;dnk;
1995;hnd;dom;
1995;hnd;dza;
1995;hnd;ecu;
1995;hnd;egy;
1995;hnd;esp;
1995;hnd;est;
1995;hnd;fin;
1995;hnd;fra;
1995;hnd;gbr;
1995;hnd;gib;
1995;hnd;gin;
1995;hnd;glp;
1995;hnd;grc;
1995;hnd;grd;
1995;hnd;grl;
1995;hnd;gtm;
1995;hnd;guf;
1995;hnd;guy;
1995;hnd;hkg;
1995;hnd;hrv;
1995;hnd;hti;
1995;hnd;hun;
1995;hnd;idn;
1995;hnd;ind;
1995;hnd;irl;
1995;hnd;isl;
1995;hnd;isr;
1995;hnd;ita;
1995;hnd;jam;
1995;hnd;jor;
1995;hnd;jpn;
1995;hnd;kna;
1995;hnd;kor;
1995;hnd;kwt;
1995;hnd;lbn;
1995;hnd;lbr;
1995;hnd;lca;
1995;hnd;lka;
1995;hnd;lva;
1995;hnd;mar;
1995;hnd;mex;
1995;hnd;mlt;
1995;hnd;mmr;
1995;hnd;mtq;
1995;hnd;mys;
1995;hnd;ncl;
1995;hnd;nga;
1995;hnd;nic;
1995;hnd;nld;
1995;hnd;nor;
1995;hnd;nzl;
1995;hnd;omn;
1995;hnd;pak;
1995;hnd;pan;
1995;hnd;per;
1995;hnd;phl;
1995;hnd;png;
1995;hnd;pol;
1995;hnd;prk;
1995;hnd;prt;
1995;hnd;pry;
1995;hnd;reu;
1995;hnd;rou;
1995;hnd;rus;
1995;hnd;sau;
1995;hnd;sgp;
1995;hnd;slv;
1995;hnd;spm;
1995;hnd;svk;
1995;hnd;svn;
1995;hnd;swe;
1995;hnd;syr;
1995;hnd;tha;
1995;hnd;tto;
1995;hnd;tun;
1995;hnd;tur;
1995;hnd;ury;
1995;hnd;usa;
1995;hnd;vct;
1995;hnd;ven;
1995;hnd;vnm;
1995;hnd;yem;
1995;hnd;zaf;
1995;hnd;zmb;
1995;hrv;afg;
1995;hrv;ago;
1995;hrv;alb;
1995;hrv;and;
1995;hrv;are;
1995;hrv;arg;
1995;hrv;arm;
1995;hrv;atg;
1995;hrv;aus;
1995;hrv;aut;
1995;hrv;aze;
1995;hrv;bel;
1995;hrv;ben;
1995;hrv;bfa;
1995;hrv;bgd;
1995;hrv;bgr;
1995;hrv;bhr;
1995;hrv;bhs;
1995;hrv;bih;
1995;hrv;blr;
1995;hrv;blz;
1995;hrv;bmu;
1995;hrv;bol;
1995;hrv;bra;
1995;hrv;btn;
1995;hrv;caf;
1995;hrv;can;
1995;hrv;cck;
1995;hrv;che;
1995;hrv;chl;
1995;hrv;chn;
1995;hrv;civ;
1995;hrv;cmr;
1995;hrv;cod;
1995;hrv;cog;
1995;hrv;col;
1995;hrv;com;
1995;hrv;cpv;
1995;hrv;cri;
1995;hrv;cub;
1995;hrv;cym;
1995;hrv;cyp;
1995;hrv;cze;
1995;hrv;deu;
1995;hrv;dji;
1995;hrv;dma;
1995;hrv;dnk;
1995;hrv;dza;
1995;hrv;ecu;
1995;hrv;egy;
1995;hrv;eri;
1995;hrv;esh;
1995;hrv;esp;
1995;hrv;est;
1995;hrv;eth;
1995;hrv;fin;
1995;hrv;flk;
1995;hrv;fra;
1995;hrv;gab;
1995;hrv;gbr;
1995;hrv;geo;
1995;hrv;gha;
1995;hrv;gib;
1995;hrv;gin;
1995;hrv;glp;
1995;hrv;gmb;
1995;hrv;grc;
1995;hrv;grd;
1995;hrv;grl;
1995;hrv;gtm;
1995;hrv;guy;
1995;hrv;hkg;
1995;hrv;hnd;
1995;hrv;hti;
1995;hrv;hun;
1995;hrv;idn;
1995;hrv;ind;
1995;hrv;irl;
1995;hrv;irn;
1995;hrv;irq;
1995;hrv;isl;
1995;hrv;isr;
1995;hrv;ita;
1995;hrv;jam;
1995;hrv;jor;
1995;hrv;jpn;
1995;hrv;kaz;
1995;hrv;ken;
1995;hrv;kgz;
1995;hrv;kir;
1995;hrv;kor;
1995;hrv;kwt;
1995;hrv;lbn;
1995;hrv;lbr;
1995;hrv;lby;
1995;hrv;lca;
1995;hrv;lka;
1995;hrv;ltu;
1995;hrv;lva;
1995;hrv;mac;
1995;hrv;mar;
1995;hrv;mda;
1995;hrv;mdg;
1995;hrv;mdv;
1995;hrv;mex;
1995;hrv;mhl;
1995;hrv;mkd;
1995;hrv;mli;
1995;hrv;mlt;
1995;hrv;mmr;
1995;hrv;mng;
1995;hrv;moz;
1995;hrv;mrt;
1995;hrv;mtq;
1995;hrv;mus;
1995;hrv;mwi;
1995;hrv;mys;
1995;hrv;ncl;
1995;hrv;ner;
1995;hrv;nga;
1995;hrv;nic;
1995;hrv;niu;
1995;hrv;nld;
1995;hrv;nor;
1995;hrv;npl;
1995;hrv;nru;
1995;hrv;nzl;
1995;hrv;omn;
1995;hrv;pak;
1995;hrv;pan;
1995;hrv;pcn;
1995;hrv;per;
1995;hrv;phl;
1995;hrv;pol;
1995;hrv;prk;
1995;hrv;prt;
1995;hrv;pry;
1995;hrv;qat;
1995;hrv;reu;
1995;hrv;rou;
1995;hrv;rus;
1995;hrv;rwa;
1995;hrv;sau;
1995;hrv;sdn;
1995;hrv;sen;
1995;hrv;sgp;
1995;hrv;sle;
1995;hrv;slv;
1995;hrv;som;
1995;hrv;sur;
1995;hrv;svk;
1995;hrv;svn;
1995;hrv;swe;
1995;hrv;syr;
1995;hrv;tgo;
1995;hrv;tha;
1995;hrv;tjk;
1995;hrv;tkm;
1995;hrv;tto;
1995;hrv;tun;
1995;hrv;tur;
1995;hrv;tza;
1995;hrv;uga;
1995;hrv;ukr;
1995;hrv;ury;
1995;hrv;usa;
1995;hrv;uzb;
1995;hrv;vct;
1995;hrv;ven;
1995;hrv;vgb;
1995;hrv;vnm;
1995;hrv;vut;
1995;hrv;wlf;
1995;hrv;zaf;
1995;hrv;zmb;
1995;hrv;zwe;
1995;hun;afg;
1995;hun;ago;
1995;hun;alb;
1995;hun;and;
1995;hun;ant;
1995;hun;are;
1995;hun;arg;
1995;hun;arm;
1995;hun;atg;
1995;hun;aus;
1995;hun;aut;
1995;hun;aze;
1995;hun;bdi;
1995;hun;bel;
1995;hun;ben;
1995;hun;bfa;
1995;hun;bgd;
1995;hun;bgr;
1995;hun;bhr;
1995;hun;bhs;
1995;hun;bih;
1995;hun;blr;
1995;hun;blz;
1995;hun;bmu;
1995;hun;bol;
1995;hun;bra;
1995;hun;brb;
1995;hun;brn;
1995;hun;btn;
1995;hun;caf;
1995;hun;can;
1995;hun;che;
1995;hun;chl;
1995;hun;chn;
1995;hun;civ;
1995;hun;cmr;
1995;hun;cod;
1995;hun;cog;
1995;hun;col;
1995;hun;com;
1995;hun;cpv;
1995;hun;cri;
1995;hun;cub;
1995;hun;cym;
1995;hun;cyp;
1995;hun;cze;
1995;hun;deu;
1995;hun;dji;
1995;hun;dnk;
1995;hun;dom;
1995;hun;dza;
1995;hun;ecu;
1995;hun;egy;
1995;hun;esp;
1995;hun;est;
1995;hun;eth;
1995;hun;fin;
1995;hun;fji;
1995;hun;flk;
1995;hun;fra;
1995;hun;gab;
1995;hun;gbr;
1995;hun;geo;
1995;hun;gha;
1995;hun;gib;
1995;hun;gin;
1995;hun;glp;
1995;hun;gmb;
1995;hun;gnb;
1995;hun;gnq;
1995;hun;grc;
1995;hun;grd;
1995;hun;grl;
1995;hun;gtm;
1995;hun;guf;
1995;hun;guy;
1995;hun;hkg;
1995;hun;hnd;
1995;hun;hrv;
1995;hun;hti;
1995;hun;idn;
1995;hun;ind;
1995;hun;irl;
1995;hun;irn;
1995;hun;irq;
1995;hun;isl;
1995;hun;isr;
1995;hun;ita;
1995;hun;jam;
1995;hun;jor;
1995;hun;jpn;
1995;hun;kaz;
1995;hun;ken;
1995;hun;kgz;
1995;hun;khm;
1995;hun;kir;
1995;hun;kor;
1995;hun;kwt;
1995;hun;lao;
1995;hun;lbn;
1995;hun;lbr;
1995;hun;lby;
1995;hun;lka;
1995;hun;ltu;
1995;hun;lva;
1995;hun;mac;
1995;hun;mar;
1995;hun;mda;
1995;hun;mdg;
1995;hun;mdv;
1995;hun;mex;
1995;hun;mkd;
1995;hun;mli;
1995;hun;mlt;
1995;hun;mmr;
1995;hun;mng;
1995;hun;moz;
1995;hun;mrt;
1995;hun;mtq;
1995;hun;mus;
1995;hun;mwi;
1995;hun;mys;
1995;hun;ner;
1995;hun;nga;
1995;hun;nic;
1995;hun;nld;
1995;hun;nor;
1995;hun;npl;
1995;hun;nru;
1995;hun;nzl;
1995;hun;omn;
1995;hun;pak;
1995;hun;pan;
1995;hun;per;
1995;hun;phl;
1995;hun;pol;
1995;hun;prk;
1995;hun;prt;
1995;hun;pry;
1995;hun;qat;
1995;hun;reu;
1995;hun;rou;
1995;hun;rus;
1995;hun;rwa;
1995;hun;sau;
1995;hun;scg;
1995;hun;sdn;
1995;hun;sen;
1995;hun;sgp;
1995;hun;slb;
1995;hun;sle;
1995;hun;slv;
1995;hun;som;
1995;hun;stp;
1995;hun;sur;
1995;hun;svk;
1995;hun;svn;
1995;hun;swe;
1995;hun;syr;
1995;hun;tcd;
1995;hun;tgo;
1995;hun;tha;
1995;hun;tjk;
1995;hun;tkm;
1995;hun;tto;
1995;hun;tun;
1995;hun;tur;
1995;hun;tuv;
1995;hun;tza;
1995;hun;uga;
1995;hun;ukr;
1995;hun;ury;
1995;hun;usa;
1995;hun;uzb;
1995;hun;ven;
1995;hun;vnm;
1995;hun;wsm;
1995;hun;yem;
1995;hun;zaf;
1995;hun;zmb;
1995;hun;zwe;
1995;idn;afg;
1995;idn;ago;
1995;idn;alb;
1995;idn;and;
1995;idn;ant;
1995;idn;are;
1995;idn;arg;
1995;idn;aus;
1995;idn;aut;
1995;idn;bel;
1995;idn;ben;
1995;idn;bfa;
1995;idn;bgd;
1995;idn;bgr;
1995;idn;bhr;
1995;idn;bhs;
1995;idn;bol;
1995;idn;bra;
1995;idn;caf;
1995;idn;can;
1995;idn;che;
1995;idn;chl;
1995;idn;chn;
1995;idn;civ;
1995;idn;cmr;
1995;idn;cog;
1995;idn;col;
1995;idn;cri;
1995;idn;cub;
1995;idn;cyp;
1995;idn;cze;
1995;idn;deu;
1995;idn;dnk;
1995;idn;dza;
1995;idn;ecu;
1995;idn;egy;
1995;idn;esp;
1995;idn;est;
1995;idn;eth;
1995;idn;fin;
1995;idn;fra;
1995;idn;gab;
1995;idn;gbr;
1995;idn;gha;
1995;idn;gin;
1995;idn;glp;
1995;idn;gnb;
1995;idn;grc;
1995;idn;grl;
1995;idn;gtm;
1995;idn;guf;
1995;idn;guy;
1995;idn;hkg;
1995;idn;hnd;
1995;idn;hrv;
1995;idn;hun;
1995;idn;ind;
1995;idn;irl;
1995;idn;irn;
1995;idn;irq;
1995;idn;isl;
1995;idn;isr;
1995;idn;ita;
1995;idn;jam;
1995;idn;jor;
1995;idn;jpn;
1995;idn;ken;
1995;idn;khm;
1995;idn;kor;
1995;idn;kwt;
1995;idn;lao;
1995;idn;lbn;
1995;idn;lbr;
1995;idn;lby;
1995;idn;lka;
1995;idn;ltu;
1995;idn;lva;
1995;idn;mac;
1995;idn;mar;
1995;idn;mdg;
1995;idn;mex;
1995;idn;mkd;
1995;idn;mli;
1995;idn;mlt;
1995;idn;mmr;
1995;idn;moz;
1995;idn;mrt;
1995;idn;mtq;
1995;idn;mwi;
1995;idn;mys;
1995;idn;ner;
1995;idn;nga;
1995;idn;nic;
1995;idn;nld;
1995;idn;nor;
1995;idn;nzl;
1995;idn;omn;
1995;idn;pak;
1995;idn;pan;
1995;idn;per;
1995;idn;phl;
1995;idn;png;
1995;idn;pol;
1995;idn;prk;
1995;idn;prt;
1995;idn;pry;
1995;idn;qat;
1995;idn;reu;
1995;idn;rou;
1995;idn;rus;
1995;idn;sau;
1995;idn;scg;
1995;idn;sdn;
1995;idn;sen;
1995;idn;sgp;
1995;idn;sle;
1995;idn;slv;
1995;idn;som;
1995;idn;sur;
1995;idn;svk;
1995;idn;svn;
1995;idn;swe;
1995;idn;syr;
1995;idn;tcd;
1995;idn;tgo;
1995;idn;tha;
1995;idn;tls;
1995;idn;tto;
1995;idn;tun;
1995;idn;tur;
1995;idn;tza;
1995;idn;uga;
1995;idn;ury;
1995;idn;usa;
1995;idn;ven;
1995;idn;vnm;
1995;idn;yem;
1995;idn;zaf;
1995;idn;zmb;
1995;idn;zwe;
1995;ind;afg;
1995;ind;ago;
1995;ind;alb;
1995;ind;and;
1995;ind;ant;
1995;ind;are;
1995;ind;arg;
1995;ind;arm;
1995;ind;atf;
1995;ind;atg;
1995;ind;aus;
1995;ind;aut;
1995;ind;aze;
1995;ind;bdi;
1995;ind;bel;
1995;ind;ben;
1995;ind;bfa;
1995;ind;bgd;
1995;ind;bgr;
1995;ind;bhr;
1995;ind;bhs;
1995;ind;blr;
1995;ind;blz;
1995;ind;bmu;
1995;ind;bol;
1995;ind;bra;
1995;ind;brb;
1995;ind;brn;
1995;ind;btn;
1995;ind;caf;
1995;ind;can;
1995;ind;che;
1995;ind;chl;
1995;ind;chn;
1995;ind;civ;
1995;ind;cmr;
1995;ind;cod;
1995;ind;cog;
1995;ind;cok;
1995;ind;col;
1995;ind;com;
1995;ind;cpv;
1995;ind;cri;
1995;ind;cub;
1995;ind;cxr;
1995;ind;cym;
1995;ind;cyp;
1995;ind;cze;
1995;ind;deu;
1995;ind;dji;
1995;ind;dma;
1995;ind;dnk;
1995;ind;dom;
1995;ind;dza;
1995;ind;ecu;
1995;ind;egy;
1995;ind;esp;
1995;ind;est;
1995;ind;eth;
1995;ind;fin;
1995;ind;fji;
1995;ind;fra;
1995;ind;fro;
1995;ind;gab;
1995;ind;gbr;
1995;ind;geo;
1995;ind;gha;
1995;ind;gib;
1995;ind;gin;
1995;ind;glp;
1995;ind;gmb;
1995;ind;gnb;
1995;ind;gnq;
1995;ind;grc;
1995;ind;grd;
1995;ind;grl;
1995;ind;gtm;
1995;ind;guf;
1995;ind;guy;
1995;ind;hkg;
1995;ind;hnd;
1995;ind;hrv;
1995;ind;hti;
1995;ind;hun;
1995;ind;idn;
1995;ind;irl;
1995;ind;irn;
1995;ind;irq;
1995;ind;isl;
1995;ind;isr;
1995;ind;ita;
1995;ind;jam;
1995;ind;jor;
1995;ind;jpn;
1995;ind;kaz;
1995;ind;ken;
1995;ind;kgz;
1995;ind;khm;
1995;ind;kir;
1995;ind;kna;
1995;ind;kor;
1995;ind;kwt;
1995;ind;lao;
1995;ind;lbn;
1995;ind;lbr;
1995;ind;lby;
1995;ind;lca;
1995;ind;lka;
1995;ind;ltu;
1995;ind;lva;
1995;ind;mac;
1995;ind;mar;
1995;ind;mda;
1995;ind;mdg;
1995;ind;mdv;
1995;ind;mex;
1995;ind;mkd;
1995;ind;mli;
1995;ind;mlt;
1995;ind;mmr;
1995;ind;mng;
1995;ind;moz;
1995;ind;mrt;
1995;ind;msr;
1995;ind;mtq;
1995;ind;mus;
1995;ind;mwi;
1995;ind;mys;
1995;ind;ncl;
1995;ind;ner;
1995;ind;nfk;
1995;ind;nga;
1995;ind;nic;
1995;ind;nld;
1995;ind;nor;
1995;ind;npl;
1995;ind;nru;
1995;ind;nzl;
1995;ind;omn;
1995;ind;pak;
1995;ind;pan;
1995;ind;pcn;
1995;ind;per;
1995;ind;phl;
1995;ind;png;
1995;ind;pol;
1995;ind;prk;
1995;ind;prt;
1995;ind;pry;
1995;ind;pyf;
1995;ind;qat;
1995;ind;reu;
1995;ind;rou;
1995;ind;rus;
1995;ind;rwa;
1995;ind;sau;
1995;ind;scg;
1995;ind;sdn;
1995;ind;sen;
1995;ind;sgp;
1995;ind;shn;
1995;ind;slb;
1995;ind;sle;
1995;ind;slv;
1995;ind;som;
1995;ind;spm;
1995;ind;stp;
1995;ind;sur;
1995;ind;svk;
1995;ind;svn;
1995;ind;swe;
1995;ind;syc;
1995;ind;syr;
1995;ind;tca;
1995;ind;tcd;
1995;ind;tgo;
1995;ind;tha;
1995;ind;tjk;
1995;ind;tkl;
1995;ind;tkm;
1995;ind;tls;
1995;ind;ton;
1995;ind;tto;
1995;ind;tun;
1995;ind;tur;
1995;ind;tza;
1995;ind;uga;
1995;ind;ukr;
1995;ind;ury;
1995;ind;usa;
1995;ind;uzb;
1995;ind;ven;
1995;ind;vgb;
1995;ind;vnm;
1995;ind;vut;
1995;ind;wsm;
1995;ind;yem;
1995;ind;zaf;
1995;ind;zmb;
1995;ind;zwe;
1995;irl;abw;
1995;irl;afg;
1995;irl;ago;
1995;irl;alb;
1995;irl;and;
1995;irl;ant;
1995;irl;are;
1995;irl;arg;
1995;irl;atg;
1995;irl;aus;
1995;irl;aut;
1995;irl;aze;
1995;irl;bdi;
1995;irl;bel;
1995;irl;ben;
1995;irl;bfa;
1995;irl;bgd;
1995;irl;bgr;
1995;irl;bhr;
1995;irl;bhs;
1995;irl;bih;
1995;irl;blr;
1995;irl;blz;
1995;irl;bmu;
1995;irl;bol;
1995;irl;bra;
1995;irl;brb;
1995;irl;brn;
1995;irl;btn;
1995;irl;caf;
1995;irl;can;
1995;irl;cck;
1995;irl;che;
1995;irl;chl;
1995;irl;chn;
1995;irl;civ;
1995;irl;cmr;
1995;irl;cod;
1995;irl;cog;
1995;irl;cok;
1995;irl;col;
1995;irl;com;
1995;irl;cpv;
1995;irl;cri;
1995;irl;cub;
1995;irl;cym;
1995;irl;cyp;
1995;irl;cze;
1995;irl;deu;
1995;irl;dji;
1995;irl;dma;
1995;irl;dnk;
1995;irl;dom;
1995;irl;dza;
1995;irl;ecu;
1995;irl;egy;
1995;irl;eri;
1995;irl;esp;
1995;irl;est;
1995;irl;eth;
1995;irl;fin;
1995;irl;fji;
1995;irl;flk;
1995;irl;fra;
1995;irl;fro;
1995;irl;fsm;
1995;irl;gab;
1995;irl;gbr;
1995;irl;geo;
1995;irl;gha;
1995;irl;gib;
1995;irl;gin;
1995;irl;glp;
1995;irl;gmb;
1995;irl;gnb;
1995;irl;gnq;
1995;irl;grc;
1995;irl;grd;
1995;irl;grl;
1995;irl;gtm;
1995;irl;guf;
1995;irl;guy;
1995;irl;hkg;
1995;irl;hnd;
1995;irl;hrv;
1995;irl;hti;
1995;irl;hun;
1995;irl;idn;
1995;irl;ind;
1995;irl;iot;
1995;irl;irn;
1995;irl;irq;
1995;irl;isl;
1995;irl;isr;
1995;irl;ita;
1995;irl;jam;
1995;irl;jor;
1995;irl;jpn;
1995;irl;kaz;
1995;irl;ken;
1995;irl;kgz;
1995;irl;khm;
1995;irl;kir;
1995;irl;kna;
1995;irl;kor;
1995;irl;kwt;
1995;irl;lao;
1995;irl;lbn;
1995;irl;lbr;
1995;irl;lby;
1995;irl;lca;
1995;irl;lka;
1995;irl;ltu;
1995;irl;lva;
1995;irl;mac;
1995;irl;mar;
1995;irl;mda;
1995;irl;mdg;
1995;irl;mdv;
1995;irl;mex;
1995;irl;mkd;
1995;irl;mli;
1995;irl;mlt;
1995;irl;mmr;
1995;irl;mng;
1995;irl;mnp;
1995;irl;moz;
1995;irl;mrt;
1995;irl;msr;
1995;irl;mtq;
1995;irl;mus;
1995;irl;mwi;
1995;irl;mys;
1995;irl;ncl;
1995;irl;ner;
1995;irl;nga;
1995;irl;nic;
1995;irl;nld;
1995;irl;nor;
1995;irl;npl;
1995;irl;nru;
1995;irl;nzl;
1995;irl;omn;
1995;irl;pak;
1995;irl;pan;
1995;irl;pcn;
1995;irl;per;
1995;irl;phl;
1995;irl;png;
1995;irl;pol;
1995;irl;prk;
1995;irl;prt;
1995;irl;pry;
1995;irl;pyf;
1995;irl;qat;
1995;irl;reu;
1995;irl;rou;
1995;irl;rus;
1995;irl;rwa;
1995;irl;sau;
1995;irl;sdn;
1995;irl;sen;
1995;irl;sgp;
1995;irl;shn;
1995;irl;slb;
1995;irl;sle;
1995;irl;slv;
1995;irl;som;
1995;irl;spm;
1995;irl;stp;
1995;irl;sur;
1995;irl;svk;
1995;irl;svn;
1995;irl;swe;
1995;irl;syc;
1995;irl;syr;
1995;irl;tca;
1995;irl;tcd;
1995;irl;tgo;
1995;irl;tha;
1995;irl;tjk;
