year;origin;destination;
1994;ken;isl;
1994;ken;isr;
1994;ken;ita;
1994;ken;jam;
1994;ken;jor;
1994;ken;jpn;
1994;ken;kor;
1994;ken;kwt;
1994;ken;lbn;
1994;ken;lbr;
1994;ken;lka;
1994;ken;lva;
1994;ken;mar;
1994;ken;mdg;
1994;ken;mex;
1994;ken;mlt;
1994;ken;mmr;
1994;ken;moz;
1994;ken;mrt;
1994;ken;mtq;
1994;ken;mus;
1994;ken;mwi;
1994;ken;mys;
1994;ken;nga;
1994;ken;nld;
1994;ken;nor;
1994;ken;nzl;
1994;ken;omn;
1994;ken;pak;
1994;ken;per;
1994;ken;phl;
1994;ken;pol;
1994;ken;prk;
1994;ken;prt;
1994;ken;qat;
1994;ken;reu;
1994;ken;rou;
1994;ken;rus;
1994;ken;rwa;
1994;ken;sau;
1994;ken;scg;
1994;ken;sdn;
1994;ken;sen;
1994;ken;sgp;
1994;ken;sle;
1994;ken;som;
1994;ken;svk;
1994;ken;svn;
1994;ken;swe;
1994;ken;syc;
1994;ken;syr;
1994;ken;tgo;
1994;ken;tha;
1994;ken;tto;
1994;ken;tun;
1994;ken;tur;
1994;ken;tza;
1994;ken;uga;
1994;ken;ury;
1994;ken;usa;
1994;ken;ven;
1994;ken;vnm;
1994;ken;yem;
1994;ken;zaf;
1994;ken;zmb;
1994;ken;zwe;
1994;kgz;aus;
1994;kgz;aut;
1994;kgz;bel;
1994;kgz;can;
1994;kgz;che;
1994;kgz;chn;
1994;kgz;cyp;
1994;kgz;cze;
1994;kgz;deu;
1994;kgz;dnk;
1994;kgz;esp;
1994;kgz;fin;
1994;kgz;fra;
1994;kgz;fro;
1994;kgz;gbr;
1994;kgz;grc;
1994;kgz;hkg;
1994;kgz;hrv;
1994;kgz;hun;
1994;kgz;irl;
1994;kgz;isr;
1994;kgz;ita;
1994;kgz;jpn;
1994;kgz;kor;
1994;kgz;lka;
1994;kgz;ltu;
1994;kgz;lva;
1994;kgz;mkd;
1994;kgz;mys;
1994;kgz;nld;
1994;kgz;nzl;
1994;kgz;per;
1994;kgz;pol;
1994;kgz;prt;
1994;kgz;rou;
1994;kgz;sau;
1994;kgz;svk;
1994;kgz;swe;
1994;kgz;tha;
1994;kgz;tur;
1994;kgz;usa;
1994;kgz;zaf;
1994;khm;aus;
1994;khm;aut;
1994;khm;bel;
1994;khm;bhr;
1994;khm;bra;
1994;khm;brn;
1994;khm;can;
1994;khm;che;
1994;khm;chl;
1994;khm;chn;
1994;khm;col;
1994;khm;cze;
1994;khm;deu;
1994;khm;dnk;
1994;khm;dza;
1994;khm;ecu;
1994;khm;egy;
1994;khm;esp;
1994;khm;fin;
1994;khm;fji;
1994;khm;fra;
1994;khm;fro;
1994;khm;gbr;
1994;khm;grc;
1994;khm;grl;
1994;khm;hkg;
1994;khm;hrv;
1994;khm;hun;
1994;khm;idn;
1994;khm;ind;
1994;khm;irl;
1994;khm;isl;
1994;khm;isr;
1994;khm;ita;
1994;khm;jpn;
1994;khm;lka;
1994;khm;lva;
1994;khm;mex;
1994;khm;mlt;
1994;khm;mus;
1994;khm;mys;
1994;khm;nld;
1994;khm;nor;
1994;khm;nzl;
1994;khm;per;
1994;khm;phl;
1994;khm;pol;
1994;khm;prt;
1994;khm;qat;
1994;khm;reu;
1994;khm;sau;
1994;khm;sgp;
1994;khm;slv;
1994;khm;svn;
1994;khm;swe;
1994;khm;tha;
1994;khm;ury;
1994;khm;usa;
1994;khm;zaf;
1994;khm;zwe;
1994;kor;afg;
1994;kor;ago;
1994;kor;and;
1994;kor;are;
1994;kor;arg;
1994;kor;arm;
1994;kor;atf;
1994;kor;atg;
1994;kor;aus;
1994;kor;aut;
1994;kor;aze;
1994;kor;bdi;
1994;kor;bel;
1994;kor;ben;
1994;kor;bfa;
1994;kor;bgd;
1994;kor;bgr;
1994;kor;bhr;
1994;kor;bhs;
1994;kor;blr;
1994;kor;blz;
1994;kor;bmu;
1994;kor;bol;
1994;kor;bra;
1994;kor;brb;
1994;kor;brn;
1994;kor;btn;
1994;kor;caf;
1994;kor;can;
1994;kor;che;
1994;kor;chl;
1994;kor;chn;
1994;kor;civ;
1994;kor;cmr;
1994;kor;cod;
1994;kor;cog;
1994;kor;cok;
1994;kor;col;
1994;kor;com;
1994;kor;cpv;
1994;kor;cri;
1994;kor;cxr;
1994;kor;cym;
1994;kor;cyp;
1994;kor;cze;
1994;kor;deu;
1994;kor;dji;
1994;kor;dma;
1994;kor;dnk;
1994;kor;dom;
1994;kor;dza;
1994;kor;ecu;
1994;kor;egy;
1994;kor;eri;
1994;kor;esh;
1994;kor;esp;
1994;kor;est;
1994;kor;eth;
1994;kor;fin;
1994;kor;fji;
1994;kor;flk;
1994;kor;fra;
1994;kor;fro;
1994;kor;fsm;
1994;kor;gab;
1994;kor;gbr;
1994;kor;geo;
1994;kor;gha;
1994;kor;gib;
1994;kor;gin;
1994;kor;glp;
1994;kor;gmb;
1994;kor;gnb;
1994;kor;grc;
1994;kor;grd;
1994;kor;grl;
1994;kor;gtm;
1994;kor;guf;
1994;kor;guy;
1994;kor;hkg;
1994;kor;hnd;
1994;kor;hrv;
1994;kor;hti;
1994;kor;hun;
1994;kor;idn;
1994;kor;ind;
1994;kor;iot;
1994;kor;irl;
1994;kor;irn;
1994;kor;irq;
1994;kor;isl;
1994;kor;isr;
1994;kor;ita;
1994;kor;jam;
1994;kor;jor;
1994;kor;jpn;
1994;kor;kaz;
1994;kor;ken;
1994;kor;kgz;
1994;kor;kir;
1994;kor;kna;
1994;kor;kwt;
1994;kor;lbn;
1994;kor;lbr;
1994;kor;lby;
1994;kor;lca;
1994;kor;lka;
1994;kor;ltu;
1994;kor;lva;
1994;kor;mac;
1994;kor;mar;
1994;kor;mda;
1994;kor;mdg;
1994;kor;mdv;
1994;kor;mex;
1994;kor;mhl;
1994;kor;mkd;
1994;kor;mli;
1994;kor;mlt;
1994;kor;mmr;
1994;kor;mng;
1994;kor;mnp;
1994;kor;moz;
1994;kor;mrt;
1994;kor;msr;
1994;kor;mtq;
1994;kor;mus;
1994;kor;mwi;
1994;kor;mys;
1994;kor;ncl;
1994;kor;ner;
1994;kor;nfk;
1994;kor;nga;
1994;kor;nic;
1994;kor;niu;
1994;kor;nld;
1994;kor;nor;
1994;kor;npl;
1994;kor;nru;
1994;kor;nzl;
1994;kor;omn;
1994;kor;pak;
1994;kor;pan;
1994;kor;pcn;
1994;kor;per;
1994;kor;phl;
1994;kor;plw;
1994;kor;png;
1994;kor;pol;
1994;kor;prk;
1994;kor;prt;
1994;kor;pry;
1994;kor;pyf;
1994;kor;qat;
1994;kor;reu;
1994;kor;rou;
1994;kor;rus;
1994;kor;rwa;
1994;kor;sau;
1994;kor;scg;
1994;kor;sdn;
1994;kor;sen;
1994;kor;sgp;
1994;kor;slb;
1994;kor;sle;
1994;kor;slv;
1994;kor;som;
1994;kor;stp;
1994;kor;sur;
1994;kor;svk;
1994;kor;svn;
1994;kor;swe;
1994;kor;syc;
1994;kor;syr;
1994;kor;tca;
1994;kor;tcd;
1994;kor;tgo;
1994;kor;tha;
1994;kor;tjk;
1994;kor;tkl;
1994;kor;tkm;
1994;kor;ton;
1994;kor;tto;
1994;kor;tun;
1994;kor;tur;
1994;kor;tuv;
1994;kor;tza;
1994;kor;uga;
1994;kor;ukr;
1994;kor;ury;
1994;kor;usa;
1994;kor;uzb;
1994;kor;vct;
1994;kor;ven;
1994;kor;vgb;
1994;kor;vnm;
1994;kor;vut;
1994;kor;wlf;
1994;kor;wsm;
1994;kor;yem;
1994;kor;zaf;
1994;kor;zmb;
1994;kor;zwe;
1994;kwt;afg;
1994;kwt;alb;
1994;kwt;are;
1994;kwt;arg;
1994;kwt;arm;
1994;kwt;aus;
1994;kwt;aut;
1994;kwt;bel;
1994;kwt;bgd;
1994;kwt;bgr;
1994;kwt;bhr;
1994;kwt;bra;
1994;kwt;can;
1994;kwt;che;
1994;kwt;chl;
1994;kwt;chn;
1994;kwt;civ;
1994;kwt;cod;
1994;kwt;col;
1994;kwt;cri;
1994;kwt;cub;
1994;kwt;cyp;
1994;kwt;cze;
1994;kwt;deu;
1994;kwt;dnk;
1994;kwt;dom;
1994;kwt;dza;
1994;kwt;ecu;
1994;kwt;egy;
1994;kwt;esp;
1994;kwt;est;
1994;kwt;eth;
1994;kwt;fin;
1994;kwt;fra;
1994;kwt;gab;
1994;kwt;gbr;
1994;kwt;gha;
1994;kwt;grc;
1994;kwt;gtm;
1994;kwt;hkg;
1994;kwt;hrv;
1994;kwt;hun;
1994;kwt;idn;
1994;kwt;ind;
1994;kwt;irl;
1994;kwt;irn;
1994;kwt;isl;
1994;kwt;ita;
1994;kwt;jor;
1994;kwt;jpn;
1994;kwt;ken;
1994;kwt;kor;
1994;kwt;lbn;
1994;kwt;lka;
1994;kwt;ltu;
1994;kwt;mac;
1994;kwt;mar;
1994;kwt;mdg;
1994;kwt;mex;
1994;kwt;mlt;
1994;kwt;mmr;
1994;kwt;moz;
1994;kwt;mtq;
1994;kwt;mus;
1994;kwt;mys;
1994;kwt;nga;
1994;kwt;nld;
1994;kwt;nor;
1994;kwt;nzl;
1994;kwt;omn;
1994;kwt;pak;
1994;kwt;pan;
1994;kwt;per;
1994;kwt;phl;
1994;kwt;pol;
1994;kwt;prt;
1994;kwt;qat;
1994;kwt;rou;
1994;kwt;rus;
1994;kwt;sau;
1994;kwt;sdn;
1994;kwt;sen;
1994;kwt;sgp;
1994;kwt;slv;
1994;kwt;som;
1994;kwt;svk;
1994;kwt;svn;
1994;kwt;swe;
1994;kwt;syr;
1994;kwt;tcd;
1994;kwt;tha;
1994;kwt;tun;
1994;kwt;tur;
1994;kwt;tza;
1994;kwt;ukr;
1994;kwt;ury;
1994;kwt;usa;
1994;kwt;ven;
1994;kwt;vnm;
1994;kwt;zaf;
1994;kwt;zwe;
1994;lao;aus;
1994;lao;aut;
1994;lao;bel;
1994;lao;bhr;
1994;lao;bra;
1994;lao;can;
1994;lao;che;
1994;lao;chn;
1994;lao;cyp;
1994;lao;cze;
1994;lao;deu;
1994;lao;dnk;
1994;lao;dza;
1994;lao;egy;
1994;lao;esp;
1994;lao;fin;
1994;lao;fra;
1994;lao;fro;
1994;lao;gbr;
1994;lao;glp;
1994;lao;grc;
1994;lao;grl;
1994;lao;hkg;
1994;lao;hnd;
1994;lao;hrv;
1994;lao;hun;
1994;lao;idn;
1994;lao;ind;
1994;lao;irl;
1994;lao;isl;
1994;lao;ita;
1994;lao;jor;
1994;lao;jpn;
1994;lao;ltu;
1994;lao;mac;
1994;lao;mex;
1994;lao;mkd;
1994;lao;mys;
1994;lao;nld;
1994;lao;nor;
1994;lao;nzl;
1994;lao;per;
1994;lao;pol;
1994;lao;prt;
1994;lao;reu;
1994;lao;rou;
1994;lao;sau;
1994;lao;sgp;
1994;lao;svk;
1994;lao;svn;
1994;lao;swe;
1994;lao;tha;
1994;lao;tur;
1994;lao;usa;
1994;lbn;arg;
1994;lbn;aus;
1994;lbn;aut;
1994;lbn;bel;
1994;lbn;bhr;
1994;lbn;bol;
1994;lbn;bra;
1994;lbn;brn;
1994;lbn;can;
1994;lbn;che;
1994;lbn;chl;
1994;lbn;chn;
1994;lbn;col;
1994;lbn;cyp;
1994;lbn;cze;
1994;lbn;deu;
1994;lbn;dnk;
1994;lbn;dza;
1994;lbn;egy;
1994;lbn;esp;
1994;lbn;fin;
1994;lbn;fji;
1994;lbn;fra;
1994;lbn;gab;
1994;lbn;gbr;
1994;lbn;glp;
1994;lbn;grc;
1994;lbn;guf;
1994;lbn;hkg;
1994;lbn;hnd;
1994;lbn;hrv;
1994;lbn;hun;
1994;lbn;idn;
1994;lbn;ind;
1994;lbn;irl;
1994;lbn;isl;
1994;lbn;ita;
1994;lbn;jor;
1994;lbn;jpn;
1994;lbn;ken;
1994;lbn;kor;
1994;lbn;kwt;
1994;lbn;lka;
1994;lbn;ltu;
1994;lbn;lva;
1994;lbn;mar;
1994;lbn;mex;
1994;lbn;mkd;
1994;lbn;mlt;
1994;lbn;mtq;
1994;lbn;mus;
1994;lbn;mys;
1994;lbn;nld;
1994;lbn;nor;
1994;lbn;nzl;
1994;lbn;omn;
1994;lbn;phl;
1994;lbn;pol;
1994;lbn;prt;
1994;lbn;pry;
1994;lbn;qat;
1994;lbn;reu;
1994;lbn;rou;
1994;lbn;sau;
1994;lbn;sgp;
1994;lbn;slv;
1994;lbn;svk;
1994;lbn;svn;
1994;lbn;swe;
1994;lbn;tha;
1994;lbn;tun;
1994;lbn;tur;
1994;lbn;ury;
1994;lbn;usa;
1994;lbn;ven;
1994;lbn;zaf;
1994;lbn;zwe;
1994;lbr;arg;
1994;lbr;aus;
1994;lbr;aut;
1994;lbr;bel;
1994;lbr;bra;
1994;lbr;can;
1994;lbr;che;
1994;lbr;chl;
1994;lbr;chn;
1994;lbr;col;
1994;lbr;cze;
1994;lbr;deu;
1994;lbr;dnk;
1994;lbr;dza;
1994;lbr;ecu;
1994;lbr;egy;
1994;lbr;esp;
1994;lbr;fin;
1994;lbr;fra;
1994;lbr;fro;
1994;lbr;gbr;
1994;lbr;grc;
1994;lbr;hkg;
1994;lbr;hrv;
1994;lbr;hun;
1994;lbr;idn;
1994;lbr;ind;
1994;lbr;irl;
1994;lbr;isr;
1994;lbr;ita;
1994;lbr;jpn;
1994;lbr;ken;
1994;lbr;kor;
1994;lbr;mex;
1994;lbr;mys;
1994;lbr;nld;
1994;lbr;nor;
1994;lbr;per;
1994;lbr;phl;
1994;lbr;pol;
1994;lbr;prt;
1994;lbr;qat;
1994;lbr;rou;
1994;lbr;sau;
1994;lbr;sgp;
1994;lbr;svk;
1994;lbr;svn;
1994;lbr;swe;
1994;lbr;tha;
1994;lbr;tur;
1994;lbr;usa;
1994;lbr;ven;
1994;lbr;zaf;
1994;lby;arg;
1994;lby;aus;
1994;lby;aut;
1994;lby;bel;
1994;lby;bhr;
1994;lby;bra;
1994;lby;can;
1994;lby;che;
1994;lby;chl;
1994;lby;chn;
1994;lby;col;
1994;lby;cyp;
1994;lby;cze;
1994;lby;deu;
1994;lby;dnk;
1994;lby;dza;
1994;lby;ecu;
1994;lby;egy;
1994;lby;esp;
1994;lby;fin;
1994;lby;fji;
1994;lby;fra;
1994;lby;gbr;
1994;lby;grc;
1994;lby;hkg;
1994;lby;hnd;
1994;lby;hrv;
1994;lby;hun;
1994;lby;idn;
1994;lby;ind;
1994;lby;irl;
1994;lby;ita;
1994;lby;jor;
1994;lby;jpn;
1994;lby;kor;
1994;lby;lka;
1994;lby;mar;
1994;lby;mex;
1994;lby;mkd;
1994;lby;mlt;
1994;lby;mus;
1994;lby;mys;
1994;lby;nld;
1994;lby;nor;
1994;lby;nzl;
1994;lby;per;
1994;lby;phl;
1994;lby;pol;
1994;lby;prt;
1994;lby;rou;
1994;lby;sau;
1994;lby;sgp;
1994;lby;svk;
1994;lby;svn;
1994;lby;swe;
1994;lby;tha;
1994;lby;tun;
1994;lby;tur;
1994;lby;usa;
1994;lby;ven;
1994;lby;zaf;
1994;lby;zwe;
1994;lka;afg;
1994;lka;alb;
1994;lka;ant;
1994;lka;are;
1994;lka;arg;
1994;lka;atg;
1994;lka;aus;
1994;lka;aut;
1994;lka;aze;
1994;lka;bel;
1994;lka;bgd;
1994;lka;bgr;
1994;lka;bhr;
1994;lka;bhs;
1994;lka;blr;
1994;lka;bmu;
1994;lka;bol;
1994;lka;bra;
1994;lka;brb;
1994;lka;brn;
1994;lka;caf;
1994;lka;can;
1994;lka;che;
1994;lka;chl;
1994;lka;chn;
1994;lka;cmr;
1994;lka;cod;
1994;lka;col;
1994;lka;cri;
1994;lka;cub;
1994;lka;cym;
1994;lka;cyp;
1994;lka;cze;
1994;lka;deu;
1994;lka;dma;
1994;lka;dnk;
1994;lka;dom;
1994;lka;dza;
1994;lka;ecu;
1994;lka;egy;
1994;lka;esp;
1994;lka;est;
1994;lka;fin;
1994;lka;fji;
1994;lka;fra;
1994;lka;fro;
1994;lka;gbr;
1994;lka;geo;
1994;lka;gha;
1994;lka;gib;
1994;lka;glp;
1994;lka;gmb;
1994;lka;grc;
1994;lka;grl;
1994;lka;gtm;
1994;lka;guf;
1994;lka;guy;
1994;lka;hkg;
1994;lka;hnd;
1994;lka;hrv;
1994;lka;hun;
1994;lka;idn;
1994;lka;ind;
1994;lka;irl;
1994;lka;irn;
1994;lka;irq;
1994;lka;isl;
1994;lka;isr;
1994;lka;ita;
1994;lka;jam;
1994;lka;jor;
1994;lka;jpn;
1994;lka;ken;
1994;lka;kgz;
1994;lka;khm;
1994;lka;kir;
1994;lka;kor;
1994;lka;kwt;
1994;lka;lbn;
1994;lka;lby;
1994;lka;lca;
1994;lka;ltu;
1994;lka;lva;
1994;lka;mac;
1994;lka;mar;
1994;lka;mda;
1994;lka;mdg;
1994;lka;mdv;
1994;lka;mex;
1994;lka;mkd;
1994;lka;mli;
1994;lka;mlt;
1994;lka;mmr;
1994;lka;mrt;
1994;lka;mtq;
1994;lka;mus;
1994;lka;mwi;
1994;lka;mys;
1994;lka;ncl;
1994;lka;ner;
1994;lka;nga;
1994;lka;nic;
1994;lka;nld;
1994;lka;nor;
1994;lka;npl;
1994;lka;nzl;
1994;lka;omn;
1994;lka;pak;
1994;lka;pan;
1994;lka;per;
1994;lka;phl;
1994;lka;png;
1994;lka;pol;
1994;lka;prk;
1994;lka;prt;
1994;lka;pry;
1994;lka;qat;
1994;lka;reu;
1994;lka;rou;
1994;lka;rus;
1994;lka;sau;
1994;lka;sdn;
1994;lka;sen;
1994;lka;sgp;
1994;lka;sle;
1994;lka;slv;
1994;lka;sur;
1994;lka;svk;
1994;lka;svn;
1994;lka;swe;
1994;lka;syc;
1994;lka;syr;
1994;lka;tcd;
1994;lka;tgo;
1994;lka;tha;
1994;lka;tto;
1994;lka;tun;
1994;lka;tur;
1994;lka;tza;
1994;lka;ukr;
1994;lka;ury;
1994;lka;usa;
1994;lka;ven;
1994;lka;vnm;
1994;lka;yem;
1994;lka;zaf;
1994;lka;zmb;
1994;lka;zwe;
1994;ltu;afg;
1994;ltu;aia;
1994;ltu;and;
1994;ltu;ant;
1994;ltu;are;
1994;ltu;arg;
1994;ltu;arm;
1994;ltu;aus;
1994;ltu;aut;
1994;ltu;aze;
1994;ltu;bdi;
1994;ltu;bel;
1994;ltu;bgd;
1994;ltu;bgr;
1994;ltu;blr;
1994;ltu;bra;
1994;ltu;btn;
1994;ltu;can;
1994;ltu;che;
1994;ltu;chl;
1994;ltu;chn;
1994;ltu;cmr;
1994;ltu;cog;
1994;ltu;col;
1994;ltu;cpv;
1994;ltu;cri;
1994;ltu;cxr;
1994;ltu;cyp;
1994;ltu;cze;
1994;ltu;deu;
1994;ltu;dma;
1994;ltu;dnk;
1994;ltu;ecu;
1994;ltu;egy;
1994;ltu;esp;
1994;ltu;est;
1994;ltu;eth;
1994;ltu;fin;
1994;ltu;fji;
1994;ltu;fra;
1994;ltu;fro;
1994;ltu;gbr;
1994;ltu;geo;
1994;ltu;gha;
1994;ltu;glp;
1994;ltu;grc;
1994;ltu;grl;
1994;ltu;hkg;
1994;ltu;hrv;
1994;ltu;hun;
1994;ltu;idn;
1994;ltu;ind;
1994;ltu;irl;
1994;ltu;irn;
1994;ltu;isl;
1994;ltu;isr;
1994;ltu;ita;
1994;ltu;jam;
1994;ltu;jor;
1994;ltu;jpn;
1994;ltu;kaz;
1994;ltu;kgz;
1994;ltu;kor;
1994;ltu;kwt;
1994;ltu;lao;
1994;ltu;lbn;
1994;ltu;lka;
1994;ltu;lva;
1994;ltu;mar;
1994;ltu;mda;
1994;ltu;mex;
1994;ltu;mkd;
1994;ltu;mli;
1994;ltu;mlt;
1994;ltu;mys;
1994;ltu;nga;
1994;ltu;nic;
1994;ltu;nld;
1994;ltu;nor;
1994;ltu;nzl;
1994;ltu;omn;
1994;ltu;pak;
1994;ltu;pan;
1994;ltu;per;
1994;ltu;phl;
1994;ltu;pol;
1994;ltu;prk;
1994;ltu;prt;
1994;ltu;reu;
1994;ltu;rou;
1994;ltu;rus;
1994;ltu;sau;
1994;ltu;scg;
1994;ltu;sgp;
1994;ltu;slb;
1994;ltu;sle;
1994;ltu;slv;
1994;ltu;sur;
1994;ltu;svk;
1994;ltu;svn;
1994;ltu;swe;
1994;ltu;syc;
1994;ltu;tha;
1994;ltu;tjk;
1994;ltu;tkm;
1994;ltu;tur;
1994;ltu;tuv;
1994;ltu;tza;
1994;ltu;ukr;
1994;ltu;ury;
1994;ltu;usa;
1994;ltu;uzb;
1994;ltu;ven;
1994;ltu;vgb;
1994;ltu;vnm;
1994;ltu;zaf;
1994;ltu;zwe;
1994;lva;afg;
1994;lva;ant;
1994;lva;are;
1994;lva;arg;
1994;lva;arm;
1994;lva;aus;
1994;lva;aut;
1994;lva;aze;
1994;lva;bel;
1994;lva;bgr;
1994;lva;blr;
1994;lva;bra;
1994;lva;can;
1994;lva;che;
1994;lva;chl;
1994;lva;chn;
1994;lva;civ;
1994;lva;col;
1994;lva;cri;
1994;lva;cub;
1994;lva;cyp;
1994;lva;cze;
1994;lva;deu;
1994;lva;dma;
1994;lva;dnk;
1994;lva;dom;
1994;lva;ecu;
1994;lva;egy;
1994;lva;esp;
1994;lva;est;
1994;lva;fin;
1994;lva;fra;
1994;lva;fro;
1994;lva;gbr;
1994;lva;geo;
1994;lva;gha;
1994;lva;glp;
1994;lva;grc;
1994;lva;grl;
1994;lva;gtm;
1994;lva;guf;
1994;lva;guy;
1994;lva;hkg;
1994;lva;hnd;
1994;lva;hrv;
1994;lva;hun;
1994;lva;idn;
1994;lva;ind;
1994;lva;irl;
1994;lva;irn;
1994;lva;isl;
1994;lva;isr;
1994;lva;ita;
1994;lva;jam;
1994;lva;jor;
1994;lva;jpn;
1994;lva;kaz;
1994;lva;ken;
1994;lva;kgz;
1994;lva;khm;
1994;lva;kor;
1994;lva;lbn;
1994;lva;lka;
1994;lva;ltu;
1994;lva;mar;
1994;lva;mda;
1994;lva;mdg;
1994;lva;mex;
1994;lva;mkd;
1994;lva;mlt;
1994;lva;moz;
1994;lva;mrt;
1994;lva;msr;
1994;lva;mys;
1994;lva;nga;
1994;lva;nic;
1994;lva;nld;
1994;lva;nor;
1994;lva;npl;
1994;lva;nru;
1994;lva;nzl;
1994;lva;pak;
1994;lva;pan;
1994;lva;per;
1994;lva;phl;
1994;lva;pol;
1994;lva;prk;
1994;lva;prt;
1994;lva;rou;
1994;lva;rus;
1994;lva;sau;
1994;lva;scg;
1994;lva;sgp;
1994;lva;sle;
1994;lva;svk;
1994;lva;svn;
1994;lva;swe;
1994;lva;syr;
1994;lva;tha;
1994;lva;tjk;
1994;lva;tkm;
1994;lva;tun;
1994;lva;tur;
1994;lva;tza;
1994;lva;ukr;
1994;lva;ury;
1994;lva;usa;
1994;lva;uzb;
1994;lva;ven;
1994;lva;vnm;
1994;lva;zaf;
1994;lva;zwe;
1994;mar;alb;
1994;mar;ant;
1994;mar;are;
1994;mar;arg;
1994;mar;aus;
1994;mar;aut;
1994;mar;aze;
1994;mar;bdi;
1994;mar;bel;
1994;mar;ben;
1994;mar;bfa;
1994;mar;bgd;
1994;mar;bgr;
1994;mar;bhr;
1994;mar;bhs;
1994;mar;blr;
1994;mar;bol;
1994;mar;bra;
1994;mar;brn;
1994;mar;caf;
1994;mar;can;
1994;mar;che;
1994;mar;chl;
1994;mar;chn;
1994;mar;civ;
1994;mar;cmr;
1994;mar;cod;
1994;mar;cog;
1994;mar;col;
1994;mar;com;
1994;mar;cri;
1994;mar;cub;
1994;mar;cyp;
1994;mar;cze;
1994;mar;deu;
1994;mar;dnk;
1994;mar;dom;
1994;mar;dza;
1994;mar;ecu;
1994;mar;egy;
1994;mar;esp;
1994;mar;eth;
1994;mar;fin;
1994;mar;fra;
1994;mar;fro;
1994;mar;gab;
1994;mar;gbr;
1994;mar;geo;
1994;mar;gha;
1994;mar;gib;
1994;mar;gin;
1994;mar;glp;
1994;mar;gnq;
1994;mar;grc;
1994;mar;gtm;
1994;mar;guf;
1994;mar;guy;
1994;mar;hkg;
1994;mar;hnd;
1994;mar;hrv;
1994;mar;hti;
1994;mar;hun;
1994;mar;idn;
1994;mar;ind;
1994;mar;irl;
1994;mar;irn;
1994;mar;isl;
1994;mar;ita;
1994;mar;jam;
1994;mar;jor;
1994;mar;jpn;
1994;mar;kaz;
1994;mar;ken;
1994;mar;kor;
1994;mar;kwt;
1994;mar;lbn;
1994;mar;lby;
1994;mar;lka;
1994;mar;ltu;
1994;mar;lva;
1994;mar;mdg;
1994;mar;mdv;
1994;mar;mex;
1994;mar;mkd;
1994;mar;mli;
1994;mar;mlt;
1994;mar;mmr;
1994;mar;moz;
1994;mar;mrt;
1994;mar;mtq;
1994;mar;mus;
1994;mar;mys;
1994;mar;ncl;
1994;mar;ner;
1994;mar;nga;
1994;mar;nic;
1994;mar;nld;
1994;mar;nor;
1994;mar;nzl;
1994;mar;omn;
1994;mar;pak;
1994;mar;pan;
1994;mar;per;
1994;mar;phl;
1994;mar;pol;
1994;mar;prt;
1994;mar;pry;
1994;mar;qat;
1994;mar;reu;
1994;mar;rou;
1994;mar;rus;
1994;mar;sau;
1994;mar;sdn;
1994;mar;sen;
1994;mar;sgp;
1994;mar;sle;
1994;mar;slv;
1994;mar;sur;
1994;mar;svk;
1994;mar;svn;
1994;mar;swe;
1994;mar;syc;
1994;mar;syr;
1994;mar;tcd;
1994;mar;tgo;
1994;mar;tha;
1994;mar;tjk;
1994;mar;tto;
1994;mar;tun;
1994;mar;tur;
1994;mar;tuv;
1994;mar;uga;
1994;mar;ukr;
1994;mar;ury;
1994;mar;usa;
1994;mar;uzb;
1994;mar;ven;
1994;mar;vnm;
1994;mar;yem;
1994;mar;zaf;
1994;mar;zwe;
1994;mda;aus;
1994;mda;aut;
1994;mda;bel;
1994;mda;bra;
1994;mda;can;
1994;mda;che;
1994;mda;chn;
1994;mda;col;
1994;mda;cyp;
1994;mda;cze;
1994;mda;deu;
1994;mda;dnk;
1994;mda;egy;
1994;mda;esp;
1994;mda;fin;
1994;mda;fra;
1994;mda;fro;
1994;mda;gbr;
1994;mda;grc;
1994;mda;hkg;
1994;mda;hrv;
1994;mda;hun;
1994;mda;ind;
1994;mda;irl;
1994;mda;isr;
1994;mda;ita;
1994;mda;jam;
1994;mda;jor;
1994;mda;jpn;
1994;mda;kor;
1994;mda;lka;
1994;mda;ltu;
1994;mda;lva;
1994;mda;mkd;
1994;mda;mys;
1994;mda;nld;
1994;mda;nor;
1994;mda;per;
1994;mda;pol;
1994;mda;prt;
1994;mda;rou;
1994;mda;sau;
1994;mda;svk;
1994;mda;svn;
1994;mda;swe;
1994;mda;tha;
1994;mda;tur;
1994;mda;usa;
1994;mda;zaf;
1994;mda;zwe;
1994;mdg;aus;
1994;mdg;aut;
1994;mdg;bel;
1994;mdg;bhr;
1994;mdg;bol;
1994;mdg;bra;
1994;mdg;brn;
1994;mdg;can;
1994;mdg;che;
1994;mdg;chl;
1994;mdg;chn;
1994;mdg;col;
1994;mdg;cri;
1994;mdg;cyp;
1994;mdg;cze;
1994;mdg;deu;
1994;mdg;dnk;
1994;mdg;dza;
1994;mdg;ecu;
1994;mdg;egy;
1994;mdg;esp;
1994;mdg;fin;
1994;mdg;fji;
1994;mdg;fra;
1994;mdg;fro;
1994;mdg;gab;
1994;mdg;gbr;
1994;mdg;glp;
1994;mdg;grc;
1994;mdg;guf;
1994;mdg;hkg;
1994;mdg;hrv;
1994;mdg;hun;
1994;mdg;idn;
1994;mdg;ind;
1994;mdg;irl;
1994;mdg;isl;
1994;mdg;isr;
1994;mdg;ita;
1994;mdg;jor;
1994;mdg;jpn;
1994;mdg;ken;
1994;mdg;kor;
