Year;Rank;ID;Country;ECI;;
2000;115;yem;Yemen;-1,33;;
2001;118;yem;Yemen;-1,30;;
2002;115;yem;Yemen;-1,34;;
2003;127;yem;Yemen;-1,78;;
2004;124;yem;Yemen;-1,47;;
2005;111;yem;Yemen;-1,14;;
2006;106;yem;Yemen;-1,00;;
2007;114;yem;Yemen;-1,17;;
2008;107;yem;Yemen;-1,08;;
2009;116;yem;Yemen;-1,44;;
2010;117;yem;Yemen;-1,43;;
2011;107;yem;Yemen;-1,17;;
2012;114;yem;Yemen;-1,23;;
2013;107;yem;Yemen;-1,14;;
1993;032;zaf;South Africa;0,58;;
1994;039;zaf;South Africa;0,37;;
1995;044;zaf;South Africa;0,30;;
1996;047;zaf;South Africa;0,34;;
1997;043;zaf;South Africa;0,38;;
1998;043;zaf;South Africa;0,41;;
1999;044;zaf;South Africa;0,37;;
2000;040;zaf;South Africa;0,44;;
2001;058;zaf;South Africa;0,04;;
2002;053;zaf;South Africa;0,05;;
2003;047;zaf;South Africa;0,16;;
2004;048;zaf;South Africa;0,15;;
2005;051;zaf;South Africa;0,13;;
2006;053;zaf;South Africa;0,10;;
2007;054;zaf;South Africa;0,14;;
2008;055;zaf;South Africa;0,11;;
2009;048;zaf;South Africa;0,29;;
2010;053;zaf;South Africa;0,25;;
2011;062;zaf;South Africa;-0,18;;
2012;052;zaf;South Africa;0,19;;
2013;045;zaf;South Africa;0,32;;
1993;066;zmb;Zambia;-0,55;;
1994;084;zmb;Zambia;-0,58;;
1995;094;zmb;Zambia;-0,80;;
1996;104;zmb;Zambia;-1,06;;
1997;102;zmb;Zambia;-1,03;;
1998;100;zmb;Zambia;-0,98;;
1999;107;zmb;Zambia;-1,13;;
2000;093;zmb;Zambia;-0,79;;
2001;107;zmb;Zambia;-1,07;;
2002;095;zmb;Zambia;-0,84;;
2003;113;zmb;Zambia;-1,10;;
2004;091;zmb;Zambia;-0,72;;
2005;108;zmb;Zambia;-0,98;;
2006;107;zmb;Zambia;-1,06;;
2007;091;zmb;Zambia;-0,58;;
2008;105;zmb;Zambia;-0,98;;
2009;102;zmb;Zambia;-0,99;;
2010;098;zmb;Zambia;-0,69;;
2011;096;zmb;Zambia;-0,79;;
2012;083;zmb;Zambia;-0,47;;
2013;066;zmb;Zambia;-0,12;;
1993;059;zwe;Zimbabwe;-0,33;;
1994;067;zwe;Zimbabwe;-0,30;;
1995;074;zwe;Zimbabwe;-0,34;;
1996;074;zwe;Zimbabwe;-0,33;;
1997;077;zwe;Zimbabwe;-0,43;;
1998;081;zwe;Zimbabwe;-0,57;;
1999;079;zwe;Zimbabwe;-0,48;;
2000;080;zwe;Zimbabwe;-0,53;;
2001;110;zwe;Zimbabwe;-1,11;;
2002;074;zwe;Zimbabwe;-0,33;;
2003;080;zwe;Zimbabwe;-0,42;;
2004;088;zwe;Zimbabwe;-0,56;;
2005;093;zwe;Zimbabwe;-0,70;;
2006;071;zwe;Zimbabwe;-0,31;;
2007;083;zwe;Zimbabwe;-0,44;;
2008;080;zwe;Zimbabwe;-0,36;;
2009;x;zwe;Zimbabwe;-0,53;;
2010;088;zwe;Zimbabwe;-0,51;;
2011;103;zwe;Zimbabwe;-0,99;;
2012;097;zwe;Zimbabwe;-0,79;;
2013;091;zwe;Zimbabwe;-0,74;;
