country,top1,top2,top3,top4,top5,val1,val2,val3,val4,val5
brb,93,54,11,89,33,0.140234013,0.069448819,0.066450643,0.066032122,0.031992628
brn,33,34,51,87,76,6.271295243,6.176430174,0.243661531,0.034054286,0.033050947
btn,67,35,27,52,66,0.183090302,0.170567058,0.034523335,0.030445608,0.027821573
bwa,66,28,97,78,1,4.722516016,0.463347854,0.084296379,0.082363845,0.065346254
caf,27,24,26,72,78,0.065964501,0.025789916,0.010832855,0.004084398,0.002858594
can,33,78,93,68,97,76.6603535,59.93474412,37.60183378,16.66633042,16.20664548
che,54,88,89,51,77,58.86814389,23.22730539,20.25467998,13.50560754,10.42529458
chl,68,28,5,3,25,26.54675679,19.51872639,5.721651955,3.798306959,2.531060376
chn,77,75,76,84,89,242.4857628,219.9296052,202.6265102,159.7634483,143.5513086
civ,7,93,33,23,97,3.395757074,1.777201795,1.393141947,0.80905248,0.641071833
cmr,33,93,7,24,26,1.84679885,0.55734523,0.552443168,0.403245067,0.143942186
cog,33,79,34,24,69,5.779560241,1.29570778,0.072996361,0.057611404,0.046217695
col,33,32,93,97,7,26.59079267,7.805189991,4.718012745,3.404023731,2.288696082
cpv,3,61,11,84,54,0.04421764,0.004351101,0.004046571,0.002557186,0.000273569
cri,77,5,87,89,7,2.715511761,2.031282785,1.039150212,0.670242013,0.437234458
cyp,93,54,51,5,28,0.347996375,0.304771126,0.123145592,0.116770949,0.092262031
cze,78,77,75,74,89,27.02666705,14.86912543,12.39184346,10.13698413,7.617603911
deu,78,93,77,74,54,229.1475908,116.4095128,102.7800379,99.06348805,68.70744933
dma,55,89,27,5,76,0.017222807,0.004960503,0.003474559,0.003292633,0.002684803
dnk,93,74,54,1,33,15.20602418,7.115039721,5.88492922,5.420594964,4.902339582
dza,33,34,93,52,6,33.78844071,27.00133919,9.921845026,0.447968939,0.212026141
ecu,33,3,5,93,29,12.92725984,2.737182714,2.44045863,0.909507984,0.782923468
egy,33,93,34,5,65,3.242972516,3.198264212,2.179926396,2.142026147,1.371326081
esp,78,93,5,54,67,42.20114119,30.78490588,16.595621,12.70166991,11.46901993
est,93,77,76,63,72,3.969486553,1.202272297,1.132374412,0.748476857,0.731490838
eth,7,5,22,29,97,0.923209049,0.497998895,0.491815075,0.204761089,0.174828045
fin,93,64,72,67,77,12.60347812,7.173576888,5.294003176,4.732317878,3.913284194
fji,93,3,6,11,97,0.337124917,0.178046968,0.10608456,0.097039307,0.077021502
fra,79,78,93,54,77,57.56580658,45.28635857,36.88704432,35.61878628,33.01358522
fsm,3,5,9,29,22,0.040254785,0.004069032,0.000307968,0.000162251,0.000158573
gbr,93,78,54,71,33,74.81361151,45.40035659,36.36812954,32.04980934,31.61413699
geo,78,67,11,28,56,0.637331364,0.335016956,0.229577428,0.162640091,0.137251606
gha,97,33,7,34,93,7.093298559,3.686131138,2.160516138,0.620170018,0.305318221
gmb,65,63,93,2,26,0.058499359,0.006866162,0.006251375,0.006039116,0.005136411
grc,93,5,68,54,67,13.77425356,2.297363494,1.948935854,1.240051176,1.067845792
grl,3,93,97,79,28,0.41412055,0.041206954,0.012764809,0.00288645,0.001237848
gtm,7,84,5,6,28,1.230280949,1.229309853,1.193096221,0.899064193,0.611109889
guy,97,4,6,28,3,0.243086501,0.199290489,0.173697683,0.162286437,0.076499896
hkg,77,76,97,75,89,118.4217855,66.049547,50.13100169,47.62813341,29.4669841
hnd,7,77,42,3,5,1.342502258,0.52447287,0.316542668,0.264254052,0.25678237
hrv,93,79,77,54,84,1.395915283,0.927066945,0.870825399,0.547502444,0.516385912
hun,76,77,78,71,93,11.528374,11.271948,9.901045,8.950877,8.220618
idn,32,34,42,33,23,26.17547027,20.52048942,20.0676496,14.90731411,7.935710053
ind,93,66,89,65,84,56.53555755,24.9790273,22.71649112,15.32077963,13.86461602
irl,54,51,55,89,93,30.60480197,26.48457875,8.02302715,6.103608324,5.721967134
irq,33,51,93,5,21,94.04588324,0.18213,0.089108353,0.013825692,0.012414005
isl,3,68,8,67,93,1.90033833,1.880238097,0.179956985,0.174228539,0.133577524
isr,66,54,77,59,93,17.884339,6.59843,6.059958,3.06326,2.970194
ita,74,93,78,72,67,48.28645821,38.11118608,32.78770079,28.42042788,24.03501726
jam,28,93,51,11,6,0.643114418,0.374038653,0.181270385,0.103718133,0.094783063
jor,84,56,5,27,54,1.048770798,1.009214732,0.700370234,0.636913455,0.631096114
jpn,78,77,93,72,74,160.7677875,96.5905849,67.69358481,54.55356601,46.02320634
kaz,33,68,67,28,34,56.53253719,6.85054233,5.77246478,4.59031832,3.619971
kgz,97,93,84,5,78,0.56231122,0.167377731,0.15682496,0.145199059,0.11982749
khm,84,89,85,78,23,4.294335199,2.318157608,0.2974107,0.292787267,0.166847732
kir,42,3,87,8,71,0.003775743,0.000984842,0.0002371,0.000194292,0.000190419
kor,77,78,93,79,87,85.33787556,69.65299728,59.35794241,39.77955657,31.88779188
lbn,97,28,66,89,5,1.396057408,0.317863278,0.292232581,0.261257945,0.236648433
lka,84,7,62,66,65,4.005790993,1.660515858,0.685858492,0.463763092,0.221135478
lso,84,11,77,26,85,0.376941492,0.064509774,0.063035471,0.038450735,0.028329745
ltu,93,78,82,56,58,7.472895729,1.655347903,1.381968693,1.269804086,1.132207364
lux,67,89,78,74,62,2.694026112,0.956218855,0.794143499,0.740378508,0.70290334
lva,93,24,67,63,4,1.508317792,1.113910244,0.928641791,0.680554581,0.600907986
mac,93,76,84,77,89,0.644132312,0.139721835,0.089119696,0.046165887,0.031138345
mda,5,84,11,77,22,0.276024377,0.254428142,0.214750935,0.201687727,0.098755227
mdg,84,7,28,3,93,0.307787971,0.201146373,0.149159386,0.112172235,0.094132638
mdv,3,28,8,29,58,0.157974418,0.002748547,0.000670524,0.000063996,0.000063243
mex,78,33,77,76,75,69.875107,46.86529646,34.75962383,33.7755823,20.36726484
mkd,67,84,59,28,93,0.829655153,0.602754728,0.498889503,0.210331878,0.202020759
mli,97,26,56,0,72,1.709309073,0.385753861,0.160086609,0.114224512,0.042342121
mlt,93,77,89,54,79,2.578407144,1.313549079,0.368904918,0.328968892,0.223903027
mne,68,35,28,11,67,0.165278188,0.049163234,0.040200067,0.029828452,0.021801414
moz,68,32,28,34,35,1.08987447,0.435820223,0.260884192,0.24815882,0.233409767
mrt,28,3,97,33,93,1.343737947,0.574449588,0.317429079,0.271296781,0.073820361
msr,27,87,72,93,28,0.001105046,0.000261845,0.000082842,0.000062574,0.000058473
mus,84,3,6,89,65,0.832965892,0.420982065,0.273720296,0.120257803,0.097522589
mys,77,34,93,42,75,45.48199079,19.7904398,19.68652713,16.75324366,16.51386569
nam,66,28,3,68,78,1.366442271,0.896496665,0.733632525,0.451096633,0.245635466
ncl,67,28,52,3,93,0.674640345,0.451131523,0.080517572,0.019991925,0.019405938
ner,28,93,26,4,6,0.662782215,0.319792983,0.072128897,0.037908434,0.037037159
nga,33,93,23,34,7,99.05463687,12.32699243,10.0704466,8.968516899,3.322170461
nic,84,7,1,77,97,1.130458893,0.531269361,0.46465375,0.455952532,0.43243651
nld,93,75,51,77,58,135.4617786,28.88692333,25.53848261,22.75817394,19.33215765
nor,33,34,93,3,68,54.70884668,47.84027048,14.38988461,8.732316214,6.833375272
npl,65,67,5,7,84,0.266653319,0.127758153,0.081016878,0.08075611,0.061771951
nzl,2,1,24,5,93,9.25846089,4.349774858,2.063366559,1.813684489,1.681956008
omn,33,93,34,51,56,30.67813636,8.425487699,4.215460893,1.611585547,0.990795123
pak,65,84,4,89,93,8.704721823,4.336446152,2.330996304,2.020619124,0.6528637
pan,5,97,3,28,1,0.157660182,0.125710485,0.105266656,0.093705692,0.041727183
per,28,97,68,93,5,13.46369814,9.673451622,3.968298942,3.347083438,2.00170963
phl,77,75,63,78,89,19.04386004,5.531493232,2.190458429,1.927774225,1.801644577
plw,3,28,69,88,5,0.007502005,0.00023015,0.000184811,0.000150943,0.000143381
png,68,28,42,7,24,1.493524559,0.8314443,0.587956872,0.347330446,0.263112398
pol,78,77,82,69,76,20.35156621,12.96156138,8.695694878,8.319447425,8.19356526
prt,78,93,84,77,69,6.373078141,4.610068407,3.264652687,3.102223408,2.494713937
pry,35,22,4,1,8,2.232181259,1.65937503,1.03125315,0.794987066,0.220011475
pse,66,82,28,89,5,0.15070422,0.063588248,0.057255395,0.047209172,0.032999209
pyf,66,3,42,5,97,0.076361059,0.0170384,0.007734437,0.007011187,0.005557768
qat,34,33,93,58,68,82.64045654,26.14842765,8.983183943,4.289953916,2.604696628
rou,78,77,93,84,74,7.311318615,6.803975806,4.546778093,3.339147449,3.090465074
rus,33,93,34,67,68,181.7187452,117.0439136,68.83457544,22.66742315,20.0281004
rwa,7,28,93,4,78,0.157799221,0.138849717,0.046171876,0.03295907,0.031400284
sau,33,93,58,51,34,306.6766721,23.4636232,15.02127398,12.99313064,8.155721661
sdn,97,0,33,22,51,2.167422826,0.369910718,0.255984972,0.193304896,0.076121604
sen,93,97,52,3,66,0.353341085,0.351031908,0.279551931,0.263497005,0.221904128
sgp,93,77,75,51,72,121.1462897,98.92652874,20.15479701,19.95705508,15.90852155
slb,24,97,3,42,22,0.205118616,0.112599826,0.056863581,0.046072586,0.023559747
slv,84,7,89,65,6,1.911962458,0.308182548,0.297199489,0.276355303,0.26427176
srb,4,77,68,78,5,0.839753711,0.831707263,0.673139059,0.60460764,0.527164481
stp,7,69,78,89,5,0.005151145,0.000233913,0.000150319,0.000104395,0.000096847
sur,93,4,11,24,72,2.188040114,0.069605396,0.022949668,0.018915114,0.011595723
svk,78,76,67,93,77,18.91299457,11.617916,4.526600626,4.344814197,4.277649048
svn,78,77,54,74,93,3.128707378,2.75173992,2.690840298,1.481312905,1.347055818
swe,93,78,74,64,77,28.45122447,15.78999798,10.68292116,9.70462665,8.923135462
tca,89,3,78,71,93,0.007632603,0.00186992,0.00042564,0.000320556,0.000277145
tgo,66,27,89,26,79,0.142008003,0.095343379,0.078946468,0.06491269,0.064547824
tha,78,77,75,93,74,24.111012,20.06304679,18.77386832,12.94767237,9.673584314
ton,5,3,89,74,29,0.005584968,0.004659746,0.001297846,0.000678859,0.000665245
tun,77,84,33,93,76,2.895276377,2.733644955,1.877307668,1.294649323,0.609633346
tur,78,84,97,67,65,14.66634419,14.28977727,13.34471168,13.32452174,11.04795311
tza,97,28,5,7,12,1.863327491,0.846254652,0.331339529,0.303657676,0.223124426
uga,7,93,76,4,66,0.490683095,0.262095824,0.148244083,0.12826843,0.121365741
ukr,67,4,79,42,28,16.73089639,7.410979441,5.369027294,4.073592481,4.04725908
ury,1,22,4,2,24,1.627652158,1.379769532,1.249593064,0.766801483,0.397647261
usa,93,78,77,74,72,265.046586,127.1934939,107.304221,71.12991359,60.23546052
vct,4,5,11,8,64,0.016031157,0.006912159,0.004434211,0.003743418,0.001747764
ven,33,93,51,67,56,68.91245625,24.65654375,0.401218763,0.385624799,0.251938402
vnm,84,76,33,85,77,14.49501014,14.09469847,8.41089508,7.263928428,6.678983366
wsm,77,93,3,42,11,0.036473186,0.01966167,0.007693762,0.003857609,0.002822698
yem,33,34,93,3,5,5.519410134,0.555544876,0.252152216,0.211418105,0.082617532
zaf,28,68,97,78,32,13.79458068,10.16266645,8.87361343,8.765763718,6.797187351
zmb,68,4,69,66,28,6.380249146,0.496592944,0.317728881,0.17218057,0.164256974
zwe,12,28,27,97,26,0.826579815,0.724049435,0.695687634,0.62485372,0.223469542
